kT  Cv_n0  Cv_n1  Cv_n2  Cv_n3  Cv_n4  Cv_n5
4.390999999999999659e+01 6.842096130352171013e-01 6.837481649218442037e-01 6.833221131024153072e-01 6.825812619215099186e-01 6.822690535292572633e-01 6.819974231023374633e-01
4.392000000000000171e+01 6.842148131941300226e-01 6.837533692461291723e-01 6.833273060235237617e-01 6.825863827971102582e-01 6.822741124672463409e-01 6.820024019442135765e-01
4.392999999999999972e+01 6.842200124484182355e-01 6.837585726809367603e-01 6.833324980808954674e-01 6.825915028941287321e-01 6.822791706870349193e-01 6.820073801407943170e-01
4.393999999999999773e+01 6.842252107980683062e-01 6.837637752262359925e-01 6.833376892744728037e-01 6.825966222124231209e-01 6.822842281884200499e-01 6.820123576918060149e-01
4.394999999999999574e+01 6.842304082430670231e-01 6.837689768819983360e-01 6.833428796041983722e-01 6.826017407518486513e-01 6.822892849712000052e-01 6.820173345969765544e-01
4.396000000000000085e+01 6.842356047834032839e-01 6.837741776481917055e-01 6.833480690700147742e-01 6.826068585122645471e-01 6.822943410351723914e-01 6.820223108560329317e-01
4.396999999999999886e+01 6.842408004190636550e-01 6.837793775247875683e-01 6.833532576718656104e-01 6.826119754935277006e-01 6.822993963801367023e-01 6.820272864687039194e-01
4.397999999999999687e+01 6.842459951500357018e-01 6.837845765117563923e-01 6.833584454096941485e-01 6.826170916954980017e-01 6.823044510058935419e-01 6.820322614347187340e-01
4.399000000000000199e+01 6.842511889763097654e-01 6.837897746090695339e-01 6.833636322834445442e-01 6.826222071180338968e-01 6.823095049122419598e-01 6.820372357538070363e-01
4.400000000000000000e+01 6.842563818978737444e-01 6.837949718166990154e-01 6.833688182930628408e-01 6.826273217609951649e-01 6.823145580989843362e-01 6.820422094257000412e-01
4.400999999999999801e+01 6.842615739147179799e-01 6.838001681346171923e-01 6.833740034384934159e-01 6.826324356242434721e-01 6.823196105659214972e-01 6.820471824501297409e-01
4.401999999999999602e+01 6.842667650268319246e-01 6.838053635627965310e-01 6.833791877196820908e-01 6.826375487076392634e-01 6.823246623128566002e-01 6.820521548268263512e-01
4.403000000000000114e+01 6.842719552342071410e-01 6.838105581012109413e-01 6.833843711365754636e-01 6.826426610110444271e-01 6.823297133395922476e-01 6.820571265555249729e-01
4.403999999999999915e+01 6.842771445368329708e-01 6.838157517498332227e-01 6.833895536891202438e-01 6.826477725343206293e-01 6.823347636459324850e-01 6.820620976359582643e-01
4.404999999999999716e+01 6.842823329347017536e-01 6.838209445086382843e-01 6.833947353772639177e-01 6.826528832773320898e-01 6.823398132316819131e-01 6.820670680678611042e-01
4.406000000000000227e+01 6.842875204278058288e-01 6.838261363775997026e-01 6.833999162009535278e-01 6.826579932399403638e-01 6.823448620966454659e-01 6.820720378509682602e-01
4.407000000000000028e+01 6.842927070161363146e-01 6.838313273566937189e-01 6.834050961601386698e-01 6.826631024220115584e-01 6.823499102406281880e-01 6.820770069850161654e-01
4.407999999999999829e+01 6.842978926996861055e-01 6.838365174458947982e-01 6.834102752547668302e-01 6.826682108234092272e-01 6.823549576634372338e-01 6.820819754697406978e-01
4.408999999999999631e+01 6.843030774784489845e-01 6.838417066451795145e-01 6.834154534847881601e-01 6.826733184439988111e-01 6.823600043648793134e-01 6.820869433048797337e-01
4.410000000000000142e+01 6.843082613524180680e-01 6.838468949545247755e-01 6.834206308501521443e-01 6.826784252836465283e-01 6.823650503447625804e-01 6.820919104901715935e-01
4.410999999999999943e+01 6.843134443215866947e-01 6.838520823739057120e-01 6.834258073508080455e-01 6.826835313422179308e-01 6.823700956028949660e-01 6.820968770253541535e-01
4.411999999999999744e+01 6.843186263859507568e-01 6.838572689033013408e-01 6.834309829867074582e-01 6.826886366195800138e-01 6.823751401390851790e-01 6.821018429101688429e-01
4.412999999999999545e+01 6.843238075455037039e-01 6.838624545426890133e-01 6.834361577578023095e-01 6.826937411156018820e-01 6.823801839531429270e-01 6.821068081443532050e-01
4.414000000000000057e+01 6.843289878002419835e-01 6.838676392920465252e-01 6.834413316640425284e-01 6.826988448301494206e-01 6.823852270448791391e-01 6.821117727276510001e-01
4.414999999999999858e+01 6.843341671501601553e-01 6.838728231513535594e-01 6.834465047053818187e-01 6.827039477630936215e-01 6.823902694141043002e-01 6.821167366598022141e-01
4.415999999999999659e+01 6.843393455952554438e-01 6.838780061205878003e-01 6.834516768817715526e-01 6.827090499143021463e-01 6.823953110606290062e-01 6.821216999405498305e-01
4.417000000000000171e+01 6.843445231355235192e-01 6.838831881997298190e-01 6.834568481931653228e-01 6.827141512836447657e-01 6.824003519842670729e-01 6.821266625696373875e-01
4.417999999999999972e+01 6.843496997709619389e-01 6.838883693887596316e-01 6.834620186395166108e-01 6.827192518709932489e-01 6.824053921848299842e-01 6.821316245468075357e-01
4.418999999999999773e+01 6.843548755015678164e-01 6.838935496876569209e-01 6.834671882207800087e-01 6.827243516762180331e-01 6.824104316621325550e-01 6.821365858718069219e-01
4.419999999999999574e+01 6.843600503273388203e-01 6.838987290964033683e-01 6.834723569369101082e-01 6.827294506991901102e-01 6.824154704159878237e-01 6.821415465443790849e-01
4.421000000000000085e+01 6.843652242482745063e-01 6.839039076149807661e-01 6.834775247878607241e-01 6.827345489397824707e-01 6.824205084462110493e-01 6.821465065642706715e-01
4.421999999999999886e+01 6.843703972643717659e-01 6.839090852433692413e-01 6.834826917735884466e-01 6.827396463978668839e-01 6.824255457526164914e-01 6.821514659312284401e-01
4.422999999999999687e+01 6.843755693756311542e-01 6.839142619815524737e-01 6.834878578940485339e-01 6.827447430733175615e-01 6.824305823350218514e-01 6.821564246450000368e-01
4.424000000000000199e+01 6.843807405820514500e-01 6.839194378295129217e-01 6.834930231491981312e-01 6.827498389660080491e-01 6.824356181932429433e-01 6.821613827053335521e-01
4.425000000000000000e+01 6.843859108836330973e-01 6.839246127872335990e-01 6.834981875389933847e-01 6.827549340758125584e-01 6.824406533270970243e-01 6.821663401119772985e-01
4.425999999999999801e+01 6.843910802803757631e-01 6.839297868546979631e-01 6.835033510633926612e-01 6.827600284026064115e-01 6.824456877364020180e-01 6.821712968646819197e-01
4.426999999999999602e+01 6.843962487722808907e-01 6.839349600318895828e-01 6.835085137223527729e-01 6.827651219462651522e-01 6.824507214209759587e-01 6.821762529631967276e-01
4.428000000000000114e+01 6.844014163593495903e-01 6.839401323187943582e-01 6.835136755158321975e-01 6.827702147066648797e-01 6.824557543806393234e-01 6.821812084072734761e-01
4.428999999999999915e+01 6.844065830415830831e-01 6.839453037153953030e-01 6.835188364437897457e-01 6.827753066836810270e-01 6.824607866152108127e-01 6.821861631966639195e-01
4.429999999999999716e+01 6.844117488189840337e-01 6.839504742216792055e-01 6.835239965061855605e-01 6.827803978771929128e-01 6.824658181245112365e-01 6.821911173311198118e-01
4.431000000000000227e+01 6.844169136915549956e-01 6.839556438376312997e-01 6.835291557029777865e-01 6.827854882870774134e-01 6.824708489083610718e-01 6.821960708103950166e-01
4.432000000000000028e+01 6.844220776592985223e-01 6.839608125632379299e-01 6.835343140341281210e-01 6.827905779132126263e-01 6.824758789665830161e-01 6.822010236342428424e-01
4.432999999999999829e+01 6.844272407222171672e-01 6.839659803984856623e-01 6.835394714995960408e-01 6.827956667554776482e-01 6.824809082989988784e-01 6.822059758024181519e-01
4.433999999999999631e+01 6.844324028803167037e-01 6.839711473433611744e-01 6.835446280993440205e-01 6.828007548137522420e-01 6.824859369054312452e-01 6.822109273146756969e-01
4.435000000000000142e+01 6.844375641335993521e-01 6.839763133978528087e-01 6.835497838333314258e-01 6.828058420879152823e-01 6.824909647857037021e-01 6.822158781707714503e-01
4.435999999999999943e+01 6.844427244820708855e-01 6.839814785619469095e-01 6.835549387015226186e-01 6.828109285778490856e-01 6.824959919396409447e-01 6.822208283704630505e-01
4.436999999999999744e+01 6.844478839257350788e-01 6.839866428356337069e-01 6.835600927038785191e-01 6.828160142834341917e-01 6.825010183670674468e-01 6.822257779135069145e-01
4.437999999999999545e+01 6.844530424645981492e-01 6.839918062189007664e-01 6.835652458403621567e-01 6.828210992045513628e-01 6.825060440678082374e-01 6.822307267996610136e-01
4.439000000000000057e+01 6.844582000986659809e-01 6.839969687117379848e-01 6.835703981109375604e-01 6.828261833410833592e-01 6.825110690416893444e-01 6.822356750286849847e-01
4.439999999999999858e+01 6.844633568279445690e-01 6.840021303141348152e-01 6.835755495155687589e-01 6.828312666929141628e-01 6.825160932885386833e-01 6.822406226003370211e-01
4.440999999999999659e+01 6.844685126524403529e-01 6.840072910260810435e-01 6.835807000542197809e-01 6.828363492599254236e-01 6.825211168081812829e-01 6.822455695143779808e-01
4.442000000000000171e+01 6.844736675721601049e-01 6.840124508475672327e-01 6.835858497268548772e-01 6.828414310420010125e-01 6.825261396004466130e-01 6.822505157705677226e-01
4.442999999999999972e+01 6.844788215871120407e-01 6.840176097785849452e-01 6.835909985334404082e-01 6.828465120390274645e-01 6.825311616651630331e-01 6.822554613686691027e-01
4.443999999999999773e+01 6.844839746973032657e-01 6.840227678191244109e-01 6.835961464739404025e-01 6.828515922508875402e-01 6.825361830021584586e-01 6.822604063084436454e-01
4.444999999999999574e+01 6.844891269027421066e-01 6.840279249691785246e-01 6.836012935483217756e-01 6.828566716774678858e-01 6.825412036112645797e-01 6.822653505896542070e-01
4.446000000000000085e+01 6.844942782034378892e-01 6.840330812287387374e-01 6.836064397565523310e-01 6.828617503186541482e-01 6.825462234923098670e-01 6.822702942120638658e-01
4.446999999999999886e+01 6.844994285993990513e-01 6.840382365977983881e-01 6.836115850985974296e-01 6.828668281743333068e-01 6.825512426451254555e-01 6.822752371754375877e-01
4.447999999999999687e+01 6.845045780906343635e-01 6.840433910763495939e-01 6.836167295744249861e-01 6.828719052443921189e-01 6.825562610695432575e-01 6.822801794795395613e-01
4.449000000000000199e+01 6.845097266771551503e-01 6.840485446643863598e-01 6.836218731840030260e-01 6.828769815287180078e-01 6.825612787653958513e-01 6.822851211241358627e-01
4.450000000000000000e+01 6.845148743589709595e-01 6.840536973619025796e-01 6.836270159273003522e-01 6.828820570272001733e-01 6.825662957325147051e-01 6.822900621089924567e-01
4.450999999999999801e+01 6.845200211360925602e-01 6.840588491688923689e-01 6.836321578042851010e-01 6.828871317397267049e-01 6.825713119707342846e-01 6.822950024338769737e-01
4.451999999999999602e+01 6.845251670085298334e-01 6.840640000853507319e-01 6.836372988149274077e-01 6.828922056661866913e-01 6.825763274798878344e-01 6.822999420985564889e-01
4.453000000000000114e+01 6.845303119762955468e-01 6.840691501112717843e-01 6.836424389591959638e-01 6.828972788064704424e-01 6.825813422598099312e-01 6.823048811027991878e-01
4.453999999999999915e+01 6.845354560394023569e-01 6.840742992466524175e-01 6.836475782370617926e-01 6.829023511604689345e-01 6.825863563103362619e-01 6.823098194463741439e-01
4.454999999999999716e+01 6.845405991978600335e-01 6.840794474914878576e-01 6.836527166484949181e-01 6.829074227280720333e-01 6.825913696313011814e-01 6.823147571290507640e-01
4.456000000000000227e+01 6.845457414516826766e-01 6.840845948457754400e-01 6.836578541934670294e-01 6.829124935091716031e-01 6.825963822225430411e-01 6.823196941505995650e-01
4.457000000000000028e+01 6.845508828008836089e-01 6.840897413095099466e-01 6.836629908719488169e-01 6.829175635036593972e-01 6.826013940838968619e-01 6.823246305107918408e-01
4.457999999999999829e+01 6.845560232454755978e-01 6.840948868826909335e-01 6.836681266839123028e-01 6.829226327114287232e-01 6.826064052152007733e-01 6.823295662093988856e-01
4.458999999999999631e+01 6.845611627854720771e-01 6.841000315653142927e-01 6.836732616293305087e-01 6.829277011323714452e-01 6.826114156162932378e-01 6.823345012461932146e-01
4.460000000000000142e+01 6.845663014208882569e-01 6.841051753573783589e-01 6.836783957081763452e-01 6.829327687663824253e-01 6.826164252870126070e-01 6.823394356209478984e-01
4.460999999999999943e+01 6.845714391517386810e-01 6.841103182588823550e-01 6.836835289204220567e-01 6.829378356133548600e-01 6.826214342271985647e-01 6.823443693334364513e-01
4.461999999999999744e+01 6.845765759780375603e-01 6.841154602698250597e-01 6.836886612660427742e-01 6.829429016731838331e-01 6.826264424366904615e-01 6.823493023834330540e-01
4.462999999999999545e+01 6.845817118998009931e-01 6.841206013902042526e-01 6.836937927450108532e-01 6.829479669457643176e-01 6.826314499153287585e-01 6.823542347707132194e-01
4.464000000000000057e+01 6.845868469170436343e-01 6.841257416200217101e-01 6.836989233573019797e-01 6.829530314309919525e-01 6.826364566629548047e-01 6.823591664950517943e-01
4.464999999999999858e+01 6.845919810297826924e-01 6.841308809592756557e-01 6.837040531028912849e-01 6.829580951287627100e-01 6.826414626794100604e-01 6.823640975562257349e-01
4.465999999999999659e+01 6.845971142380345986e-01 6.841360194079676438e-01 6.837091819817537885e-01 6.829631580389743384e-01 6.826464679645365408e-01 6.823690279540114423e-01
4.467000000000000171e+01 6.846022465418163394e-01 6.841411569660986736e-01 6.837143099938658430e-01 6.829682201615233650e-01 6.826514725181775933e-01 6.823739576881872049e-01
4.467999999999999972e+01 6.846073779411445681e-01 6.841462936336680789e-01 6.837194371392024683e-01 6.829732814963074272e-01 6.826564763401757885e-01 6.823788867585313112e-01
4.468999999999999773e+01 6.846125084360376034e-01 6.841514294106808558e-01 6.837245634177421261e-01 6.829783420432249397e-01 6.826614794303761391e-01 6.823838151648219386e-01
4.469999999999999574e+01 6.846176380265138750e-01 6.841565642971366712e-01 6.837296888294615016e-01 6.829834018021747610e-01 6.826664817886223258e-01 6.823887429068397070e-01
4.471000000000000085e+01 6.846227667125902583e-01 6.841616982930387447e-01 6.837348133743369472e-01 6.829884607730568602e-01 6.826714834147598054e-01 6.823936699843636822e-01
4.471999999999999886e+01 6.846278944942875144e-01 6.841668313983899630e-01 6.837399370523483677e-01 6.829935189557705399e-01 6.826764843086348122e-01 6.823985963971765933e-01
4.472999999999999687e+01 6.846330213716234070e-01 6.841719636131936566e-01 6.837450598634725596e-01 6.829985763502168794e-01 6.826814844700930252e-01 6.824035221450579503e-01
4.474000000000000199e+01 6.846381473446189192e-01 6.841770949374533783e-01 6.837501818076894278e-01 6.830036329562949593e-01 6.826864838989811224e-01 6.824084472277913704e-01
4.475000000000000000e+01 6.846432724132925918e-01 6.841822253711722368e-01 6.837553028849778780e-01 6.830086887739076351e-01 6.826914825951470034e-01 6.824133716451595832e-01
4.475999999999999801e+01 6.846483965776652969e-01 6.841873549143570044e-01 6.837604230953174822e-01 6.830137438029567631e-01 6.826964805584382345e-01 6.824182953969455401e-01
4.476999999999999602e+01 6.846535198377582399e-01 6.841924835670107896e-01 6.837655424386889225e-01 6.830187980433450878e-01 6.827014777887037145e-01 6.824232184829334136e-01
4.478000000000000114e+01 6.846586421935921818e-01 6.841976113291393657e-01 6.837706609150724368e-01 6.830238514949753537e-01 6.827064742857927859e-01 6.824281409029083756e-01
4.478999999999999915e+01 6.846637636451897713e-01 6.842027382007483949e-01 6.837757785244494846e-01 6.830289041577498610e-01 6.827114700495552357e-01 6.824330626566562641e-01
4.479999999999999716e+01 6.846688841925711033e-01 6.842078641818440943e-01 6.837808952668006368e-01 6.830339560315739078e-01 6.827164650798409617e-01 6.824379837439626950e-01
4.481000000000000227e+01 6.846740038357590485e-01 6.842129892724327922e-01 6.837860111421090181e-01 6.830390071163517929e-01 6.827214593765016382e-01 6.824429041646140615e-01
4.482000000000000028e+01 6.846791225747763665e-01 6.842181134725208169e-01 6.837911261503548666e-01 6.830440574119881481e-01 6.827264529393877179e-01 6.824478239183983108e-01
4.482999999999999829e+01 6.846842404096463719e-01 6.842232367821173833e-01 6.837962402915233051e-01 6.830491069183889374e-01 6.827314457683516524e-01 6.824527430051042787e-01
4.483999999999999631e+01 6.846893573403920463e-01 6.842283592012273763e-01 6.838013535655960151e-01 6.830541556354600141e-01 6.827364378632455599e-01 6.824576614245188022e-01
4.485000000000000142e+01 6.846944733670370375e-01 6.842334807298610100e-01 6.838064659725566763e-01 6.830592035631077863e-01 6.827414292239238902e-01 6.824625791764324934e-01
4.485999999999999943e+01 6.846995884896058815e-01 6.842386013680253898e-01 6.838115775123889684e-01 6.830642507012392173e-01 6.827464198502389836e-01 6.824674962606348538e-01
4.486999999999999744e+01 6.847047027081234472e-01 6.842437211157297305e-01 6.838166881850780143e-01 6.830692970497617145e-01 6.827514097420466221e-01 6.824724126769163846e-01
4.487999999999999545e+01 6.847098160226133823e-01 6.842488399729836912e-01 6.838217979906088262e-01 6.830743426085834624e-01 6.827563988992001454e-01 6.824773284250691407e-01
4.489000000000000057e+01 6.847149284331018881e-01 6.842539579397962646e-01 6.838269069289653057e-01 6.830793873776134228e-01 6.827613873215555573e-01 6.824822435048835123e-01
4.489999999999999858e+01 6.847200399396141668e-01 6.842590750161776647e-01 6.838320150001334641e-01 6.830844313567601134e-01 6.827663750089693062e-01 6.824871579161535529e-01
4.490999999999999659e+01 6.847251505421764195e-01 6.842641912021384387e-01 6.838371222041003117e-01 6.830894745459332729e-01 6.827713619612970630e-01 6.824920716586716507e-01
4.492000000000000171e+01 6.847302602408145145e-01 6.842693064976889117e-01 6.838422285408510826e-01 6.830945169450426402e-01 6.827763481783960531e-01 6.824969847322314154e-01
4.492999999999999972e+01 6.847353690355559852e-01 6.842744209028409630e-01 6.838473340103742304e-01 6.830995585539990644e-01 6.827813336601255001e-01 6.825018971366275666e-01
4.493999999999999773e+01 6.847404769264274771e-01 6.842795344176048067e-01 6.838524386126548782e-01 6.831045993727141719e-01 6.827863184063409641e-01 6.825068088716547132e-01
4.494999999999999574e+01 6.847455839134560796e-01 6.842846470419932103e-01 6.838575423476817017e-01 6.831096394010982564e-01 6.827913024169032230e-01 6.825117199371086851e-01
4.496000000000000085e+01 6.847506899966699923e-01 6.842897587760182754e-01 6.838626452154430435e-01 6.831146786390639436e-01 6.827962856916715007e-01 6.825166303327866446e-01
4.496999999999999886e+01 6.847557951760975259e-01 6.842948696196926583e-01 6.838677472159276904e-01 6.831197170865240809e-01 6.828012682305040215e-01 6.825215400584839776e-01
4.497999999999999687e+01 6.847608994517671022e-01 6.842999795730297929e-01 6.838728483491236521e-01 6.831247547433909606e-01 6.828062500332634510e-01 6.825264491139989564e-01
4.499000000000000199e+01 6.847660028237072538e-01 6.843050886360430018e-01 6.838779486150201592e-01 6.831297916095783185e-01 6.828112310998092349e-01 6.825313574991307419e-01
4.500000000000000000e+01 6.847711052919477348e-01 6.843101968087452747e-01 6.838830480136081080e-01 6.831348276850010004e-01 6.828162114300031504e-01 6.825362652136759412e-01
4.500999999999999801e+01 6.847762068565178550e-01 6.843153040911520435e-01 6.838881465448762853e-01 6.831398629695724090e-01 6.828211910237077520e-01 6.825411722574357132e-01
4.501999999999999602e+01 6.847813075174470354e-01 6.843204104832764090e-01 6.838932442088159203e-01 6.831448974632076121e-01 6.828261698807855939e-01 6.825460786302095517e-01
4.503000000000000114e+01 6.847864072747669173e-01 6.843255159851342473e-01 6.838983410054177980e-01 6.831499311658227880e-01 6.828311480010994527e-01 6.825509843317980607e-01
4.503999999999999915e+01 6.847915061285071436e-01 6.843306205967409905e-01 6.839034369346735920e-01 6.831549640773334486e-01 6.828361253845136591e-01 6.825558893620017331e-01
4.504999999999999716e+01 6.847966040786991337e-01 6.843357243181115157e-01 6.839085319965748644e-01 6.831599961976564384e-01 6.828411020308920998e-01 6.825607937206240594e-01
4.506000000000000227e+01 6.848017011253740849e-01 6.843408271492626982e-01 6.839136261911129555e-01 6.831650275267079353e-01 6.828460779400995495e-01 6.825656974074661987e-01
4.507000000000000028e+01 6.848067972685644156e-01 6.843459290902100811e-01 6.839187195182809820e-01 6.831700580644054499e-01 6.828510531120008942e-01 6.825706004223316414e-01
4.507999999999999829e+01 6.848118925083016562e-01 6.843510301409716501e-01 6.839238119780725045e-01 6.831750878106672697e-01 6.828560275464633511e-01 6.825755027650244333e-01
4.508999999999999631e+01 6.848169868446182251e-01 6.843561303015635033e-01 6.839289035704798625e-01 6.831801167654120155e-01 6.828610012433524723e-01 6.825804044353486200e-01
4.510000000000000142e+01 6.848220802775469851e-01 6.843612295720041816e-01 6.839339942954975049e-01 6.831851449285581968e-01 6.828659742025348089e-01 6.825853054331088021e-01
4.510999999999999943e+01 6.848271728071216868e-01 6.843663279523105603e-01 6.839390841531189924e-01 6.831901723000251003e-01 6.828709464238797988e-01 6.825902057581112459e-01
4.511999999999999744e+01 6.848322644333755260e-01 6.843714254425011800e-01 6.839441731433387739e-01 6.831951988797324571e-01 6.828759179072532159e-01 6.825951054101613291e-01
4.512999999999999545e+01 6.848373551563419204e-01 6.843765220425949147e-01 6.839492612661522974e-01 6.832002246676007751e-01 6.828808886525251642e-01 6.826000043890660951e-01
4.514000000000000057e+01 6.848424449760556199e-01 6.843816177526109712e-01 6.839543485215544560e-01 6.832052496635516725e-01 6.828858586595644153e-01 6.826049026946334752e-01
4.514999999999999858e+01 6.848475338925505973e-01 6.843867125725687783e-01 6.839594349095415859e-01 6.832102738675043252e-01 6.828908279282401850e-01 6.826098003266712899e-01
4.515999999999999659e+01 6.848526219058624909e-01 6.843918065024870989e-01 6.839645204301086912e-01 6.832152972793825718e-01 6.828957964584234652e-01 6.826146972849871375e-01
4.517000000000000171e+01 6.848577090160263836e-01 6.843968995423876933e-01 6.839696050832533292e-01 6.832203198991075865e-01 6.829007642499844710e-01 6.826195935693916139e-01
4.517999999999999972e+01 6.848627952230775806e-01 6.844019916922893243e-01 6.839746888689718363e-01 6.832253417266020978e-01 6.829057313027943055e-01 6.826244891796934278e-01
4.518999999999999773e+01 6.848678805270528303e-01 6.844070829522143073e-01 6.839797717872615479e-01 6.832303627617892783e-01 6.829106976167258480e-01 6.826293841157036191e-01
4.519999999999999574e+01 6.848729649279874376e-01 6.844121733221826265e-01 6.839848538381201326e-01 6.832353830045935217e-01 6.829156631916504239e-01 6.826342783772328948e-01
4.521000000000000085e+01 6.848780484259185952e-01 6.844172628022165972e-01 6.839899350215461471e-01 6.832404024549378896e-01 6.829206280274414675e-01 6.826391719640932942e-01
4.521999999999999886e+01 6.848831310208833845e-01 6.844223513923383129e-01 6.839950153375365938e-01 6.832454211127478860e-01 6.829255921239718585e-01 6.826440648760960794e-01
4.522999999999999687e+01 6.848882127129189978e-01 6.844274390925688678e-01 6.840000947860919167e-01 6.832504389779475718e-01 6.829305554811158085e-01 6.826489571130546219e-01
4.524000000000000199e+01 6.848932935020628499e-01 6.844325259029321318e-01 6.840051733672104506e-01 6.832554560504630059e-01 6.829355180987479734e-01 6.826538486747820711e-01
4.525000000000000000e+01 6.848983733883539093e-01 6.844376118234509754e-01 6.840102510808918623e-01 6.832604723302206917e-01 6.829404799767431200e-01 6.826587395610933529e-01
4.525999999999999801e+01 6.849034523718297018e-01 6.844426968541488243e-01 6.840153279271370401e-01 6.832654878171462443e-01 6.829454411149773474e-01 6.826636297718022828e-01
4.526999999999999602e+01 6.849085304525293072e-01 6.844477809950489933e-01 6.840204039059450958e-01 6.832705025111668329e-01 6.829504015133256445e-01 6.826685193067235646e-01
4.528000000000000114e+01 6.849136076304920273e-01 6.844528642461752410e-01 6.840254790173171395e-01 6.832755164122107372e-01 6.829553611716654427e-01 6.826734081656739006e-01
4.528999999999999915e+01 6.849186839057561649e-01 6.844579466075526586e-01 6.840305532612547257e-01 6.832805295202040163e-01 6.829603200898738402e-01 6.826782963484691047e-01
4.529999999999999716e+01 6.849237592783629092e-01 6.844630280792060040e-01 6.840356266377588534e-01 6.832855418350767263e-01 6.829652782678277134e-01 6.826831838549267673e-01
4.531000000000000227e+01 6.849288337483510070e-01 6.844681086611604792e-01 6.840406991468321873e-01 6.832905533567568135e-01 6.829702357054061590e-01 6.826880706848632574e-01
4.532000000000000028e+01 6.849339073157623137e-01 6.844731883534416195e-01 6.840457707884759486e-01 6.832955640851740009e-01 6.829751924024872745e-01 6.826929568380977198e-01
4.532999999999999829e+01 6.849389799806364643e-01 6.844782671560744047e-01 6.840508415626934680e-01 6.833005740202574563e-01 6.829801483589500455e-01 6.826978423144481889e-01
4.533999999999999631e+01 6.849440517430152031e-01 6.844833450690859245e-01 6.840559114694874099e-01 6.833055831619374576e-01 6.829851035746750121e-01 6.827027271137344755e-01
4.535000000000000142e+01 6.849491226029391644e-01 6.844884220925029350e-01 6.840609805088616602e-01 6.833105915101447270e-01 6.829900580495404938e-01 6.827076112357761684e-01
4.535999999999999943e+01 6.849541925604508696e-01 6.844934982263516376e-01 6.840660486808198826e-01 6.833155990648105416e-01 6.829950117834303613e-01 6.827124946803940775e-01
4.536999999999999744e+01 6.849592616155920632e-01 6.844985734706598990e-01 6.840711159853662959e-01 6.833206058258667337e-01 6.829999647762226012e-01 6.827173774474091239e-01
4.537999999999999545e+01 6.849643297684052667e-01 6.845036478254554746e-01 6.840761824225048970e-01 6.833256117932448026e-01 6.830049170278013060e-01 6.827222595366425617e-01
4.539000000000000057e+01 6.849693970189332237e-01 6.845087212907655649e-01 6.840812479922411260e-01 6.833306169668773578e-01 6.830098685380473489e-01 6.827271409479173103e-01
4.539999999999999858e+01 6.849744633672190108e-01 6.845137938666189248e-01 6.840863126945810890e-01 6.833356213466974527e-01 6.830148193068443785e-01 6.827320216810550679e-01
4.540999999999999659e+01 6.849795288133064819e-01 6.845188655530444199e-01 6.840913765295287829e-01 6.833406249326378079e-01 6.830197693340754883e-01 6.827369017358810854e-01
4.542000000000000171e+01 6.849845933572390466e-01 6.845239363500702501e-01 6.840964394970909801e-01 6.833456277246333643e-01 6.830247186196238829e-01 6.827417811122167279e-01
4.542999999999999972e+01 6.849896569990603368e-01 6.845290062577273904e-01 6.841015015972745639e-01 6.833506297226176196e-01 6.830296671633746541e-01 6.827466598098886896e-01
4.543999999999999773e+01 6.849947197388149833e-01 6.845340752760441516e-01 6.841065628300854184e-01 6.833556309265259587e-01 6.830346149652123389e-01 6.827515378287212222e-01
4.544999999999999574e+01 6.849997815765486164e-01 6.845391434050508428e-01 6.841116231955316485e-01 6.833606313362929896e-01 6.830395620250220290e-01 6.827564151685403537e-01
4.546000000000000085e+01 6.850048425123052009e-01 6.845442106447779951e-01 6.841166826936200263e-01 6.833656309518543193e-01 6.830445083426901487e-01 6.827612918291716682e-01
4.546999999999999886e+01 6.850099025461302560e-01 6.845492769952564727e-01 6.841217413243586565e-01 6.833706297731464430e-01 6.830494539181023450e-01 6.827661678104426368e-01
4.547999999999999687e+01 6.850149616780706330e-01 6.845543424565171398e-01 6.841267990877563099e-01 6.833756278001060780e-01 6.830543987511457082e-01 6.827710431121803980e-01
4.549000000000000199e+01 6.850200199081710739e-01 6.845594070285914157e-01 6.841318559838212021e-01 6.833806250326697196e-01 6.830593428417083279e-01 6.827759177342130892e-01
4.550000000000000000e+01 6.850250772364784302e-01 6.845644707115118299e-01 6.841369120125624370e-01 6.833856214707747512e-01 6.830642861896772944e-01 6.827807916763686258e-01
4.550999999999999801e+01 6.850301336630399973e-01 6.845695335053095798e-01 6.841419671739891184e-01 6.833906171143597774e-01 6.830692287949409192e-01 6.827856649384775878e-01
4.551999999999999602e+01 6.850351891879018496e-01 6.845745954100171948e-01 6.841470214681107942e-01 6.833956119633624038e-01 6.830741706573879579e-01 6.827905375203682237e-01
4.553000000000000114e+01 6.850402438111112824e-01 6.845796564256675376e-01 6.841520748949392328e-01 6.834006060177216790e-01 6.830791117769087206e-01 6.827954094218711134e-01
4.553999999999999915e+01 6.850452975327168126e-01 6.845847165522944699e-01 6.841571274544824277e-01 6.834055992773765409e-01 6.830840521533925180e-01 6.828002806428173921e-01
4.554999999999999716e+01 6.850503503527662907e-01 6.845897757899306324e-01 6.841621791467530356e-01 6.834105917422675924e-01 6.830889917867289940e-01 6.828051511830380838e-01
4.556000000000000227e+01 6.850554022713076785e-01 6.845948341386098868e-01 6.841672299717612704e-01 6.834155834123337714e-01 6.830939306768101238e-01 6.828100210423652117e-01
