kT  Cv_n0  Cv_n1  Cv_n2  Cv_n3  Cv_n4  Cv_n5
1.860000000000000142e+01 6.716665966236157193e-01 6.713748391261235016e-01 6.712781057384176187e-01 6.717054719228131576e-01 6.722476424297598729e-01 6.730209382783074457e-01
1.861000000000000298e+01 6.716653776163501455e-01 6.713733573385112230e-01 6.712761470487528248e-01 6.717018720598880721e-01 6.722428559144570936e-01 6.730147063316469502e-01
1.862000000000000099e+01 6.716641786701705863e-01 6.713718959732285496e-01 6.712742094996770881e-01 6.716982959271102782e-01 6.722380950404799327e-01 6.730085023739421635e-01
1.863000000000000256e+01 6.716629997330302304e-01 6.713704549777994579e-01 6.712722930374940278e-01 6.716947434657742910e-01 6.722333597452402332e-01 6.730023263377512555e-01
1.864000000000000057e+01 6.716618407530225987e-01 6.713690342998895888e-01 6.712703976086515922e-01 6.716912146173278364e-01 6.722286499663152615e-01 6.729961781558088108e-01
1.865000000000000213e+01 6.716607016783828765e-01 6.713676338873048044e-01 6.712685231597395052e-01 6.716877093233748486e-01 6.722239656414461528e-01 6.729900577610252732e-01
1.866000000000000369e+01 6.716595824574855822e-01 6.713662536879916320e-01 6.712666696374903763e-01 6.716842275256726946e-01 6.722193067085389107e-01 6.729839650864893885e-01
1.867000000000000171e+01 6.716584830388461214e-01 6.713648936500368203e-01 6.712648369887788125e-01 6.716807691661323965e-01 6.722146731056617419e-01 6.729779000654618759e-01
1.868000000000000327e+01 6.716574033711181224e-01 6.713635537216658955e-01 6.712630251606224174e-01 6.716773341868196301e-01 6.722100647710457233e-01 6.729718626313823115e-01
1.869000000000000128e+01 6.716563434030946578e-01 6.713622338512437171e-01 6.712612341001782390e-01 6.716739225299503957e-01 6.722054816430850233e-01 6.729658527178616900e-01
1.870000000000000284e+01 6.716553030837083549e-01 6.713609339872748105e-01 6.712594637547465437e-01 6.716705341378956806e-01 6.722009236603353477e-01 6.729598702586874204e-01
1.871000000000000085e+01 6.716542823620277325e-01 6.713596540784000366e-01 6.712577140717658208e-01 6.716671689531770184e-01 6.721963907615133849e-01 6.729539151878176639e-01
1.872000000000000242e+01 6.716532811872619746e-01 6.713583940734000333e-01 6.712559849988160021e-01 6.716638269184675991e-01 6.721918828854971384e-01 6.729479874393861083e-01
1.873000000000000043e+01 6.716522995087556014e-01 6.713571539211919958e-01 6.712542764836164633e-01 6.716605079765918251e-01 6.721873999713248171e-01 6.729420869476976375e-01
1.874000000000000199e+01 6.716513372759893574e-01 6.713559335708296771e-01 6.712525884740261350e-01 6.716572120705243121e-01 6.721829419581945020e-01 6.729362136472283318e-01
1.875000000000000355e+01 6.716503944385828762e-01 6.713547329715039425e-01 6.712509209180415048e-01 6.716539391433907769e-01 6.721785087854643681e-01 6.729303674726270224e-01
1.876000000000000156e+01 6.716494709462897950e-01 6.713535520725425476e-01 6.712492737637989482e-01 6.716506891384653732e-01 6.721741003926510194e-01 6.729245483587132926e-01
1.877000000000000313e+01 6.716485667489995315e-01 6.713523908234076965e-01 6.712476469595717310e-01 6.716474619991726902e-01 6.721697167194295996e-01 6.729187562404758127e-01
1.878000000000000114e+01 6.716476817967390600e-01 6.713512491736972621e-01 6.712460404537721192e-01 6.716442576690851984e-01 6.721653577056330153e-01 6.729129910530751157e-01
1.879000000000000270e+01 6.716468160396673603e-01 6.713501270731452308e-01 6.712444541949473820e-01 6.716410760919240275e-01 6.721610232912528238e-01 6.729072527318389341e-01
1.880000000000000071e+01 6.716459694280777493e-01 6.713490244716188160e-01 6.712428881317838991e-01 6.716379172115588547e-01 6.721567134164367907e-01 6.729015412122648643e-01
1.881000000000000227e+01 6.716451419124012112e-01 6.713479413191200118e-01 6.712413422131030538e-01 6.716347809720057960e-01 6.721524280214900005e-01 6.728958564300202561e-01
1.882000000000000028e+01 6.716443334431976275e-01 6.713468775657845944e-01 6.712398163878617874e-01 6.716316673174287377e-01 6.721481670468726355e-01 6.728901983209373272e-01
1.883000000000000185e+01 6.716435439711629929e-01 6.713458331618805675e-01 6.712383106051538206e-01 6.716285761921376718e-01 6.721439304332014197e-01 6.728845668210180486e-01
1.884000000000000341e+01 6.716427734471264177e-01 6.713448080578103827e-01 6.712368248142077665e-01 6.716255075405894726e-01 6.721397181212485084e-01 6.728789618664311467e-01
1.885000000000000142e+01 6.716420218220464644e-01 6.713438022041087194e-01 6.712353589643862417e-01 6.716224613073864536e-01 6.721355300519403775e-01 6.728733833935105491e-01
1.886000000000000298e+01 6.716412890470165875e-01 6.713428155514421514e-01 6.712339130051866443e-01 6.716194374372759235e-01 6.721313661663580463e-01 6.728678313387566057e-01
1.887000000000000099e+01 6.716405750732610258e-01 6.713418480506088137e-01 6.712324868862399319e-01 6.716164358751500751e-01 6.721272264057368551e-01 6.728623056388353119e-01
1.888000000000000256e+01 6.716398798521349134e-01 6.713408996525381811e-01 6.712310805573115102e-01 6.716134565660465405e-01 6.721231107114651326e-01 6.728568062305774200e-01
1.889000000000000057e+01 6.716392033351233914e-01 6.713399703082911785e-01 6.712296939682992347e-01 6.716104994551451712e-01 6.721190190250839747e-01 6.728513330509781065e-01
1.890000000000000213e+01 6.716385454738436067e-01 6.713390599690588489e-01 6.712283270692338544e-01 6.716075644877715911e-01 6.721149512882869104e-01 6.728458860371959727e-01
1.891000000000000369e+01 6.716379062200418248e-01 6.713381685861624648e-01 6.712269798102780127e-01 6.716046516093930885e-01 6.721109074429206798e-01 6.728404651265537106e-01
1.892000000000000171e+01 6.716372855255946517e-01 6.713372961110537496e-01 6.712256521417270250e-01 6.716017607656199484e-01 6.721068874309831243e-01 6.728350702565377706e-01
1.893000000000000327e+01 6.716366833425061467e-01 6.713364424953125464e-01 6.712243440140068795e-01 6.715988919022051196e-01 6.721028911946217432e-01 6.728297013647949187e-01
1.894000000000000128e+01 6.716360996229114866e-01 6.713356076906489278e-01 6.712230553776770137e-01 6.715960449650443254e-01 6.720989186761375800e-01 6.728243583891361235e-01
1.895000000000000284e+01 6.716355343190726357e-01 6.713347916489010858e-01 6.712217861834239852e-01 6.715932199001716230e-01 6.720949698179794485e-01 6.728190412675321141e-01
1.896000000000000085e+01 6.716349873833802331e-01 6.713339943220354433e-01 6.712205363820678006e-01 6.715904166537667308e-01 6.720910445627480412e-01 6.728137499381161568e-01
1.897000000000000242e+01 6.716344587683529266e-01 6.713332156621462099e-01 6.712193059245565863e-01 6.715876351721458137e-01 6.720871428531917102e-01 6.728084843391811676e-01
1.898000000000000043e+01 6.716339484266355964e-01 6.713324556214551597e-01 6.712180947619701410e-01 6.715848754017685884e-01 6.720832646322096871e-01 6.728032444091801567e-01
1.899000000000000199e+01 6.716334563110010203e-01 6.713317141523107434e-01 6.712169028455144959e-01 6.715821372892321062e-01 6.720794098428471974e-01 6.727980300867265617e-01
1.900000000000000355e+01 6.716329823743487637e-01 6.713309912071891983e-01 6.712157301265279097e-01 6.715794207812745276e-01 6.720755784283002354e-01 6.727928413105925820e-01
1.901000000000000156e+01 6.716325265697031810e-01 6.713302867386927719e-01 6.712145765564747624e-01 6.715767258247723470e-01 6.720717703319111225e-01 6.727876780197087347e-01
1.902000000000000313e+01 6.716320888502150810e-01 6.713296006995485010e-01 6.712134420869477758e-01 6.715740523667402817e-01 6.720679854971686185e-01 6.727825401531644101e-01
1.903000000000000114e+01 6.716316691691616159e-01 6.713289330426106538e-01 6.712123266696682355e-01 6.715714003543323818e-01 6.720642238677103641e-01 6.727774276502062056e-01
1.904000000000000270e+01 6.716312674799427285e-01 6.713282837208571774e-01 6.712112302564846589e-01 6.715687697348394769e-01 6.720604853873188844e-01 6.727723404502380378e-01
1.905000000000000071e+01 6.716308837360855932e-01 6.713276526873916961e-01 6.712101527993716843e-01 6.715661604556895092e-01 6.720567699999228095e-01 6.727672784928213634e-01
1.906000000000000227e+01 6.716305178912395091e-01 6.713270398954428453e-01 6.712090942504317370e-01 6.715635724644490878e-01 6.720530776495966530e-01 6.727622417176730707e-01
1.907000000000000028e+01 6.716301698991796743e-01 6.713264452983621622e-01 6.712080545618914762e-01 6.715610057088201579e-01 6.720494082805598124e-01 6.727572300646670334e-01
1.908000000000000185e+01 6.716298397138023013e-01 6.713258688496258619e-01 6.712070336861062358e-01 6.715584601366404449e-01 6.720457618371764585e-01 6.727522434738320012e-01
1.909000000000000341e+01 6.716295272891282808e-01 6.713253105028329504e-01 6.712060315755536966e-01 6.715559356958844539e-01 6.720421382639548691e-01 6.727472818853510450e-01
1.910000000000000142e+01 6.716292325793024043e-01 6.713247702117051130e-01 6.712050481828392146e-01 6.715534323346616929e-01 6.720385375055473176e-01 6.727423452395636660e-01
1.911000000000000298e+01 6.716289555385893673e-01 6.713242479300877141e-01 6.712040834606916029e-01 6.715509500012172284e-01 6.720349595067495185e-01 6.727374334769615771e-01
1.912000000000000099e+01 6.716286961213772111e-01 6.713237436119476875e-01 6.712031373619635755e-01 6.715484886439283541e-01 6.720314042124996279e-01 6.727325465381907010e-01
1.913000000000000256e+01 6.716284542821752135e-01 6.713232572113740915e-01 6.712022098396331904e-01 6.715460482113102536e-01 6.720278715678790205e-01 6.727276843640510595e-01
1.914000000000000057e+01 6.716282299756157759e-01 6.713227886825771096e-01 6.712013008468011854e-01 6.715436286520095610e-01 6.720243615181108465e-01 6.727228468954947749e-01
1.915000000000000213e+01 6.716280231564487613e-01 6.713223379798888280e-01 6.712004103366915331e-01 6.715412299148060260e-01 6.720208740085599208e-01 6.727180340736257369e-01
1.916000000000000369e+01 6.716278337795482667e-01 6.713219050577609037e-01 6.711995382626515516e-01 6.715388519486140684e-01 6.720174089847325005e-01 6.727132458397000470e-01
1.917000000000000171e+01 6.716276617999061838e-01 6.713214898707670075e-01 6.711986845781512390e-01 6.715364947024794473e-01 6.720139663922759521e-01 6.727084821351263511e-01
1.918000000000000327e+01 6.716275071726347523e-01 6.713210923735999369e-01 6.711978492367812743e-01 6.715341581255807046e-01 6.720105461769781963e-01 6.727037429014622871e-01
1.919000000000000128e+01 6.716273698529667824e-01 6.713207125210722825e-01 6.711970321922564597e-01 6.715318421672279436e-01 6.720071482847659317e-01 6.726990280804178157e-01
1.920000000000000284e+01 6.716272497962529897e-01 6.713203502681164281e-01 6.711962333984110574e-01 6.715295467768632731e-01 6.720037726617078544e-01 6.726943376138523334e-01
1.921000000000000085e+01 6.716271469579635500e-01 6.713200055697837731e-01 6.711954528092014538e-01 6.715272719040590310e-01 6.720004192540097732e-01 6.726896714437740066e-01
1.922000000000000242e+01 6.716270612936867668e-01 6.713196783812434010e-01 6.711946903787038288e-01 6.715250174985192277e-01 6.719970880080176068e-01 6.726850295123419921e-01
1.923000000000000043e+01 6.716269927591289601e-01 6.713193686577845209e-01 6.711939460611161534e-01 6.715227835100778808e-01 6.719937788702150527e-01 6.726804117618625511e-01
1.924000000000000199e+01 6.716269413101148000e-01 6.713190763548124718e-01 6.711932198107556369e-01 6.715205698886983487e-01 6.719904917872244754e-01 6.726758181347910481e-01
1.925000000000000355e+01 6.716269069025855298e-01 6.713188014278517191e-01 6.711925115820583931e-01 6.715183765844744412e-01 6.719872267058050186e-01 6.726712485737316172e-01
1.926000000000000156e+01 6.716268894925999655e-01 6.713185438325421917e-01 6.711918213295815505e-01 6.715162035476283098e-01 6.719839835728539379e-01 6.726667030214341647e-01
1.927000000000000313e+01 6.716268890363337185e-01 6.713183035246432784e-01 6.711911490079994769e-01 6.715140507285120020e-01 6.719807623354049353e-01 6.726621814207967009e-01
1.928000000000000114e+01 6.716269054900777524e-01 6.713180804600288321e-01 6.711904945721068882e-01 6.715119180776051300e-01 6.719775629406278261e-01 6.726576837148642296e-01
1.929000000000000270e+01 6.716269388102401594e-01 6.713178745946900561e-01 6.711898579768150741e-01 6.715098055455150927e-01 6.719743853358299823e-01 6.726532098468270826e-01
1.930000000000000071e+01 6.716269889533448278e-01 6.713176858847331729e-01 6.711892391771537847e-01 6.715077130829782970e-01 6.719712294684515586e-01 6.726487597600214752e-01
1.931000000000000227e+01 6.716270558760291109e-01 6.713175142863807565e-01 6.711886381282711200e-01 6.715056406408574929e-01 6.719680952860712653e-01 6.726443333979293948e-01
1.932000000000000028e+01 6.716271395350474904e-01 6.713173597559705108e-01 6.711880547854318646e-01 6.715035881701421072e-01 6.719649827363997074e-01 6.726399307041779352e-01
1.933000000000000185e+01 6.716272398872680238e-01 6.713172222499551589e-01 6.711874891040179314e-01 6.715015556219487980e-01 6.719618917672846026e-01 6.726355516225377418e-01
1.934000000000000341e+01 6.716273568896727886e-01 6.713171017249004446e-01 6.711869410395264746e-01 6.714995429475202338e-01 6.719588223267057847e-01 6.726311960969250103e-01
1.935000000000000142e+01 6.716274904993588812e-01 6.713169981374887962e-01 6.711864105475724429e-01 6.714975500982253154e-01 6.719557743627782020e-01 6.726268640713986002e-01
1.936000000000000298e+01 6.716276406735359750e-01 6.713169114445144414e-01 6.711858975838866925e-01 6.714955770255576217e-01 6.719527478237484752e-01 6.726225554901597015e-01
1.937000000000000099e+01 6.716278073695262085e-01 6.713168416028861829e-01 6.711854021043144325e-01 6.714936236811365200e-01 6.719497426579980059e-01 6.726182702975550542e-01
1.938000000000000256e+01 6.716279905447676279e-01 6.713167885696261772e-01 6.711849240648160020e-01 6.714916900167058333e-01 6.719467588140385361e-01 6.726140084380712869e-01
1.939000000000000057e+01 6.716281901568078583e-01 6.713167523018680471e-01 6.711844634214683136e-01 6.714897759841337299e-01 6.719437962405165887e-01 6.726097698563383576e-01
1.940000000000000213e+01 6.716284061633079894e-01 6.713167327568602127e-01 6.711840201304618558e-01 6.714878815354126118e-01 6.719408548862085828e-01 6.726055544971275557e-01
1.941000000000000369e+01 6.716286385220415767e-01 6.713167298919605619e-01 6.711835941480999157e-01 6.714860066226583379e-01 6.719379347000223879e-01 6.726013623053510582e-01
1.942000000000000171e+01 6.716288871908921987e-01 6.713167436646410025e-01 6.711831854308014655e-01 6.714841511981097799e-01 6.719350356309983230e-01 6.725971932260621511e-01
1.943000000000000327e+01 6.716291521278570098e-01 6.713167740324845756e-01 6.711827939350987204e-01 6.714823152141300433e-01 6.719321576283052710e-01 6.725930472044544528e-01
1.944000000000000128e+01 6.716294332910413001e-01 6.713168209531851227e-01 6.711824196176360280e-01 6.714804986232035811e-01 6.719293006412437874e-01 6.725889241858618028e-01
1.945000000000000284e+01 6.716297306386631583e-01 6.713168843845468414e-01 6.711820624351721998e-01 6.714787013779375258e-01 6.719264646192443236e-01 6.725848241157568186e-01
1.946000000000000085e+01 6.716300441290504741e-01 6.713169642844857288e-01 6.711817223445765146e-01 6.714769234310603574e-01 6.719236495118656727e-01 6.725807469397517835e-01
1.947000000000000242e+01 6.716303737206399394e-01 6.713170606110275829e-01 6.711813993028320491e-01 6.714751647354229025e-01 6.719208552687970792e-01 6.725766926035980919e-01
1.948000000000000043e+01 6.716307193719792679e-01 6.713171733223070037e-01 6.711810932670334573e-01 6.714734252439965578e-01 6.719180818398555743e-01 6.725726610531855831e-01
1.949000000000000199e+01 6.716310810417251975e-01 6.713173023765702796e-01 6.711808041943869707e-01 6.714717049098742896e-01 6.719153291749876411e-01 6.725686522345402096e-01
1.950000000000000355e+01 6.716314586886429350e-01 6.713174477321710576e-01 6.711805320422091770e-01 6.714700036862696342e-01 6.719125972242662170e-01 6.725646660938284782e-01
1.951000000000000156e+01 6.716318522716064887e-01 6.713176093475731188e-01 6.711802767679280191e-01 6.714683215265137006e-01 6.719098859378928035e-01 6.725607025773516767e-01
1.952000000000000313e+01 6.716322617495981140e-01 6.713177871813479358e-01 6.711800383290829064e-01 6.714666583840608327e-01 6.719071952661967995e-01 6.725567616315486497e-01
1.953000000000000114e+01 6.716326870817089789e-01 6.713179811921762274e-01 6.711798166833222723e-01 6.714650142124838350e-01 6.719045251596337254e-01 6.725528432029950210e-01
1.954000000000000270e+01 6.716331282271366110e-01 6.713181913388464039e-01 6.711796117884053503e-01 6.714633889654729737e-01 6.719018755687845568e-01 6.725489472384015288e-01
1.955000000000000071e+01 6.716335851451867844e-01 6.713184175802541231e-01 6.711794236021997317e-01 6.714617825968391962e-01 6.718992464443589441e-01 6.725450736846158017e-01
1.956000000000000227e+01 6.716340577952721880e-01 6.713186598754025125e-01 6.711792520826839192e-01 6.714601950605111336e-01 6.718966377371905496e-01 6.725412224886188062e-01
1.957000000000000028e+01 6.716345461369119807e-01 6.713189181834018360e-01 6.711790971879444401e-01 6.714586263105348785e-01 6.718940493982387130e-01 6.725373935975283990e-01
1.958000000000000185e+01 6.716350501297327913e-01 6.713191924634701602e-01 6.711789588761768455e-01 6.714570763010752064e-01 6.718914813785877849e-01 6.725335869585953308e-01
1.959000000000000341e+01 6.716355697334649433e-01 6.713194826749303568e-01 6.711788371056847113e-01 6.714555449864142433e-01 6.718889336294479042e-01 6.725298025192046891e-01
1.960000000000000142e+01 6.716361049079472290e-01 6.713197887772117678e-01 6.711787318348787501e-01 6.714540323209505779e-01 6.718864061021522227e-01 6.725260402268755655e-01
1.961000000000000298e+01 6.716366556131228016e-01 6.713201107298506498e-01 6.711786430222795863e-01 6.714525382591999270e-01 6.718838987481587921e-01 6.725223000292611664e-01
1.962000000000000099e+01 6.716372218090396196e-01 6.713204484924872872e-01 6.711785706265135376e-01 6.714510627557935818e-01 6.718814115190490099e-01 6.725185818741451493e-01
1.963000000000000256e+01 6.716378034558516674e-01 6.713208020248681018e-01 6.711785146063147245e-01 6.714496057654805172e-01 6.718789443665271754e-01 6.725148857094458421e-01
1.964000000000000057e+01 6.716384005138166247e-01 6.713211712868440983e-01 6.711784749205231826e-01 6.714481672431231729e-01 6.718764972424207116e-01 6.725112114832125787e-01
1.965000000000000213e+01 6.716390129432961986e-01 6.713215562383704205e-01 6.711784515280868613e-01 6.714467471437020052e-01 6.718740700986806091e-01 6.725075591436274758e-01
1.966000000000000369e+01 6.716396407047571238e-01 6.713219568395070169e-01 6.711784443880584039e-01 6.714453454223102691e-01 6.718716628873786512e-01 6.725039286390025461e-01
1.967000000000000171e+01 6.716402837587678309e-01 6.713223730504189746e-01 6.711784534595977014e-01 6.714439620341573489e-01 6.718692755607095224e-01 6.725003199177824742e-01
1.968000000000000327e+01 6.716409420660026663e-01 6.713228048313721885e-01 6.711784787019680065e-01 6.714425969345663159e-01 6.718669080709890329e-01 6.724967329285406192e-01
1.969000000000000128e+01 6.716416155872371174e-01 6.713232521427381361e-01 6.711785200745405966e-01 6.714412500789740390e-01 6.718645603706538960e-01 6.724931676199825681e-01
1.970000000000000284e+01 6.716423042833503665e-01 6.713237149449904351e-01 6.711785775367892226e-01 6.714399214229319623e-01 6.718622324122617284e-01 6.724896239409428045e-01
1.971000000000000085e+01 6.716430081153232923e-01 6.713241931987059541e-01 6.711786510482944390e-01 6.714386109221046617e-01 6.718599241484917162e-01 6.724861018403844870e-01
1.972000000000000242e+01 6.716437270442395802e-01 6.713246868645634802e-01 6.711787405687388297e-01 6.714373185322688453e-01 6.718576355321418392e-01 6.724826012674016695e-01
1.973000000000000043e+01 6.716444610312842789e-01 6.713251959033456062e-01 6.711788460579112270e-01 6.714360442093157966e-01 6.718553665161299815e-01 6.724791221712156375e-01
1.974000000000000199e+01 6.716452100377444667e-01 6.713257202759334019e-01 6.711789674757032698e-01 6.714347879092470439e-01 6.718531170534954855e-01 6.724756645011769063e-01
1.975000000000000355e+01 6.716459740250082522e-01 6.713262599433127420e-01 6.711791047821086265e-01 6.714335495881783578e-01 6.718508870973939340e-01 6.724722282067643331e-01
1.976000000000000156e+01 6.716467529545643300e-01 6.713268148665700874e-01 6.711792579372259926e-01 6.714323292023360867e-01 6.718486766011008138e-01 6.724688132375824523e-01
1.977000000000000313e+01 6.716475467880029804e-01 6.713273850068918192e-01 6.711794269012567593e-01 6.714311267080578238e-01 6.718464855180111828e-01 6.724654195433654724e-01
1.978000000000000114e+01 6.716483554870130712e-01 6.713279703255650155e-01 6.711796116345035701e-01 6.714299420617932945e-01 6.718443138016363392e-01 6.724620470739732792e-01
1.979000000000000270e+01 6.716491790133858331e-01 6.713285707839784511e-01 6.711798120973732074e-01 6.714287752201025805e-01 6.718421614056065971e-01 6.724586957793922126e-01
1.980000000000000071e+01 6.716500173290100850e-01 6.713291863436200435e-01 6.711800282503721515e-01 6.714276261396557866e-01 6.718400282836697324e-01 6.724553656097357335e-01
1.981000000000000227e+01 6.716508703958760096e-01 6.713298169660779635e-01 6.711802600541096897e-01 6.714264947772340397e-01 6.718379143896896499e-01 6.724520565152424245e-01
1.982000000000000028e+01 6.716517381760717109e-01 6.713304626130399688e-01 6.711805074692976936e-01 6.714253810897273800e-01 6.718358196776480495e-01 6.724487684462763237e-01
1.983000000000000185e+01 6.716526206317847691e-01 6.713311232462908507e-01 6.711807704567456234e-01 6.714242850341364255e-01 6.718337441016419831e-01 6.724455013533268133e-01
1.984000000000000341e+01 6.716535177253009081e-01 6.713317988277193171e-01 6.711810489773681887e-01 6.714232065675704852e-01 6.718316876158861861e-01 6.724422551870077314e-01
1.985000000000000142e+01 6.716544294190048836e-01 6.713324893193078902e-01 6.711813429921773544e-01 6.714221456472482252e-01 6.718296501747089700e-01 6.724390298980578162e-01
1.986000000000000298e+01 6.716553556753792620e-01 6.713331946831392338e-01 6.711816524622860047e-01 6.714211022304961141e-01 6.718276317325565516e-01 6.724358254373392629e-01
1.987000000000000099e+01 6.716562964570030880e-01 6.713339148813942669e-01 6.711819773489072771e-01 6.714200762747505324e-01 6.718256322439878359e-01 6.724326417558382785e-01
1.988000000000000256e+01 6.716572517265555486e-01 6.713346498763520520e-01 6.711823176133536739e-01 6.714190677375534433e-01 6.718236516636776345e-01 6.724294788046650817e-01
1.989000000000000057e+01 6.716582214468105327e-01 6.713353996303885740e-01 6.711826732170376175e-01 6.714180765765561665e-01 6.718216899464164449e-01 6.724263365350517940e-01
1.990000000000000213e+01 6.716592055806391848e-01 6.713361641059762963e-01 6.711830441214697851e-01 6.714171027495181576e-01 6.718197470471067856e-01 6.724232148983527724e-01
1.991000000000000369e+01 6.716602040910111260e-01 6.713369432656871583e-01 6.711834302882598857e-01 6.714161462143038994e-01 6.718178229207656393e-01 6.724201138460469407e-01
1.992000000000000171e+01 6.716612169409902355e-01 6.713377370721870241e-01 6.711838316791169934e-01 6.714152069288858993e-01 6.718159175225238977e-01 6.724170333297334601e-01
1.993000000000000327e+01 6.716622440937369820e-01 6.713385454882401238e-01 6.711842482558457723e-01 6.714142848513436901e-01 6.718140308076258060e-01 6.724139733011317288e-01
1.994000000000000128e+01 6.716632855125092005e-01 6.713393684767043901e-01 6.711846799803516950e-01 6.714133799398619429e-01 6.718121627314267430e-01 6.724109337120863783e-01
1.995000000000000284e+01 6.716643411606568748e-01 6.713402060005367877e-01 6.711851268146373783e-01 6.714124921527307999e-01 6.718103132493971064e-01 6.724079145145596126e-01
1.996000000000000085e+01 6.716654110016286872e-01 6.713410580227885394e-01 6.711855887208009186e-01 6.714116214483479839e-01 6.718084823171180942e-01 6.724049156606348721e-01
1.997000000000000242e+01 6.716664949989671340e-01 6.713419245066046814e-01 6.711860656610391107e-01 6.714107677852140244e-01 6.718066698902823708e-01 6.724019371025158343e-01
1.998000000000000043e+01 6.716675931163074154e-01 6.713428054152268398e-01 6.711865575976451170e-01 6.714099311219359212e-01 6.718048759246949553e-01 6.723989787925274131e-01
1.999000000000000199e+01 6.716687053173824307e-01 6.713437007119914535e-01 6.711870644930093555e-01 6.714091114172258123e-01 6.718031003762718889e-01 6.723960406831124281e-01
2.000000000000000355e+01 6.716698315660162288e-01 6.713446103603282200e-01 6.711875863096166128e-01 6.714083086298984204e-01 6.718013432010405683e-01 6.723931227268332700e-01
2.001000000000000156e+01 6.716709718261291151e-01 6.713455343237627604e-01 6.711881230100502638e-01 6.714075227188746053e-01 6.717996043551370811e-01 6.723902248763723444e-01
2.002000000000000313e+01 6.716721260617329881e-01 6.713464725659133991e-01 6.711886745569866086e-01 6.714067536431767014e-01 6.717978837948098692e-01 6.723873470845286304e-01
2.003000000000000114e+01 6.716732942369334491e-01 6.713474250504922747e-01 6.711892409131987591e-01 6.714060013619324030e-01 6.717961814764168427e-01 6.723844893042214554e-01
2.004000000000000270e+01 6.716744763159321341e-01 6.713483917413051172e-01 6.711898220415554173e-01 6.714052658343726554e-01 6.717944973564259348e-01 6.723816514884850548e-01
2.005000000000000071e+01 6.716756722630186083e-01 6.713493726022509156e-01 6.711904179050192099e-01 6.714045470198299892e-01 6.717928313914135474e-01 6.723788335904747893e-01
2.006000000000000227e+01 6.716768820425782494e-01 6.713503675973202522e-01 6.711910284666485760e-01 6.714038448777406298e-01 6.717911835380651064e-01 6.723760355634610386e-01
2.007000000000000028e+01 6.716781056190863630e-01 6.713513766905986335e-01 6.711916536895947694e-01 6.714031593676431653e-01 6.717895537531762828e-01 6.723732573608308671e-01
2.008000000000000185e+01 6.716793429571129570e-01 6.713523998462627151e-01 6.711922935371043009e-01 6.714024904491769918e-01 6.717879419936481078e-01 6.723704989360893558e-01
2.009000000000000341e+01 6.716805940213184112e-01 6.713534370285804131e-01 6.711929479725162739e-01 6.714018380820842014e-01 6.717863482164943001e-01 6.723677602428559386e-01
2.010000000000000142e+01 6.716818587764532555e-01 6.713544882019126803e-01 6.711936169592647161e-01 6.714012022262082491e-01 6.717847723788320513e-01 6.723650412348669558e-01
2.011000000000000298e+01 6.716831371873613898e-01 6.713555533307107304e-01 6.711943004608755814e-01 6.714005828414937316e-01 6.717832144378880210e-01 6.723623418659754325e-01
2.012000000000000099e+01 6.716844292189763088e-01 6.713566323795183699e-01 6.711949984409691927e-01 6.713999798879860537e-01 6.717816743509958943e-01 6.723596620901468590e-01
2.013000000000000256e+01 6.716857348363221014e-01 6.713577253129696665e-01 6.711957108632577995e-01 6.713993933258324276e-01 6.717801520755981581e-01 6.723570018614639654e-01
2.014000000000000057e+01 6.716870540045136728e-01 6.713588320957897260e-01 6.711964376915460218e-01 6.713988231152777653e-01 6.717786475692398840e-01 6.723543611341229465e-01
2.015000000000000213e+01 6.716883866887559673e-01 6.713599526927936934e-01 6.711971788897305169e-01 6.713982692166692301e-01 6.717771607895748343e-01 6.723517398624342389e-01
2.016000000000000369e+01 6.716897328543447454e-01 6.713610870688868637e-01 6.711979344218008681e-01 6.713977315904524623e-01 6.717756916943630197e-01 6.723491380008237428e-01
2.017000000000000171e+01 6.716910924666633642e-01 6.713622351890659035e-01 6.711987042518370306e-01 6.713972101971744655e-01 6.717742402414685898e-01 6.723465555038286023e-01
2.018000000000000327e+01 6.716924654911849979e-01 6.713633970184158528e-01 6.711994883440124404e-01 6.713967049974776113e-01 6.717728063888638301e-01 6.723439923261004258e-01
2.019000000000000128e+01 6.716938518934739699e-01 6.713645725221115690e-01 6.712002866625891295e-01 6.713962159521082995e-01 6.717713900946246097e-01 6.723414484224045085e-01
2.020000000000000284e+01 6.716952516391810901e-01 6.713657616654159499e-01 6.712010991719208342e-01 6.713957430219076317e-01 6.717699913169302706e-01 6.723389237476168345e-01
2.021000000000000085e+01 6.716966646940470964e-01 6.713669644136837089e-01 6.712019258364526619e-01 6.713952861678158524e-01 6.717686100140665140e-01 6.723364182567287406e-01
2.022000000000000242e+01 6.716980910238998792e-01 6.713681807323546025e-01 6.712027666207204257e-01 6.713948453508729042e-01 6.717672461444217369e-01 6.723339319048393659e-01
2.023000000000000043e+01 6.716995305946561468e-01 6.713694105869598694e-01 6.712036214893483121e-01 6.713944205322143199e-01 6.717658996664906956e-01 6.723314646471630907e-01
2.024000000000000199e+01 6.717009833723207590e-01 6.713706539431182341e-01 6.712044904070522122e-01 6.713940116730753305e-01 6.717645705388693989e-01 6.723290164390246515e-01
2.025000000000000355e+01 6.717024493229847293e-01 6.713719107665340191e-01 6.712053733386369458e-01 6.713936187347872009e-01 6.717632587202585492e-01 6.723265872358590300e-01
