kT  U_n0  U_n1  U_n2  U_n3  U_n4  U_n5
2.262000000000000099e+01 1.809346464599440552e+01 1.793725557964646811e+01 1.777640049702569769e+01 1.744028774835779672e+01 1.726479318154141041e+01 1.708417886352619774e+01
2.263000000000000256e+01 1.810018822067616640e+01 1.794397542741514329e+01 1.778311792794630009e+01 1.744700450232633671e+01 1.727151179055466912e+01 1.709090086779060158e+01
2.264000000000000057e+01 1.810691183345432975e+01 1.795069531178960176e+01 1.778983539281436066e+01 1.745372128119087307e+01 1.727823041795409509e+01 1.709762288253073237e+01
2.265000000000000213e+01 1.811363548439975091e+01 1.795741523284284469e+01 1.779655289170661447e+01 1.746043808504067485e+01 1.728494906383800611e+01 1.710434490785587158e+01
2.266000000000000369e+01 1.812035917358311110e+01 1.796413519064766007e+01 1.780327042469957988e+01 1.746715491396481212e+01 1.729166772830445709e+01 1.711106694387497740e+01
2.267000000000000171e+01 1.812708290107488551e+01 1.797085518527667602e+01 1.780998799186957626e+01 1.747387176805213471e+01 1.729838641145126843e+01 1.711778899069681259e+01
2.268000000000000327e+01 1.813380666694539300e+01 1.797757521680230752e+01 1.781670559329274539e+01 1.748058864739127571e+01 1.730510511337606872e+01 1.712451104842984861e+01
2.269000000000000128e+01 1.814053047126474993e+01 1.798429528529680255e+01 1.782342322904502296e+01 1.748730555207066928e+01 1.731182383417619164e+01 1.713123311718234021e+01
2.270000000000000284e+01 1.814725431410288081e+01 1.799101539083221013e+01 1.783014089920216350e+01 1.749402248217850797e+01 1.731854257394883234e+01 1.713795519706227566e+01
2.271000000000000085e+01 1.815397819552953607e+01 1.799773553348041233e+01 1.783685860383970834e+01 1.750073943780279606e+01 1.732526133279085911e+01 1.714467728817741232e+01
2.272000000000000242e+01 1.816070211561430270e+01 1.800445571331306382e+01 1.784357634303302831e+01 1.750745641903131400e+01 1.733198011079897682e+01 1.715139939063524821e+01
2.273000000000000043e+01 1.816742607442653679e+01 1.801117593040167009e+01 1.785029411685730238e+01 1.751417342595162197e+01 1.733869890806965230e+01 1.715812150454302554e+01
2.274000000000000199e+01 1.817415007203547006e+01 1.801789618481754118e+01 1.785701192538750348e+01 1.752089045865107764e+01 1.734541772469911436e+01 1.716484363000776625e+01
2.275000000000000355e+01 1.818087410851008912e+01 1.802461647663179534e+01 1.786372976869841622e+01 1.752760751721685040e+01 1.735213656078336086e+01 1.717156576713622940e+01
2.276000000000000156e+01 1.818759818391924910e+01 1.803133680591538024e+01 1.787044764686464760e+01 1.753432460173586094e+01 1.735885541641817653e+01 1.717828791603492533e+01
2.277000000000000313e+01 1.819432229833161685e+01 1.803805717273904108e+01 1.787716555996060208e+01 1.754104171229482745e+01 1.736557429169911870e+01 1.718501007681014414e+01
2.278000000000000114e+01 1.820104645181563896e+01 1.804477757717335251e+01 1.788388350806049942e+01 1.754775884898026916e+01 1.737229318672151379e+01 1.719173224956790591e+01
2.279000000000000270e+01 1.820777064443963766e+01 1.805149801928870090e+01 1.789060149123836396e+01 1.755447601187850282e+01 1.737901210158046794e+01 1.719845443441401045e+01
2.280000000000000071e+01 1.821449487627171848e+01 1.805821849915529143e+01 1.789731950956805662e+01 1.756119320107561421e+01 1.738573103637085637e+01 1.720517663145399467e+01
2.281000000000000227e+01 1.822121914737980930e+01 1.806493901684314451e+01 1.790403756312322159e+01 1.756791041665749020e+01 1.739244999118735890e+01 1.721189884079316101e+01
2.282000000000000028e+01 1.822794345783167103e+01 1.807165957242211007e+01 1.791075565197732544e+01 1.757462765870983290e+01 1.739916896612438890e+01 1.721862106253657387e+01
2.283000000000000185e+01 1.823466780769488693e+01 1.807838016596184261e+01 1.791747377620365000e+01 1.758134492731809218e+01 1.740588796127617144e+01 1.722534329678906317e+01
2.284000000000000341e+01 1.824139219703684844e+01 1.808510079753181543e+01 1.792419193587528881e+01 1.758806222256755802e+01 1.741260697673669000e+01 1.723206554365521370e+01
2.285000000000000142e+01 1.824811662592478712e+01 1.809182146720132778e+01 1.793091013106514353e+01 1.759477954454326465e+01 1.741932601259971491e+01 1.723878780323935445e+01
2.286000000000000298e+01 1.825484109442573910e+01 1.809854217503949414e+01 1.793762836184593468e+01 1.760149689333009349e+01 1.742604506895880334e+01 1.724551007564559413e+01
2.287000000000000099e+01 1.826156560260657002e+01 1.810526292111526203e+01 1.794434662829020510e+01 1.760821426901266307e+01 1.743276414590727441e+01 1.725223236097780699e+01
2.288000000000000256e+01 1.826829015053398564e+01 1.811198370549738002e+01 1.795106493047031293e+01 1.761493167167544982e+01 1.743948324353825541e+01 1.725895465933961503e+01
2.289000000000000057e+01 1.827501473827448208e+01 1.811870452825442612e+01 1.795778326845840311e+01 1.762164910140267793e+01 1.744620236194461427e+01 1.726567697083440933e+01
2.290000000000000213e+01 1.828173936589440984e+01 1.812542538945481851e+01 1.796450164232647495e+01 1.762836655827838683e+01 1.745292150121903774e+01 1.727239929556533937e+01
2.291000000000000369e+01 1.828846403345993465e+01 1.813214628916676219e+01 1.797122005214632168e+01 1.763508404238640281e+01 1.745964066145396743e+01 1.727912163363533438e+01
2.292000000000000171e+01 1.829518874103703041e+01 1.813886722745830582e+01 1.797793849798955890e+01 1.764180155381037096e+01 1.746635984274164599e+01 1.728584398514706777e+01
2.293000000000000327e+01 1.830191348869153245e+01 1.814558820439731690e+01 1.798465697992762458e+01 1.764851909263369478e+01 1.747307904517409227e+01 1.729256635020297850e+01
2.294000000000000128e+01 1.830863827648907360e+01 1.815230922005149239e+01 1.799137549803176483e+01 1.765523665893961791e+01 1.747979826884310839e+01 1.729928872890528169e+01
2.295000000000000284e+01 1.831536310449511262e+01 1.815903027448834095e+01 1.799809405237304816e+01 1.766195425281115661e+01 1.748651751384028685e+01 1.730601112135597219e+01
2.296000000000000085e+01 1.832208797277494838e+01 1.816575136777520427e+01 1.800481264302236184e+01 1.766867187433113529e+01 1.749323678025696793e+01 1.731273352765676776e+01
2.297000000000000242e+01 1.832881288139370568e+01 1.817247249997923930e+01 1.801153127005041910e+01 1.767538952358217585e+01 1.749995606818434268e+01 1.731945594790920495e+01
2.298000000000000043e+01 1.833553783041633167e+01 1.817919367116745022e+01 1.801824993352773419e+01 1.768210720064668706e+01 1.750667537771333571e+01 1.732617838221455031e+01
2.299000000000000199e+01 1.834226281990760299e+01 1.818591488140662804e+01 1.802496863352466150e+01 1.768882490560691068e+01 1.751339470893466910e+01 1.733290083067384302e+01
2.300000000000000355e+01 1.834898784993212217e+01 1.819263613076342878e+01 1.803168737011136358e+01 1.769554263854485399e+01 1.752011406193886245e+01 1.733962329338791264e+01
2.301000000000000156e+01 1.835571292055433545e+01 1.819935741930431661e+01 1.803840614335783243e+01 1.770226039954235020e+01 1.752683343681620087e+01 1.734634577045733650e+01
2.302000000000000313e+01 1.836243803183848655e+01 1.820607874709557450e+01 1.804512495333387534e+01 1.770897818868102291e+01 1.753355283365678829e+01 1.735306826198247521e+01
2.303000000000000114e+01 1.836916318384868063e+01 1.821280011420332912e+01 1.805184380010910061e+01 1.771569600604228256e+01 1.754027225255048705e+01 1.735979076806343713e+01
2.304000000000000270e+01 1.837588837664884878e+01 1.821952152069352593e+01 1.805856268375299223e+01 1.772241385170737615e+01 1.754699169358696409e+01 1.736651328880013168e+01
2.305000000000000071e+01 1.838261361030273378e+01 1.822624296663193277e+01 1.806528160433479968e+01 1.772913172575733043e+01 1.755371115685565897e+01 1.737323582429223023e+01
2.306000000000000227e+01 1.838933888487392210e+01 1.823296445208415761e+01 1.807200056192363746e+01 1.773584962827298384e+01 1.756043064244583363e+01 1.737995837463915194e+01
2.307000000000000028e+01 1.839606420042582258e+01 1.823968597711563433e+01 1.807871955658840335e+01 1.774256755933497587e+01 1.756715015044650130e+01 1.738668093994011699e+01
2.308000000000000185e+01 1.840278955702170549e+01 1.824640754179161561e+01 1.808543858839785656e+01 1.774928551902374707e+01 1.757386968094648338e+01 1.739340352029411463e+01
2.309000000000000341e+01 1.840951495472463861e+01 1.825312914617719429e+01 1.809215765742056803e+01 1.775600350741955324e+01 1.758058923403439522e+01 1.740012611579989610e+01
2.310000000000000142e+01 1.841624039359752274e+01 1.825985079033728198e+01 1.809887676372492038e+01 1.776272152460244413e+01 1.758730880979863542e+01 1.740684872655598880e+01
2.311000000000000298e+01 1.842296587370312722e+01 1.826657247433663755e+01 1.810559590737913283e+01 1.776943957065227053e+01 1.759402840832740367e+01 1.741357135266069633e+01
2.312000000000000099e+01 1.842969139510401888e+01 1.827329419823984225e+01 1.811231508845123628e+01 1.777615764564871625e+01 1.760074802970866870e+01 1.742029399421209490e+01
2.313000000000000256e+01 1.843641695786259760e+01 1.828001596211129609e+01 1.811903430700912665e+01 1.778287574967124840e+01 1.760746767403023227e+01 1.742701665130805821e+01
2.314000000000000057e+01 1.844314256204113889e+01 1.828673776601525702e+01 1.812575356312046893e+01 1.778959388279914933e+01 1.761418734137964037e+01 1.743373932404619708e+01
2.315000000000000213e+01 1.844986820770170866e+01 1.829345961001578758e+01 1.813247285685280374e+01 1.779631204511149178e+01 1.762090703184427909e+01 1.744046201252391981e+01
2.316000000000000369e+01 1.845659389490621649e+01 1.830018149417679041e+01 1.813919218827346924e+01 1.780303023668718509e+01 1.762762674551130360e+01 1.744718471683842509e+01
2.317000000000000171e+01 1.846331962371641922e+01 1.830690341856201542e+01 1.814591155744963302e+01 1.780974845760493253e+01 1.763434648246765590e+01 1.745390743708665937e+01
2.318000000000000327e+01 1.847004539419391733e+01 1.831362538323502775e+01 1.815263096444831348e+01 1.781646670794324905e+01 1.764106624280008973e+01 1.746063017336537015e+01
2.319000000000000128e+01 1.847677120640012305e+01 1.832034738825923625e+01 1.815935040933632294e+01 1.782318498778044713e+01 1.764778602659515627e+01 1.746735292577107046e+01
2.320000000000000284e+01 1.848349706039629226e+01 1.832706943369788632e+01 1.816606989218034229e+01 1.782990329719466871e+01 1.765450583393917938e+01 1.747407569440006370e+01
2.321000000000000085e+01 1.849022295624353163e+01 1.833379151961403863e+01 1.817278941304683926e+01 1.783662163626383901e+01 1.766122566491830881e+01 1.748079847934842235e+01
2.322000000000000242e+01 1.849694889400277376e+01 1.834051364607061174e+01 1.817950897200214655e+01 1.784334000506573403e+01 1.766794551961847404e+01 1.748752128071199863e+01
2.323000000000000043e+01 1.850367487373478781e+01 1.834723581313033591e+01 1.818622856911239793e+01 1.785005840367790242e+01 1.767466539812540560e+01 1.749424409858642449e+01
2.324000000000000199e+01 1.851040089550017953e+01 1.835395802085580641e+01 1.819294820444357796e+01 1.785677683217772937e+01 1.768138530052463864e+01 1.750096693306714002e+01
2.325000000000000355e+01 1.851712695935941255e+01 1.836068026930943020e+01 1.819966787806149711e+01 1.786349529064239050e+01 1.768810522690148090e+01 1.750768978424932243e+01
2.326000000000000156e+01 1.852385306537275511e+01 1.836740255855345438e+01 1.820638759003179885e+01 1.787021377914889086e+01 1.769482517734105897e+01 1.751441265222794996e+01
2.327000000000000313e+01 1.853057921360035110e+01 1.837412488864996973e+01 1.821310734041993129e+01 1.787693229777404724e+01 1.770154515192832534e+01 1.752113553709780902e+01
2.328000000000000114e+01 1.853730540410215966e+01 1.838084725966089650e+01 1.821982712929121817e+01 1.788365084659447746e+01 1.770826515074796248e+01 1.752785843895343021e+01
2.329000000000000270e+01 1.854403163693797651e+01 1.838756967164799860e+01 1.822654695671078073e+01 1.789036942568662525e+01 1.771498517388453209e+01 1.753458135788913452e+01
2.330000000000000071e+01 1.855075791216746595e+01 1.839429212467287300e+01 1.823326682274359811e+01 1.789708803512674251e+01 1.772170522142233651e+01 1.754130429399905111e+01
2.331000000000000227e+01 1.855748422985010748e+01 1.840101461879696032e+01 1.823998672745446470e+01 1.790380667499090350e+01 1.772842529344550755e+01 1.754802724737707464e+01
2.332000000000000028e+01 1.856421059004523144e+01 1.840773715408153066e+01 1.824670667090800080e+01 1.791052534535497998e+01 1.773514539003796031e+01 1.755475021811688663e+01
2.333000000000000185e+01 1.857093699281200117e+01 1.841445973058771202e+01 1.825342665316869528e+01 1.791724404629468026e+01 1.774186551128344647e+01 1.756147320631195541e+01
2.334000000000000341e+01 1.857766343820944499e+01 1.842118234837644408e+01 1.826014667430083449e+01 1.792396277788551018e+01 1.774858565726548321e+01 1.756819621205552906e+01
2.335000000000000142e+01 1.858438992629639230e+01 1.842790500750851734e+01 1.826686673436854846e+01 1.793068154020279792e+01 1.775530582806739943e+01 1.757491923544065315e+01
2.336000000000000298e+01 1.859111645713156591e+01 1.843462770804458373e+01 1.827358683343582157e+01 1.793740033332170825e+01 1.776202602377234285e+01 1.758164227656016365e+01
2.337000000000000099e+01 1.859784303077347900e+01 1.844135045004509621e+01 1.828030697156645701e+01 1.794411915731718210e+01 1.776874624446324802e+01 1.758836533550666203e+01
2.338000000000000256e+01 1.860456964728054885e+01 1.844807323357037632e+01 1.828702714882408742e+01 1.795083801226401832e+01 1.777546649022286118e+01 1.759508841237255439e+01
2.339000000000000057e+01 1.861129630671096891e+01 1.845479605868058925e+01 1.829374736527218559e+01 1.795755689823681678e+01 1.778218676113374030e+01 1.760181150725003363e+01
2.340000000000000213e+01 1.861802300912281538e+01 1.846151892543571904e+01 1.830046762097407864e+01 1.796427581530998197e+01 1.778890705727822663e+01 1.760853462023107951e+01
2.341000000000000369e+01 1.862474975457402948e+01 1.846824183389559693e+01 1.830718791599291251e+01 1.797099476355775849e+01 1.779562737873848732e+01 1.761525775140745509e+01
2.342000000000000171e+01 1.863147654312233570e+01 1.847496478411993337e+01 1.831390825039167680e+01 1.797771374305419911e+01 1.780234772559648349e+01 1.762198090087073155e+01
2.343000000000000327e+01 1.863820337482536971e+01 1.848168777616822922e+01 1.832062862423319061e+01 1.798443275387317897e+01 1.780906809793399503e+01 1.762870406871224560e+01
2.344000000000000128e+01 1.864493024974057178e+01 1.848841081009985032e+01 1.832734903758011669e+01 1.799115179608839554e+01 1.781578849583260293e+01 1.763542725502314212e+01
2.345000000000000284e+01 1.865165716792523654e+01 1.849513388597402042e+01 1.833406949049496149e+01 1.799787086977336870e+01 1.782250891937368209e+01 1.764215045989434927e+01
2.346000000000000085e+01 1.865838412943650226e+01 1.850185700384978205e+01 1.834078998304006447e+01 1.800458997500142999e+01 1.782922936863843688e+01 1.764887368341658558e+01
2.347000000000000242e+01 1.866511113433137581e+01 1.850858016378603210e+01 1.834751051527759813e+01 1.801130911184573336e+01 1.783594984370786918e+01 1.765559692568037775e+01
2.348000000000000043e+01 1.867183818266667572e+01 1.851530336584152536e+01 1.835423108726958930e+01 1.801802828037926574e+01 1.784267034466278545e+01 1.766232018677602156e+01
2.349000000000000199e+01 1.867856527449909265e+01 1.852202661007483186e+01 1.836095169907788360e+01 1.802474748067481869e+01 1.784939087158380744e+01 1.766904346679362092e+01
2.350000000000000355e+01 1.868529240988517159e+01 1.852874989654440085e+01 1.836767235076419880e+01 1.803146671280503099e+01 1.785611142455136857e+01 1.767576676582306661e+01
2.351000000000000156e+01 1.869201958888127990e+01 1.853547322530849684e+01 1.837439304239006077e+01 1.803818597684233538e+01 1.786283200364569623e+01 1.768249008395405397e+01
2.352000000000000313e+01 1.869874681154364282e+01 1.854219659642525642e+01 1.838111377401684621e+01 1.804490527285901535e+01 1.786955260894685793e+01 1.768921342127605811e+01
2.353000000000000114e+01 1.870547407792835415e+01 1.854892000995263146e+01 1.838783454570578613e+01 1.805162460092715904e+01 1.787627324053470446e+01 1.769593677787835162e+01
2.354000000000000270e+01 1.871220138809132649e+01 1.855564346594845659e+01 1.839455535751794457e+01 1.805834396111867690e+01 1.788299389848890542e+01 1.770266015385001879e+01
2.355000000000000071e+01 1.871892874208833746e+01 1.856236696447037815e+01 1.840127620951421861e+01 1.806506335350531245e+01 1.788971458288894922e+01 1.770938354927992364e+01
2.356000000000000227e+01 1.872565613997502254e+01 1.856909050557592522e+01 1.840799710175535253e+01 1.807178277815864931e+01 1.789643529381412534e+01 1.771610696425672415e+01
2.357000000000000028e+01 1.873238358180685381e+01 1.857581408932244926e+01 1.841471803430194853e+01 1.807850223515005794e+01 1.790315603134354916e+01 1.772283039886887934e+01
2.358000000000000185e+01 1.873911106763915413e+01 1.858253771576715252e+01 1.842143900721443117e+01 1.808522172455077737e+01 1.790987679555613710e+01 1.772955385320466348e+01
2.359000000000000341e+01 1.874583859752711135e+01 1.858926138496709513e+01 1.842816002055308999e+01 1.809194124643183699e+01 1.791659758653062440e+01 1.773627732735210927e+01
2.360000000000000142e+01 1.875256617152574989e+01 1.859598509697917024e+01 1.843488107437801915e+01 1.809866080086411344e+01 1.792331840434555801e+01 1.774300082139908952e+01
2.361000000000000298e+01 1.875929378968995209e+01 1.860270885186015022e+01 1.844160216874920977e+01 1.810538038791830928e+01 1.793003924907930013e+01 1.774972433543325678e+01
2.362000000000000099e+01 1.876602145207444394e+01 1.860943264966662980e+01 1.844832330372647178e+01 1.811210000766494232e+01 1.793676012081003179e+01 1.775644786954205046e+01
2.363000000000000256e+01 1.877274915873382355e+01 1.861615649045505450e+01 1.845504447936943748e+01 1.811881966017435630e+01 1.794348101961574571e+01 1.776317142381273939e+01
2.364000000000000057e+01 1.877947690972252204e+01 1.862288037428173126e+01 1.846176569573762194e+01 1.812553934551675994e+01 1.795020194557422499e+01 1.776989499833235087e+01
2.365000000000000213e+01 1.878620470509483198e+01 1.862960430120281075e+01 1.846848695289037678e+01 1.813225906376214169e+01 1.795692289876312842e+01 1.777661859318775939e+01
2.366000000000000369e+01 1.879293254490490384e+01 1.863632827127430858e+01 1.847520825088687957e+01 1.813897881498033726e+01 1.796364387925987316e+01 1.778334220846560143e+01
2.367000000000000171e+01 1.879966042920673530e+01 1.864305228455206276e+01 1.848192958978618350e+01 1.814569859924102602e+01 1.797036488714172364e+01 1.779006584425233228e+01
2.368000000000000327e+01 1.880638835805417486e+01 1.864977634109179760e+01 1.848865096964715349e+01 1.815241841661369904e+01 1.797708592248575243e+01 1.779678950063422604e+01
2.369000000000000128e+01 1.881311633150092888e+01 1.865650044094905979e+01 1.849537239052853366e+01 1.815913826716768753e+01 1.798380698536884026e+01 1.780351317769730457e+01
2.370000000000000284e+01 1.881984434960055808e+01 1.866322458417926811e+01 1.850209385248890825e+01 1.816585815097214862e+01 1.799052807586770797e+01 1.781023687552746537e+01
2.371000000000000085e+01 1.882657241240649171e+01 1.866994877083767435e+01 1.850881535558670876e+01 1.817257806809606180e+01 1.799724919405888457e+01 1.781696059421035017e+01
2.372000000000000242e+01 1.883330051997198851e+01 1.867667300097940597e+01 1.851553689988018547e+01 1.817929801860826089e+01 1.800397034001870367e+01 1.782368433383143724e+01
2.373000000000000043e+01 1.884002867235019352e+01 1.868339727465943767e+01 1.852225848542748210e+01 1.818601800257738077e+01 1.801069151382333189e+01 1.783040809447598107e+01
2.374000000000000199e+01 1.884675686959408125e+01 1.869012159193258427e+01 1.852898011228656827e+01 1.819273802007192131e+01 1.801741271554875468e+01 1.783713187622907625e+01
2.375000000000000355e+01 1.885348511175649122e+01 1.869684595285352913e+01 1.853570178051527151e+01 1.819945807116019054e+01 1.802413394527079049e+01 1.784385567917559001e+01
2.376000000000000156e+01 1.886021339889012083e+01 1.870357035747679220e+01 1.854242349017125235e+01 1.820617815591032951e+01 1.803085520306504108e+01 1.785057950340021549e+01
2.377000000000000313e+01 1.886694173104754313e+01 1.871029480585677263e+01 1.854914524131204345e+01 1.821289827439033715e+01 1.803757648900696964e+01 1.785730334898743976e+01
2.378000000000000114e+01 1.887367010828114289e+01 1.871701929804771680e+01 1.855586703399501047e+01 1.821961842666801346e+01 1.804429780317183329e+01 1.786402721602155452e+01
2.379000000000000270e+01 1.888039853064321605e+01 1.872374383410371124e+01 1.856258886827736987e+01 1.822633861281101275e+01 1.805101914563472221e+01 1.787075110458667027e+01
2.380000000000000071e+01 1.888712699818588092e+01 1.873046841407870389e+01 1.856931074421620309e+01 1.823305883288681883e+01 1.805774051647054890e+01 1.787747501476669498e+01
2.381000000000000227e+01 1.889385551096112081e+01 1.873719303802652192e+01 1.857603266186843882e+01 1.823977908696275563e+01 1.806446191575405180e+01 1.788419894664535903e+01
2.382000000000000028e+01 1.890058406902078403e+01 1.874391770600081841e+01 1.858275462129085653e+01 1.824649937510595521e+01 1.807118334355977751e+01 1.789092290030616539e+01
2.383000000000000185e+01 1.890731267241659452e+01 1.875064241805511855e+01 1.858947662254007582e+01 1.825321969738342531e+01 1.807790479996210919e+01 1.789764687583246783e+01
2.384000000000000341e+01 1.891404132120009507e+01 1.875736717424280187e+01 1.859619866567257773e+01 1.825994005386198893e+01 1.808462628503524527e+01 1.790437087330739985e+01
2.385000000000000142e+01 1.892077001542272185e+01 1.876409197461710576e+01 1.860292075074469054e+01 1.826666044460829141e+01 1.809134779885321720e+01 1.791109489281392086e+01
2.386000000000000298e+01 1.892749875513574764e+01 1.877081681923112555e+01 1.860964287781262172e+01 1.827338086968885378e+01 1.809806934148987523e+01 1.791781893443479490e+01
2.387000000000000099e+01 1.893422754039033151e+01 1.877754170813781442e+01 1.861636504693238692e+01 1.828010132916998032e+01 1.810479091301889198e+01 1.792454299825256570e+01
2.388000000000000256e+01 1.894095637123748688e+01 1.878426664138997282e+01 1.862308725815990584e+01 1.828682182311786164e+01 1.811151251351377667e+01 1.793126708434965622e+01
2.389000000000000057e+01 1.894768524772806018e+01 1.879099161904027326e+01 1.862980951155090992e+01 1.829354235159850006e+01 1.811823414304783952e+01 1.793799119280822651e+01
2.390000000000000213e+01 1.895441416991278771e+01 1.879771664114126395e+01 1.863653180716099200e+01 1.830026291467774868e+01 1.812495580169425224e+01 1.794471532371031941e+01
2.391000000000000369e+01 1.896114313784227789e+01 1.880444170774531187e+01 1.864325414504563128e+01 1.830698351242128297e+01 1.813167748952597691e+01 1.795143947713771837e+01
2.392000000000000171e+01 1.896787215156695794e+01 1.881116681890467390e+01 1.864997652526012928e+01 1.831370414489463272e+01 1.813839920661583349e+01 1.795816365317205765e+01
2.393000000000000327e+01 1.897460121113716625e+01 1.881789197467145414e+01 1.865669894785964900e+01 1.832042481216315366e+01 1.814512095303645012e+01 1.796488785189478321e+01
2.394000000000000128e+01 1.898133031660307068e+01 1.882461717509761812e+01 1.866342141289922907e+01 1.832714551429205585e+01 1.815184272886028438e+01 1.797161207338714561e+01
2.395000000000000284e+01 1.898805946801470768e+01 1.883134242023500349e+01 1.867014392043374116e+01 1.833386625134636816e+01 1.815856453415962690e+01 1.797833631773022489e+01
2.396000000000000085e+01 1.899478866542198574e+01 1.883806771013528447e+01 1.867686647051790416e+01 1.834058702339098801e+01 1.816528636900659066e+01 1.798506058500488436e+01
2.397000000000000242e+01 1.900151790887468550e+01 1.884479304485002871e+01 1.868358906320634105e+01 1.834730783049063163e+01 1.817200823347312522e+01 1.799178487529183812e+01
2.398000000000000043e+01 1.900824719842242772e+01 1.885151842443065462e+01 1.869031169855347585e+01 1.835402867270986960e+01 1.817873012763101315e+01 1.799850918867157290e+01
2.399000000000000199e+01 1.901497653411470878e+01 1.885824384892841366e+01 1.869703437661362599e+01 1.836074955011309484e+01 1.818545205155183808e+01 1.800523352522444043e+01
2.400000000000000355e+01 1.902170591600090077e+01 1.886496931839445068e+01 1.870375709744097037e+01 1.836747046276456174e+01 1.819217400530704865e+01 1.801195788503056150e+01
2.401000000000000156e+01 1.902843534413021942e+01 1.887169483287977556e+01 1.871047986108951022e+01 1.837419141072835416e+01 1.819889598896791583e+01 1.801868226816990060e+01
2.402000000000000313e+01 1.903516481855175968e+01 1.887842039243524539e+01 1.871720266761313312e+01 1.838091239406841382e+01 1.820561800260551877e+01 1.802540667472222680e+01
2.403000000000000114e+01 1.904189433931449216e+01 1.888514599711157871e+01 1.872392551706557384e+01 1.838763341284849417e+01 1.821234004629078740e+01 1.803213110476713510e+01
2.404000000000000270e+01 1.904862390646723469e+01 1.889187164695938392e+01 1.873064840950045351e+01 1.839435446713223143e+01 1.821906212009448822e+01 1.803885555838403576e+01
2.405000000000000071e+01 1.905535352005865590e+01 1.889859734202910246e+01 1.873737134497120138e+01 1.840107555698306996e+01 1.822578422408720300e+01 1.804558003565214008e+01
2.406000000000000227e+01 1.906208318013734981e+01 1.890532308237103720e+01 1.874409432353116145e+01 1.840779668246432621e+01 1.823250635833935718e+01 1.805230453665049950e+01
2.407000000000000384e+01 1.906881288675171149e+01 1.891204886803538798e+01 1.875081734523349297e+01 1.841451784363915323e+01 1.823922852292119856e+01 1.805902906145797715e+01
2.408000000000000185e+01 1.907554263995004007e+01 1.891877469907220544e+01 1.875754041013124152e+01 1.842123904057051931e+01 1.824595071790281864e+01 1.806575361015324788e+01
2.409000000000000341e+01 1.908227243978050680e+01 1.892550057553138743e+01 1.876426351827731054e+01 1.842796027332128261e+01 1.825267294335412771e+01 1.807247818281480534e+01
2.410000000000000142e+01 1.908900228629111950e+01 1.893222649746272523e+01 1.877098666972444718e+01 1.843468154195412012e+01 1.825939519934489397e+01 1.807920277952097976e+01
2.411000000000000298e+01 1.909573217952977942e+01 1.893895246491585027e+01 1.877770986452528845e+01 1.844140284653155604e+01 1.826611748594470086e+01 1.808592740034990243e+01
2.412000000000000099e+01 1.910246211954425988e+01 1.894567847794028381e+01 1.878443310273230438e+01 1.844812418711596891e+01 1.827283980322296486e+01 1.809265204537951988e+01
2.413000000000000256e+01 1.910919210638217436e+01 1.895240453658538371e+01 1.879115638439785130e+01 1.845484556376959517e+01 1.827956215124894968e+01 1.809937671468763298e+01
2.414000000000000057e+01 1.911592214009104040e+01 1.895913064090042255e+01 1.879787970957413279e+01 1.846156697655446521e+01 1.828628453009174137e+01 1.810610140835183302e+01
2.415000000000000213e+01 1.912265222071821924e+01 1.896585679093447396e+01 1.880460307831321032e+01 1.846828842553252059e+01 1.829300693982028037e+01 1.811282612644955137e+01
2.416000000000000369e+01 1.912938234831095841e+01 1.897258298673654409e+01 1.881132649066702811e+01 1.847500991076551102e+01 1.829972938050331877e+01 1.811955086905800272e+01
2.417000000000000171e+01 1.913611252291635978e+01 1.897930922835545786e+01 1.881804994668737052e+01 1.848173143231505122e+01 1.830645185220945592e+01 1.812627563625428451e+01
2.418000000000000327e+01 1.914284274458140800e+01 1.898603551583993720e+01 1.882477344642590467e+01 1.848845299024259603e+01 1.831317435500712776e+01 1.813300042811527035e+01
2.419000000000000128e+01 1.914957301335294915e+01 1.899276184923856547e+01 1.883149698993416266e+01 1.849517458460945107e+01 1.831989688896460677e+01 1.813972524471767755e+01
2.420000000000000284e+01 1.915630332927771562e+01 1.899948822859979458e+01 1.883822057726350963e+01 1.850189621547676211e+01 1.832661945415001981e+01 1.814645008613803867e+01
2.421000000000000085e+01 1.916303369240229060e+01 1.900621465397192722e+01 1.884494420846522189e+01 1.850861788290554344e+01 1.833334205063129829e+01 1.815317495245271573e+01
2.422000000000000242e+01 1.916976410277314358e+01 1.901294112540315240e+01 1.885166788359039103e+01 1.851533958695664239e+01 1.834006467847624222e+01 1.815989984373789312e+01
2.423000000000000043e+01 1.917649456043660194e+01 1.901966764294155254e+01 1.885839160269001979e+01 1.852206132769075708e+01 1.834678733775245618e+01 1.816662476006957760e+01
2.424000000000000199e+01 1.918322506543888295e+01 1.902639420663502179e+01 1.886511536581494042e+01 1.852878310516845062e+01 1.835351002852742397e+01 1.817334970152360540e+01
2.425000000000000355e+01 1.918995561782607595e+01 1.903312081653138677e+01 1.887183917301588210e+01 1.853550491945011558e+01 1.836023275086844464e+01 1.818007466817563156e+01
2.426000000000000156e+01 1.919668621764412819e+01 1.903984747267828581e+01 1.887856302434340705e+01 1.854222677059600599e+01 1.836695550484264672e+01 1.818679966010114057e+01
2.427000000000000313e+01 1.920341686493885192e+01 1.904657417512327555e+01 1.888528691984796737e+01 1.854894865866622666e+01 1.837367829051704149e+01 1.819352467737544998e+01
