kT  U_n0  U_n1  U_n2  U_n3  U_n4  U_n5
1.629000000000000270e+01 1.384028416733927891e+01 1.368602161448713694e+01 1.352595442962393513e+01 1.318773050647751788e+01 1.300923014433850433e+01 1.282423820313152163e+01
1.630000000000000071e+01 1.384701027016410002e+01 1.369274551055703881e+01 1.353267867746391495e+01 1.319446362146019069e+01 1.301597201988900210e+01 1.283099188740048291e+01
1.631000000000000227e+01 1.385373629713606647e+01 1.369946932720294619e+01 1.353940283907779474e+01 1.320119662621448597e+01 1.302271376766427835e+01 1.283774542242529471e+01
1.632000000000000028e+01 1.386046224862446152e+01 1.370619306479867028e+01 1.354612691485007225e+01 1.320792952116623020e+01 1.302945538812151050e+01 1.284449880870203131e+01
1.633000000000000185e+01 1.386718812499758613e+01 1.371291672371702219e+01 1.355285090516421498e+01 1.321466230674014497e+01 1.303619688171669111e+01 1.285125204672552002e+01
1.634000000000000341e+01 1.387391392662273581e+01 1.371964030432980763e+01 1.355957481040268853e+01 1.322139498335983987e+01 1.304293824890465459e+01 1.285800513698931624e+01
1.635000000000000142e+01 1.388063965386620247e+01 1.372636380700783576e+01 1.356629863094691579e+01 1.322812755144782670e+01 1.304967949013904160e+01 1.286475807998570176e+01
1.636000000000000298e+01 1.388736530709330452e+01 1.373308723212092808e+01 1.357302236717734623e+01 1.323486001142553015e+01 1.305642060587233999e+01 1.287151087620570777e+01
1.637000000000000099e+01 1.389409088666835501e+01 1.373981058003790423e+01 1.357974601947338300e+01 1.324159236371325576e+01 1.306316159655585807e+01 1.287826352613910785e+01
1.638000000000000256e+01 1.390081639295470950e+01 1.374653385112661219e+01 1.358646958821344697e+01 1.324832460873023976e+01 1.306990246263975308e+01 1.288501603027442499e+01
1.639000000000000057e+01 1.390754182631470570e+01 1.375325704575390517e+01 1.359319307377494468e+01 1.325505674689460101e+01 1.307664320457301521e+01 1.289176838909894052e+01
1.640000000000000213e+01 1.391426718710973454e+01 1.375998016428564696e+01 1.359991647653429148e+01 1.326178877862341388e+01 1.308338382280348000e+01 1.289852060309867987e+01
1.641000000000000014e+01 1.392099247570018683e+01 1.376670320708673501e+01 1.360663979686689551e+01 1.326852070433262298e+01 1.309012431777783902e+01 1.290527267275843215e+01
1.642000000000000171e+01 1.392771769244549951e+01 1.377342617452109153e+01 1.361336303514717549e+01 1.327525252443712489e+01 1.309686468994161679e+01 1.291202459856175011e+01
1.643000000000000327e+01 1.393444283770412540e+01 1.378014906695165287e+01 1.362008619174856250e+01 1.328198423935072370e+01 1.310360493973920626e+01 1.291877638099095726e+01
1.644000000000000128e+01 1.394116791183354920e+01 1.378687188474039793e+01 1.362680926704348572e+01 1.328871584948615059e+01 1.311034506761385110e+01 1.292552802052712302e+01
1.645000000000000284e+01 1.394789291519031060e+01 1.379359462824831972e+01 1.363353226140340091e+01 1.329544735525507448e+01 1.311708507400765633e+01 1.293227951765012307e+01
1.646000000000000085e+01 1.395461784812995276e+01 1.380031729783547156e+01 1.364025517519877440e+01 1.330217875706808961e+01 1.312382495936158477e+01 1.293903087283859854e+01
1.647000000000000242e+01 1.396134271100709690e+01 1.380703989386092445e+01 1.364697800879909728e+01 1.330891005533472615e+01 1.313056472411548370e+01 1.294578208656995422e+01
1.648000000000000043e+01 1.396806750417537835e+01 1.381376241668279370e+01 1.365370076257287835e+01 1.331564125046345382e+01 1.313730436870804930e+01 1.295253315932039406e+01
1.649000000000000199e+01 1.397479222798749809e+01 1.382048486665824782e+01 1.366042343688765648e+01 1.332237234286168182e+01 1.314404389357686576e+01 1.295928409156490702e+01
1.650000000000000355e+01 1.398151688279520499e+01 1.382720724414349078e+01 1.366714603210999357e+01 1.332910333293575533e+01 1.315078329915838395e+01 1.296603488377727231e+01
1.651000000000000156e+01 1.398824146894928155e+01 1.383392954949377085e+01 1.367386854860548340e+01 1.333583422109098926e+01 1.315752258588793566e+01 1.297278553643005772e+01
1.652000000000000313e+01 1.399496598679958481e+01 1.384065178306341615e+01 1.368059098673875873e+01 1.334256500773162735e+01 1.316426175419974776e+01 1.297953604999463373e+01
1.653000000000000114e+01 1.400169043669502322e+01 1.384737394520577247e+01 1.368731334687348600e+01 1.334929569326087595e+01 1.317100080452691202e+01 1.298628642494116825e+01
1.654000000000000270e+01 1.400841481898357088e+01 1.385409603627326902e+01 1.369403562937236707e+01 1.335602627808089871e+01 1.317773973730142778e+01 1.299303666173864436e+01
1.655000000000000071e+01 1.401513913401224443e+01 1.386081805661737754e+01 1.370075783459715169e+01 1.336275676259280409e+01 1.318447855295418414e+01 1.299978676085483009e+01
1.656000000000000227e+01 1.402186338212716343e+01 1.386754000658864960e+01 1.370747996290863036e+01 1.336948714719669340e+01 1.319121725191495109e+01 1.300653672275632466e+01
1.657000000000000028e+01 1.402858756367347226e+01 1.387426188653668113e+01 1.371420201466664324e+01 1.337621743229159499e+01 1.319795583461240795e+01 1.301328654790853356e+01
1.658000000000000185e+01 1.403531167899542353e+01 1.388098369681016386e+01 1.372092399023008369e+01 1.338294761827553359e+01 1.320469430147414336e+01 1.302003623677568100e+01
1.659000000000000341e+01 1.404203572843632841e+01 1.388770543775683741e+01 1.372764588995689117e+01 1.338967770554549475e+01 1.321143265292664104e+01 1.302678578982081525e+01
1.660000000000000142e+01 1.404875971233856013e+01 1.389442710972351946e+01 1.373436771420406544e+01 1.339640769449743551e+01 1.321817088939528873e+01 1.303353520750579975e+01
1.661000000000000298e+01 1.405548363104361087e+01 1.390114871305610755e+01 1.374108946332766834e+01 1.340313758552629686e+01 1.322490901130439234e+01 1.304028449029133263e+01
1.662000000000000099e+01 1.406220748489200822e+01 1.390787024809957195e+01 1.374781113768281138e+01 1.340986737902598946e+01 1.323164701907717067e+01 1.304703363863694499e+01
1.663000000000000256e+01 1.406893127422340761e+01 1.391459171519798232e+01 1.375453273762368589e+01 1.341659707538941326e+01 1.323838491313576426e+01 1.305378265300099727e+01
1.664000000000000057e+01 1.407565499937651587e+01 1.392131311469446864e+01 1.376125426350353287e+01 1.342332667500845922e+01 1.324512269390121944e+01 1.306053153384068999e+01
1.665000000000000213e+01 1.408237866068914812e+01 1.392803444693126380e+01 1.376797571567467493e+01 1.343005617827399334e+01 1.325186036179352200e+01 1.306728028161206900e+01
1.666000000000000014e+01 1.408910225849821884e+01 1.393475571224968412e+01 1.377469709448850388e+01 1.343678558557588332e+01 1.325859791723157777e+01 1.307402889677000424e+01
1.667000000000000171e+01 1.409582579313972417e+01 1.394147691099013997e+01 1.378141840029548781e+01 1.344351489730298965e+01 1.326533536063321428e+01 1.308077737976824295e+01
1.668000000000000327e+01 1.410254926494876493e+01 1.394819804349213221e+01 1.378813963344516758e+01 1.345024411384316032e+01 1.327207269241520571e+01 1.308752573105936534e+01
1.669000000000000128e+01 1.410927267425952891e+01 1.395491911009426467e+01 1.379486079428615497e+01 1.345697323558325564e+01 1.327880991299325331e+01 1.309427395109480230e+01
1.670000000000000284e+01 1.411599602140534238e+01 1.396164011113423342e+01 1.380158188316617185e+01 1.346370226290913230e+01 1.328554702278199962e+01 1.310102204032485673e+01
1.671000000000000085e+01 1.412271930671859543e+01 1.396836104694884817e+01 1.380830290043199682e+01 1.347043119620565577e+01 1.329228402219502492e+01 1.310776999919867336e+01
1.672000000000000242e+01 1.412944253053081312e+01 1.397508191787401799e+01 1.381502384642951498e+01 1.347716003585668965e+01 1.329902091164485789e+01 1.311451782816427780e+01
1.673000000000000043e+01 1.413616569317261984e+01 1.398180272424475135e+01 1.382174472150368949e+01 1.348388878224512233e+01 1.330575769154296495e+01 1.312126552766854282e+01
1.674000000000000199e+01 1.414288879497376783e+01 1.398852346639518451e+01 1.382846552599858470e+01 1.349061743575285277e+01 1.331249436229978045e+01 1.312801309815724338e+01
1.675000000000000355e+01 1.414961183626310692e+01 1.399524414465854960e+01 1.383518626025735543e+01 1.349734599676079050e+01 1.331923092432468358e+01 1.313476054007499627e+01
1.676000000000000156e+01 1.415633481736862009e+01 1.400196475936720120e+01 1.384190692462225769e+01 1.350407446564886982e+01 1.332596737802599840e+01 1.314150785386530096e+01
1.677000000000000313e+01 1.416305773861740391e+01 1.400868531085261814e+01 1.384862751943465398e+01 1.351080284279603738e+01 1.333270372381103108e+01 1.314825503997055023e+01
1.678000000000000114e+01 1.416978060033568099e+01 1.401540579944538756e+01 1.385534804503499551e+01 1.351753112858027883e+01 1.333943996208602556e+01 1.315500209883200178e+01
1.679000000000000270e+01 1.417650340284879995e+01 1.402212622547522791e+01 1.386206850176284888e+01 1.352425932337860814e+01 1.334617609325621146e+01 1.316174903088981729e+01
1.680000000000000071e+01 1.418322614648124258e+01 1.402884658927097838e+01 1.386878888995688541e+01 1.353098742756704986e+01 1.335291211772577569e+01 1.316849583658303757e+01
1.681000000000000227e+01 1.418994883155662201e+01 1.403556689116061484e+01 1.387550920995489712e+01 1.353771544152068174e+01 1.335964803589788019e+01 1.317524251634958787e+01
1.682000000000000028e+01 1.419667145839767741e+01 1.404228713147122498e+01 1.388222946209377007e+01 1.354444336561361162e+01 1.336638384817464775e+01 1.318198907062629921e+01
1.683000000000000185e+01 1.420339402732629175e+01 1.404900731052905627e+01 1.388894964670953414e+01 1.355117120021898991e+01 1.337311955495719928e+01 1.318873549984890481e+01
1.684000000000000341e+01 1.421011653866347935e+01 1.405572742865946800e+01 1.389566976413730970e+01 1.355789894570899357e+01 1.337985515664562719e+01 1.319548180445202767e+01
1.685000000000000142e+01 1.421683899272940721e+01 1.406244748618696505e+01 1.390238981471135205e+01 1.356462660245485630e+01 1.338659065363899359e+01 1.320222798486920368e+01
1.686000000000000298e+01 1.422356138984338614e+01 1.406916748343519963e+01 1.390910979876504605e+01 1.357135417082685969e+01 1.339332604633536228e+01 1.320897404153286736e+01
1.687000000000000099e+01 1.423028373032385652e+01 1.407588742072695709e+01 1.391582971663088308e+01 1.357808165119432253e+01 1.340006133513177566e+01 1.321571997487437677e+01
1.688000000000000256e+01 1.423700601448842917e+01 1.408260729838417191e+01 1.392254956864050364e+01 1.358480904392563460e+01 1.340679652042427428e+01 1.322246578532399575e+01
1.689000000000000057e+01 1.424372824265384452e+01 1.408932711672793126e+01 1.392926935512466358e+01 1.359153634938822641e+01 1.341353160260788613e+01 1.322921147331089387e+01
1.690000000000000213e+01 1.425045041513602762e+01 1.409604687607846429e+01 1.393598907641326790e+01 1.359826356794858704e+01 1.342026658207664269e+01 1.323595703926318912e+01
1.691000000000000014e+01 1.425717253225002246e+01 1.410276657675515644e+01 1.394270873283534229e+01 1.360499069997226940e+01 1.342700145922356114e+01 1.324270248360789637e+01
1.692000000000000171e+01 1.426389459431006301e+01 1.410948621907655287e+01 1.394942832471905803e+01 1.361171774582388672e+01 1.343373623444068343e+01 1.324944780677096468e+01
1.693000000000000327e+01 1.427061660162952528e+01 1.411620580336034791e+01 1.395614785239173194e+01 1.361844470586712319e+01 1.344047090811903367e+01 1.325619300917727550e+01
1.694000000000000128e+01 1.427733855452096101e+01 1.412292532992339389e+01 1.396286731617980692e+01 1.362517158046471799e+01 1.344720548064865717e+01 1.326293809125063738e+01
1.695000000000000284e+01 1.428406045329607821e+01 1.412964479908172244e+01 1.396958671640889449e+01 1.363189836997849902e+01 1.345393995241860985e+01 1.326968305341378773e+01
1.696000000000000085e+01 1.429078229826576063e+01 1.413636421115051256e+01 1.397630605340373577e+01 1.363862507476935271e+01 1.346067432381694218e+01 1.327642789608842300e+01
1.697000000000000242e+01 1.429750408974005538e+01 1.414308356644411901e+01 1.398302532748823523e+01 1.364535169519724533e+01 1.346740859523075429e+01 1.328317261969515783e+01
1.698000000000000043e+01 1.430422582802819598e+01 1.414980286527605990e+01 1.398974453898544290e+01 1.365207823162121947e+01 1.347414276704613734e+01 1.328991722465356062e+01
1.699000000000000199e+01 1.431094751343857219e+01 1.415652210795902377e+01 1.399646368821756326e+01 1.365880468439941176e+01 1.348087683964821970e+01 1.329666171138214459e+01
1.700000000000000355e+01 1.431766914627876908e+01 1.416324129480489091e+01 1.400318277550596058e+01 1.366553105388902800e+01 1.348761081342114210e+01 1.330340608029838023e+01
1.701000000000000156e+01 1.432439072685553683e+01 1.416996042612469786e+01 1.400990180117116246e+01 1.367225734044635921e+01 1.349434468874808069e+01 1.331015033181866869e+01
1.702000000000000313e+01 1.433111225547483336e+01 1.417667950222866757e+01 1.401662076553286163e+01 1.367898354442679754e+01 1.350107846601124351e+01 1.331689446635839502e+01
1.703000000000000114e+01 1.433783373244177106e+01 1.418339852342620055e+01 1.402333966890990347e+01 1.368570966618481322e+01 1.350781214559185628e+01 1.332363848433187492e+01
1.704000000000000270e+01 1.434455515806066650e+01 1.419011749002589795e+01 1.403005851162031092e+01 1.369243570607398297e+01 1.351454572787019792e+01 1.333038238615241156e+01
1.705000000000000071e+01 1.435127653263502623e+01 1.419683640233552246e+01 1.403677729398126317e+01 1.369916166444696692e+01 1.352127921322557746e+01 1.333712617223225649e+01
1.706000000000000227e+01 1.435799785646754323e+01 1.420355526066203211e+01 1.404349601630914179e+01 1.370588754165552992e+01 1.352801260203634648e+01 1.334386984298262568e+01
1.707000000000000028e+01 1.436471912986010935e+01 1.421027406531158910e+01 1.405021467891945974e+01 1.371261333805054328e+01 1.353474589467989553e+01 1.335061339881371545e+01
1.708000000000000185e+01 1.437144035311380641e+01 1.421699281658953495e+01 1.405693328212694304e+01 1.371933905398197417e+01 1.354147909153266127e+01 1.335735684013469182e+01
1.709000000000000341e+01 1.437816152652892576e+01 1.422371151480041185e+01 1.406365182624547927e+01 1.372606468979890337e+01 1.354821219297013712e+01 1.336410016735368878e+01
1.710000000000000142e+01 1.438488265040495051e+01 1.423043016024795193e+01 1.407037031158813711e+01 1.373279024584950747e+01 1.355494519936685016e+01 1.337084338087782953e+01
1.711000000000000298e+01 1.439160372504057506e+01 1.423714875323509688e+01 1.407708873846717701e+01 1.373951572248109265e+01 1.356167811109640731e+01 1.337758648111321591e+01
1.712000000000000099e+01 1.439832475073368379e+01 1.424386729406398189e+01 1.408380710719403517e+01 1.374624112004006271e+01 1.356841092853144914e+01 1.338432946846492477e+01
1.713000000000000256e+01 1.440504572778139547e+01 1.425058578303595702e+01 1.409052541807934844e+01 1.375296643887195103e+01 1.357514365204368900e+01 1.339107234333703289e+01
1.714000000000000057e+01 1.441176665648001887e+01 1.425730422045157120e+01 1.409724367143292945e+01 1.375969167932139570e+01 1.358187628200389518e+01 1.339781510613259030e+01
1.715000000000000213e+01 1.441848753712507936e+01 1.426402260661057753e+01 1.410396186756379677e+01 1.376641684173217151e+01 1.358860881878189986e+01 1.340455775725366649e+01
1.716000000000000369e+01 1.442520837001131717e+01 1.427074094181194575e+01 1.411068000678015188e+01 1.377314192644716684e+01 1.359534126274660615e+01 1.341130029710129890e+01
1.717000000000000171e+01 1.443192915543269983e+01 1.427745922635386755e+01 1.411739808938940044e+01 1.377986693380839078e+01 1.360207361426598638e+01 1.341804272607553372e+01
1.718000000000000327e+01 1.443864989368239549e+01 1.428417746053372994e+01 1.412411611569815939e+01 1.378659186415699978e+01 1.360880587370708383e+01 1.342478504457542599e+01
1.719000000000000128e+01 1.444537058505280847e+01 1.429089564464815609e+01 1.413083408601221436e+01 1.379331671783326385e+01 1.361553804143600743e+01 1.343152725299901640e+01
1.720000000000000284e+01 1.445209122983556504e+01 1.429761377899298580e+01 1.413755200063658535e+01 1.380004149517659506e+01 1.362227011781796904e+01 1.343826935174336867e+01
1.721000000000000085e+01 1.445881182832151168e+01 1.430433186386326483e+01 1.414426985987549301e+01 1.380676619652553683e+01 1.362900210321722305e+01 1.344501134120455355e+01
1.722000000000000242e+01 1.446553238080072923e+01 1.431104989955328755e+01 1.415098766403235864e+01 1.381349082221776747e+01 1.363573399799714458e+01 1.345175322177764166e+01
1.723000000000000043e+01 1.447225288756252404e+01 1.431776788635654718e+01 1.415770541340981481e+01 1.382021537259012156e+01 1.364246580252016727e+01 1.345849499385672488e+01
1.724000000000000199e+01 1.447897334889543508e+01 1.432448582456579622e+01 1.416442310830970897e+01 1.382693984797855968e+01 1.364919751714782059e+01 1.346523665783492696e+01
1.725000000000000355e+01 1.448569376508724460e+01 1.433120371447299846e+01 1.417114074903311227e+01 1.383366424871820222e+01 1.365592914224072452e+01 1.347197821410436624e+01
1.726000000000000156e+01 1.449241413642496035e+01 1.433792155636935206e+01 1.417785833588029476e+01 1.384038857514329379e+01 1.366266067815859309e+01 1.347871966305619829e+01
1.727000000000000313e+01 1.449913446319483334e+01 1.434463935054529138e+01 1.418457586915076618e+01 1.384711282758725659e+01 1.366939212526023262e+01 1.348546100508061052e+01
1.728000000000000114e+01 1.450585474568236322e+01 1.435135709729049580e+01 1.419129334914323515e+01 1.385383700638265125e+01 1.367612348390353816e+01 1.349220224056679385e+01
1.729000000000000270e+01 1.451257498417228042e+01 1.435807479689387733e+01 1.419801077615566776e+01 1.386056111186119644e+01 1.368285475444553434e+01 1.349894336990300658e+01
1.730000000000000071e+01 1.451929517894856581e+01 1.436479244964358770e+01 1.420472815048521831e+01 1.386728514435375992e+01 1.368958593724230788e+01 1.350568439347650340e+01
1.731000000000000227e+01 1.452601533029445946e+01 1.437151005582702901e+01 1.421144547242829326e+01 1.387400910419037992e+01 1.369631703264908573e+01 1.351242531167360639e+01
1.732000000000000028e+01 1.453273543849243055e+01 1.437822761573083952e+01 1.421816274228052102e+01 1.388073299170025265e+01 1.370304804102017293e+01 1.351916612487964997e+01
1.733000000000000185e+01 1.453945550382421814e+01 1.438494512964091854e+01 1.422487996033676794e+01 1.388745680721173947e+01 1.370977896270901120e+01 1.352590683347903067e+01
1.734000000000000341e+01 1.454617552657080637e+01 1.439166259784240687e+01 1.423159712689112766e+01 1.389418055105236327e+01 1.371650979806813631e+01 1.353264743785517865e+01
1.735000000000000142e+01 1.455289550701243506e+01 1.439838002061969213e+01 1.423831424223693531e+01 1.390090422354881916e+01 1.372324054744920652e+01 1.353938793839057020e+01
1.736000000000000298e+01 1.455961544542861930e+01 1.440509739825643898e+01 1.424503130666676398e+01 1.390762782502697803e+01 1.372997121120299546e+01 1.354612833546674189e+01
1.737000000000000099e+01 1.456633534209810144e+01 1.441181473103554467e+01 1.425174832047242646e+01 1.391435135581187232e+01 1.373670178967938504e+01 1.355286862946426751e+01
1.738000000000000256e+01 1.457305519729891152e+01 1.441853201923916039e+01 1.425846528394498058e+01 1.392107481622772092e+01 1.374343228322741162e+01 1.355960882076278473e+01
1.739000000000000057e+01 1.457977501130834774e+01 1.442524926314873390e+01 1.426518219737472748e+01 1.392779820659791667e+01 1.375016269219519671e+01 1.356634890974098617e+01
1.740000000000000213e+01 1.458649478440294978e+01 1.443196646304493491e+01 1.427189906105122397e+01 1.393452152724503179e+01 1.375689301693001632e+01 1.357308889677662300e+01
1.741000000000000369e+01 1.459321451685855564e+01 1.443868361920772436e+01 1.427861587526326659e+01 1.394124477849082133e+01 1.376362325777826712e+01 1.357982878224651380e+01
1.742000000000000171e+01 1.459993420895025196e+01 1.444540073191632068e+01 1.428533264029889871e+01 1.394796796065622324e+01 1.377035341508547361e+01 1.358656856652653566e+01
1.743000000000000327e+01 1.460665386095241836e+01 1.445211780144921043e+01 1.429204935644543006e+01 1.395469107406136899e+01 1.377708348919630055e+01 1.359330824999163667e+01
1.744000000000000128e+01 1.461337347313868307e+01 1.445883482808415188e+01 1.429876602398942786e+01 1.396141411902557294e+01 1.378381348045453691e+01 1.360004783301583764e+01
1.745000000000000284e+01 1.462009304578197799e+01 1.446555181209817320e+01 1.430548264321670615e+01 1.396813709586734120e+01 1.379054338920313505e+01 1.360678731597222146e+01
1.746000000000000085e+01 1.462681257915449429e+01 1.447226875376759558e+01 1.431219921441233112e+01 1.397486000490437164e+01 1.379727321578415911e+01 1.361352669923296332e+01
1.747000000000000242e+01 1.463353207352772323e+01 1.447898565336799059e+01 1.431891573786065841e+01 1.398158284645357163e+01 1.380400296053883835e+01 1.362026598316929871e+01
1.748000000000000043e+01 1.464025152917241535e+01 1.448570251117421925e+01 1.432563221384527985e+01 1.398830562083102258e+01 1.381073262380754763e+01 1.362700516815155360e+01
1.749000000000000199e+01 1.464697094635863195e+01 1.449241932746043915e+01 1.433234864264908381e+01 1.399502832835203492e+01 1.381746220592978958e+01 1.363374425454913386e+01
1.750000000000000355e+01 1.465369032535570426e+01 1.449913610250006357e+01 1.433906502455419307e+01 1.400175096933109486e+01 1.382419170724423729e+01 1.364048324273053581e+01
1.751000000000000156e+01 1.466040966643225296e+01 1.450585283656581126e+01 1.434578135984201808e+01 1.400847354408190348e+01 1.383092112808870766e+01 1.364722213306333209e+01
1.752000000000000313e+01 1.466712896985621128e+01 1.451256952992968507e+01 1.435249764879323564e+01 1.401519605291738380e+01 1.383765046880018446e+01 1.365396092591419830e+01
1.753000000000000114e+01 1.467384823589476817e+01 1.451928618286297201e+01 1.435921389168781204e+01 1.402191849614963814e+01 1.384437972971478814e+01 1.366069962164889517e+01
1.754000000000000270e+01 1.468056746481444641e+01 1.452600279563624319e+01 1.436593008880496924e+01 1.402864087409000149e+01 1.385110891116781850e+01 1.366743822063227931e+01
1.755000000000000071e+01 1.468728665688103696e+01 1.453271936851938584e+01 1.437264624042321870e+01 1.403536318704901831e+01 1.385783801349372801e+01 1.367417672322830491e+01
1.756000000000000227e+01 1.469400581235964687e+01 1.453943590178156064e+01 1.437936234682034708e+01 1.404208543533644971e+01 1.386456703702614135e+01 1.368091512980002911e+01
1.757000000000000028e+01 1.470072493151467619e+01 1.454615239569123020e+01 1.438607840827343232e+01 1.404880761926126098e+01 1.387129598209783587e+01 1.368765344070961554e+01
1.758000000000000185e+01 1.470744401460983930e+01 1.455286885051616430e+01 1.439279442505882223e+01 1.405552973913166426e+01 1.387802484904077893e+01 1.369439165631832189e+01
1.759000000000000341e+01 1.471416306190814005e+01 1.455958526652342933e+01 1.439951039745216832e+01 1.406225179525506164e+01 1.388475363818608166e+01 1.370112977698652301e+01
1.760000000000000142e+01 1.472088207367189483e+01 1.456630164397938465e+01 1.440622632572838668e+01 1.406897378793810027e+01 1.389148234986404873e+01 1.370786780307369490e+01
1.761000000000000298e+01 1.472760105016274146e+01 1.457301798314970931e+01 1.441294221016170596e+01 1.407569571748664927e+01 1.389821098440415703e+01 1.371460573493843960e+01
1.762000000000000099e+01 1.473431999164160011e+01 1.457973428429938245e+01 1.441965805102563714e+01 1.408241758420580148e+01 1.390493954213506456e+01 1.372134357293845497e+01
1.763000000000000256e+01 1.474103889836874615e+01 1.458645054769269578e+01 1.442637384859298599e+01 1.408913938839989655e+01 1.391166802338460329e+01 1.372808131743058091e+01
1.764000000000000057e+01 1.474775777060372661e+01 1.459316677359323755e+01 1.443308960313585487e+01 1.409586113037247124e+01 1.391839642847978453e+01 1.373481896877074604e+01
1.765000000000000213e+01 1.475447660860543486e+01 1.459988296226393345e+01 1.443980531492564090e+01 1.410258281042633577e+01 1.392512475774681846e+01 1.374155652731402633e+01
1.766000000000000369e+01 1.476119541263206791e+01 1.460659911396700039e+01 1.444652098423305198e+01 1.410930442886352232e+01 1.393185301151108568e+01 1.374829399341461844e+01
1.767000000000000171e+01 1.476791418294114422e+01 1.461331522896398205e+01 1.445323661132807835e+01 1.411602598598529035e+01 1.393858119009716923e+01 1.375503136742583443e+01
1.768000000000000327e+01 1.477463291978951432e+01 1.462003130751574353e+01 1.445995219648003172e+01 1.412274748209215858e+01 1.394530929382883677e+01 1.376176864970012836e+01
1.769000000000000128e+01 1.478135162343334486e+01 1.462674734988246428e+01 1.446666773995751676e+01 1.412946891748387301e+01 1.395203732302904598e+01 1.376850584058906968e+01
1.770000000000000284e+01 1.478807029412813634e+01 1.463346335632364159e+01 1.447338324202847204e+01 1.413619029245943537e+01 1.395876527801996048e+01 1.377524294044338227e+01
1.771000000000000085e+01 1.479478893212870538e+01 1.464017932709810843e+01 1.448009870296009893e+01 1.414291160731709240e+01 1.396549315912294098e+01 1.378197994961290718e+01
1.772000000000000242e+01 1.480150753768920957e+01 1.464689526246401918e+01 1.448681412301895577e+01 1.414963286235433948e+01 1.397222096665853819e+01 1.378871686844663813e+01
1.773000000000000043e+01 1.480822611106313147e+01 1.465361116267885322e+01 1.449352950247088501e+01 1.415635405786792411e+01 1.397894870094651232e+01 1.379545369729270554e+01
1.774000000000000199e+01 1.481494465250328929e+01 1.466032702799941490e+01 1.450024484158106119e+01 1.416307519415383531e+01 1.398567636230583133e+01 1.380219043649838362e+01
1.775000000000000355e+01 1.482166316226184399e+01 1.466704285868185487e+01 1.450696014061396433e+01 1.416979627150734267e+01 1.399240395105465851e+01 1.380892708641008326e+01
1.776000000000000156e+01 1.482838164059028507e+01 1.467375865498164345e+01 1.451367539983340116e+01 1.417651729022294482e+01 1.399913146751037551e+01 1.381566364737337516e+01
1.777000000000000313e+01 1.483510008773943589e+01 1.468047441715359192e+01 1.452039061950249632e+01 1.418323825059441745e+01 1.400585891198957889e+01 1.382240011973297555e+01
1.778000000000000114e+01 1.484181850395948388e+01 1.468719014545184365e+01 1.452710579988369766e+01 1.418995915291479548e+01 1.401258628480806223e+01 1.382913650383274806e+01
1.779000000000000270e+01 1.484853688949993611e+01 1.469390584012989365e+01 1.453382094123877799e+01 1.419667999747637310e+01 1.401931358628085533e+01 1.383587280001572850e+01
1.780000000000000071e+01 1.485525524460965485e+01 1.470062150144055657e+01 1.454053604382882803e+01 1.420340078457071442e+01 1.402604081672218506e+01 1.384260900862408938e+01
1.781000000000000227e+01 1.486197356953685400e+01 1.470733712963601469e+01 1.454725110791429010e+01 1.421012151448864280e+01 1.403276797644551444e+01 1.384934512999917544e+01
1.782000000000000028e+01 1.486869186452907421e+01 1.471405272496776995e+01 1.455396613375490311e+01 1.421684218752026041e+01 1.403949506576351247e+01 1.385608116448148230e+01
1.783000000000000185e+01 1.487541012983324151e+01 1.472076828768669010e+01 1.456068112160977002e+01 1.422356280395493044e+01 1.404622208498808966e+01 1.386281711241068493e+01
1.784000000000000341e+01 1.488212836569560160e+01 1.472748381804297857e+01 1.456739607173730988e+01 1.423028336408130201e+01 1.405294903443036780e+01 1.386955297412561450e+01
1.785000000000000142e+01 1.488884657236177134e+01 1.473419931628619217e+01 1.457411098439527564e+01 1.423700386818729235e+01 1.405967591440070130e+01 1.387628874996425843e+01
1.786000000000000298e+01 1.489556475007672098e+01 1.474091478266524291e+01 1.458082585984076474e+01 1.424372431656009930e+01 1.406640272520868429e+01 1.388302444026380300e+01
1.787000000000000099e+01 1.490228289908476889e+01 1.474763021742838909e+01 1.458754069833021916e+01 1.425044470948618880e+01 1.407312946716312041e+01 1.388976004536058895e+01
1.788000000000000256e+01 1.490900101962960811e+01 1.475434562082325307e+01 1.459425550011940587e+01 1.425716504725132161e+01 1.407985614057207080e+01 1.389649556559013277e+01
1.789000000000000057e+01 1.491571911195428690e+01 1.476106099309680708e+01 1.460097026546344345e+01 1.426388533014053905e+01 1.408658274574282210e+01 1.390323100128713385e+01
1.790000000000000213e+01 1.492243717630120869e+01 1.476777633449538207e+01 1.460768499461681280e+01 1.427060555843816125e+01 1.409330928298189534e+01 1.390996635278547089e+01
1.791000000000000369e+01 1.492915521291215342e+01 1.477449164526467129e+01 1.461439968783330379e+01 1.427732573242779957e+01 1.410003575259506370e+01 1.391670162041820369e+01
1.792000000000000171e+01 1.493587322202825263e+01 1.478120692564973204e+01 1.462111434536607746e+01 1.428404585239235658e+01 1.410676215488732410e+01 1.392343680451756960e+01
1.793000000000000327e+01 1.494259120389002149e+01 1.478792217589498392e+01 1.462782896746765182e+01 1.429076591861402434e+01 1.411348849016294871e+01 1.393017190541499772e+01
1.794000000000000128e+01 1.494930915873734101e+01 1.479463739624421059e+01 1.463454355438987875e+01 1.429748593137428081e+01 1.412021475872542453e+01 1.393690692344111071e+01
