kT  z1_n0  z1_n1  z1_n2  z1_n3  z1_n4  z1_n5
3.146000000000000085e+01 1.118728121777763995e+01 1.125944571519319481e+01 1.133305595503031427e+01 1.148476611678459669e+01 1.156294524480726693e+01 1.164272861201907716e+01
3.147000000000000242e+01 1.119000029442764088e+01 1.126216414204906968e+01 1.133577340909229392e+01 1.148748059131305155e+01 1.156565767828062619e+01 1.164543861273866376e+01
3.148000000000000398e+01 1.119271906884833001e+01 1.126488226696807260e+01 1.133849056170494585e+01 1.149019476600462752e+01 1.156836981306988577e+01 1.164814831617782964e+01
3.149000000000000199e+01 1.119543754117987255e+01 1.126760009009036168e+01 1.134120741300822743e+01 1.149290864099829257e+01 1.157108164931317695e+01 1.165085772247363494e+01
3.150000000000000355e+01 1.119815571156232714e+01 1.127031761155597600e+01 1.134392396314198770e+01 1.149562221643289384e+01 1.157379318714852090e+01 1.165356683176302788e+01
3.151000000000000156e+01 1.120087358013564760e+01 1.127303483150484631e+01 1.134664021224595665e+01 1.149833549244717723e+01 1.157650442671383750e+01 1.165627564418285544e+01
3.152000000000000313e+01 1.120359114703967229e+01 1.127575175007680919e+01 1.134935616045976836e+01 1.150104846917978918e+01 1.157921536814694186e+01 1.165898415986986336e+01
3.153000000000000114e+01 1.120630841241414544e+01 1.127846836741158043e+01 1.135207180792295212e+01 1.150376114676925710e+01 1.158192601158553892e+01 1.166169237896068545e+01
3.154000000000000270e+01 1.120902537639869578e+01 1.128118468364877280e+01 1.135478715477491996e+01 1.150647352535401424e+01 1.158463635716723417e+01 1.166440030159186136e+01
3.155000000000000071e+01 1.121174203913284551e+01 1.128390069892789427e+01 1.135750220115498443e+01 1.150918560507237487e+01 1.158734640502952118e+01 1.166710792789981710e+01
3.156000000000000227e+01 1.121445840075601730e+01 1.128661641338834798e+01 1.136021694720234976e+01 1.151189738606256441e+01 1.159005615530979938e+01 1.166981525802087738e+01
3.157000000000000384e+01 1.121717446140752017e+01 1.128933182716942518e+01 1.136293139305611710e+01 1.151460886846268927e+01 1.159276560814534740e+01 1.167252229209127101e+01
3.158000000000000185e+01 1.121989022122656188e+01 1.129204694041031765e+01 1.136564553885527395e+01 1.151732005241074930e+01 1.159547476367335150e+01 1.167522903024710779e+01
3.159000000000000341e+01 1.122260568035224360e+01 1.129476175325010168e+01 1.136835938473870478e+01 1.152003093804465372e+01 1.159818362203089315e+01 1.167793547262441045e+01
3.160000000000000142e+01 1.122532083892355281e+01 1.129747626582775410e+01 1.137107293084518744e+01 1.152274152550218922e+01 1.160089218335494365e+01 1.168064161935908452e+01
3.161000000000000298e+01 1.122803569707938820e+01 1.130019047828215228e+01 1.137378617731340391e+01 1.152545181492104476e+01 1.160360044778237132e+01 1.168334747058693956e+01
3.162000000000000099e+01 1.123075025495852408e+01 1.130290439075204922e+01 1.137649912428191357e+01 1.152816180643880450e+01 1.160630841544993963e+01 1.168605302644368038e+01
3.163000000000000256e+01 1.123346451269964064e+01 1.130561800337610912e+01 1.137921177188917810e+01 1.153087150019294782e+01 1.160901608649431083e+01 1.168875828706491227e+01
3.164000000000000057e+01 1.123617847044130791e+01 1.130833131629288069e+01 1.138192412027355438e+01 1.153358089632084571e+01 1.161172346105203523e+01 1.169146325258612862e+01
3.165000000000000213e+01 1.123889212832199647e+01 1.131104432964081319e+01 1.138463616957329627e+01 1.153628999495976970e+01 1.161443053925957081e+01 1.169416792314272513e+01
3.166000000000000369e+01 1.124160548648006142e+01 1.131375704355824752e+01 1.138734791992654216e+01 1.153899879624688118e+01 1.161713732125326359e+01 1.169687229886999624e+01
3.167000000000000171e+01 1.124431854505376194e+01 1.131646945818341443e+01 1.139005937147133274e+01 1.154170730031924208e+01 1.161984380716935661e+01 1.169957637990312982e+01
3.168000000000000327e+01 1.124703130418125063e+01 1.131918157365445232e+01 1.139277052434560389e+01 1.154441550731379884e+01 1.162254999714399162e+01 1.170228016637721424e+01
3.169000000000000128e+01 1.124974376400056997e+01 1.132189339010938056e+01 1.139548137868718491e+01 1.154712341736741443e+01 1.162525589131320558e+01 1.170498365842723310e+01
3.170000000000000284e+01 1.125245592464965760e+01 1.132460490768611905e+01 1.139819193463379676e+01 1.154983103061682392e+01 1.162796148981292887e+01 1.170768685618806870e+01
3.171000000000000085e+01 1.125516778626635706e+01 1.132731612652248820e+01 1.140090219232305913e+01 1.155253834719867356e+01 1.163066679277899063e+01 1.171038975979450036e+01
3.172000000000000242e+01 1.125787934898839993e+01 1.133002704675619654e+01 1.140361215189248689e+01 1.155524536724949769e+01 1.163337180034712048e+01 1.171309236938120790e+01
3.173000000000000398e+01 1.126059061295340769e+01 1.133273766852484599e+01 1.140632181347948837e+01 1.155795209090573294e+01 1.163607651265293974e+01 1.171579468508276456e+01
3.174000000000000199e+01 1.126330157829890410e+01 1.133544799196593900e+01 1.140903117722136528e+01 1.156065851830370761e+01 1.163878092983197021e+01 1.171849670703364055e+01
3.175000000000000355e+01 1.126601224516231170e+01 1.133815801721687855e+01 1.141174024325532876e+01 1.156336464957964516e+01 1.164148505201962536e+01 1.172119843536821548e+01
3.176000000000000156e+01 1.126872261368094108e+01 1.134086774441494860e+01 1.141444901171846027e+01 1.156607048486967315e+01 1.164418887935122271e+01 1.172389987022074820e+01
3.177000000000000313e+01 1.127143268399200338e+01 1.134357717369734253e+01 1.141715748274775954e+01 1.156877602430980367e+01 1.164689241196196967e+01 1.172660101172541403e+01
3.178000000000000114e+01 1.127414245623260847e+01 1.134628630520113823e+01 1.141986565648011265e+01 1.157148126803595645e+01 1.164959564998697950e+01 1.172930186001627639e+01
3.179000000000000270e+01 1.127685193053975254e+01 1.134899513906332480e+01 1.142257353305230261e+01 1.157418621618394106e+01 1.165229859356125175e+01 1.173200241522730103e+01
3.180000000000000071e+01 1.127956110705033765e+01 1.135170367542076875e+01 1.142528111260100587e+01 1.157689086888946939e+01 1.165500124281969541e+01 1.173470267749235063e+01
3.181000000000000227e+01 1.128226998590115926e+01 1.135441191441024777e+01 1.142798839526280119e+01 1.157959522628813964e+01 1.165770359789711108e+01 1.173740264694518665e+01
3.182000000000000384e+01 1.128497856722890980e+01 1.135711985616842590e+01 1.143069538117416073e+01 1.158229928851546120e+01 1.166040565892819636e+01 1.174010232371946927e+01
3.183000000000000185e+01 1.128768685117017689e+01 1.135982750083187121e+01 1.143340207047145007e+01 1.158500305570682976e+01 1.166310742604754758e+01 1.174280170794876099e+01
3.184000000000000341e+01 1.129039483786144160e+01 1.136253484853704165e+01 1.143610846329093356e+01 1.158770652799754330e+01 1.166580889938966337e+01 1.174550079976651951e+01
3.185000000000000142e+01 1.129310252743908727e+01 1.136524189942029750e+01 1.143881455976877248e+01 1.159040970552279326e+01 1.166851007908892512e+01 1.174819959930609947e+01
3.186000000000000298e+01 1.129580992003939599e+01 1.136794865361789064e+01 1.144152036004102513e+01 1.159311258841767867e+01 1.167121096527963608e+01 1.175089810670076140e+01
3.187000000000000099e+01 1.129851701579854151e+01 1.137065511126597173e+01 1.144422586424364674e+01 1.159581517681717600e+01 1.167391155809598047e+01 1.175359632208366278e+01
3.188000000000000256e+01 1.130122381485259098e+01 1.137336127250059192e+01 1.144693107251248598e+01 1.159851747085618356e+01 1.167661185767204834e+01 1.175629424558785274e+01
3.189000000000000057e+01 1.130393031733751741e+01 1.137606713745769405e+01 1.144963598498329738e+01 1.160121947066947712e+01 1.167931186414182143e+01 1.175899187734629336e+01
3.190000000000000213e+01 1.130663652338919078e+01 1.137877270627311965e+01 1.145234060179171820e+01 1.160392117639174536e+01 1.168201157763918729e+01 1.176168921749183660e+01
3.191000000000000369e+01 1.130934243314337451e+01 1.138147797908260905e+01 1.145504492307329691e+01 1.160662258815755976e+01 1.168471099829792692e+01 1.176438626615723848e+01
3.192000000000000171e+01 1.131204804673572717e+01 1.138418295602179775e+01 1.145774894896347007e+01 1.160932370610140296e+01 1.168741012625172360e+01 1.176708302347514845e+01
3.193000000000000327e+01 1.131475336430181322e+01 1.138688763722622177e+01 1.146045267959757652e+01 1.161202453035765281e+01 1.169010896163415936e+01 1.176977948957813069e+01
3.194000000000000128e+01 1.131745838597708342e+01 1.138959202283130523e+01 1.146315611511085208e+01 1.161472506106057878e+01 1.169280750457871321e+01 1.177247566459863037e+01
3.195000000000000284e+01 1.132016311189690150e+01 1.139229611297238876e+01 1.146585925563842778e+01 1.161742529834435800e+01 1.169550575521876290e+01 1.177517154866900917e+01
3.196000000000000085e+01 1.132286754219651215e+01 1.139499990778469041e+01 1.146856210131533516e+01 1.162012524234305921e+01 1.169820371368758849e+01 1.177786714192151685e+01
3.197000000000000242e+01 1.132557167701107126e+01 1.139770340740333943e+01 1.147126465227650272e+01 1.162282489319065348e+01 1.170090138011836522e+01 1.178056244448831258e+01
3.198000000000000398e+01 1.132827551647562458e+01 1.140040661196335314e+01 1.147396690865675417e+01 1.162552425102100706e+01 1.170359875464417421e+01 1.178325745650144896e+01
3.199000000000000199e+01 1.133097906072512373e+01 1.140310952159966007e+01 1.147666887059081553e+01 1.162822331596789027e+01 1.170629583739798640e+01 1.178595217809288442e+01
3.200000000000000000e+01 1.133368230989441194e+01 1.140581213644707148e+01 1.147937053821330977e+01 1.163092208816496331e+01 1.170899262851268219e+01 1.178864660939447440e+01
3.200999999999999801e+01 1.133638526411823477e+01 1.140851445664030805e+01 1.148207191165875507e+01 1.163362056774579756e+01 1.171168912812103535e+01 1.179134075053797481e+01
3.201999999999999602e+01 1.133908792353123296e+01 1.141121648231398389e+01 1.148477299106157190e+01 1.163631875484385070e+01 1.171438533635572199e+01 1.179403460165504924e+01
3.203000000000000114e+01 1.134179028826795310e+01 1.141391821360261360e+01 1.148747377655607949e+01 1.163901664959249338e+01 1.171708125334932049e+01 1.179672816287725468e+01
3.203999999999999915e+01 1.134449235846282988e+01 1.141661965064061057e+01 1.149017426827649047e+01 1.164171425212498079e+01 1.171977687923430089e+01 1.179942143433605040e+01
3.204999999999999716e+01 1.134719413425020562e+01 1.141932079356228513e+01 1.149287446635692156e+01 1.164441156257447751e+01 1.172247221414304263e+01 1.180211441616280332e+01
3.205999999999999517e+01 1.134989561576431782e+01 1.142202164250184460e+01 1.149557437093138113e+01 1.164710858107404512e+01 1.172516725820782035e+01 1.180480710848877024e+01
3.207000000000000028e+01 1.135259680313930097e+01 1.142472219759340213e+01 1.149827398213379226e+01 1.164980530775664569e+01 1.172786201156080921e+01 1.180749951144511734e+01
3.207999999999999829e+01 1.135529769650919540e+01 1.142742245897096254e+01 1.150097330009795726e+01 1.165250174275513828e+01 1.173055647433408843e+01 1.181019162516291310e+01
3.208999999999999631e+01 1.135799829600793664e+01 1.143012242676843115e+01 1.150367232495758785e+01 1.165519788620228070e+01 1.173325064665963602e+01 1.181288344977312299e+01
3.210000000000000142e+01 1.136069860176935720e+01 1.143282210111962094e+01 1.150637105684629979e+01 1.165789373823074193e+01 1.173594452866932514e+01 1.181557498540661477e+01
3.210999999999999943e+01 1.136339861392719186e+01 1.143552148215822939e+01 1.150906949589758987e+01 1.166058929897307017e+01 1.173863812049494015e+01 1.181826623219416383e+01
3.211999999999999744e+01 1.136609833261507774e+01 1.143822057001786696e+01 1.151176764224488025e+01 1.166328456856173368e+01 1.174133142226815707e+01 1.182095719026643721e+01
3.212999999999999545e+01 1.136879775796654357e+01 1.144091936483203398e+01 1.151446549602146696e+01 1.166597954712909058e+01 1.174402443412055597e+01 1.182364785975401489e+01
3.214000000000000057e+01 1.137149689011503284e+01 1.144361786673413661e+01 1.151716305736056789e+01 1.166867423480740662e+01 1.174671715618362278e+01 1.182633824078737206e+01
3.214999999999999858e+01 1.137419572919386468e+01 1.144631607585747801e+01 1.151986032639528190e+01 1.167136863172883743e+01 1.174940958858873508e+01 1.182902833349688798e+01
3.215999999999999659e+01 1.137689427533628361e+01 1.144901399233525829e+01 1.152255730325862082e+01 1.167406273802544625e+01 1.175210173146717629e+01 1.183171813801284067e+01
3.217000000000000171e+01 1.137959252867542226e+01 1.145171161630058521e+01 1.152525398808348989e+01 1.167675655382919686e+01 1.175479358495013571e+01 1.183440765446541754e+01
3.217999999999999972e+01 1.138229048934430843e+01 1.145440894788645814e+01 1.152795038100269309e+01 1.167945007927195178e+01 1.175748514916869780e+01 1.183709688298470475e+01
3.218999999999999773e+01 1.138498815747588111e+01 1.145710598722578233e+01 1.153064648214894561e+01 1.168214331448547050e+01 1.176017642425385468e+01 1.183978582370068899e+01
3.219999999999999574e+01 1.138768553320297272e+01 1.145980273445136177e+01 1.153334229165484359e+01 1.168483625960142547e+01 1.176286741033648831e+01 1.184247447674326281e+01
3.221000000000000085e+01 1.139038261665832330e+01 1.146249918969590276e+01 1.153603780965290682e+01 1.168752891475138256e+01 1.176555810754739895e+01 1.184516284224221927e+01
3.221999999999999886e+01 1.139307940797456276e+01 1.146519535309200322e+01 1.153873303627553426e+01 1.169022128006680283e+01 1.176824851601727495e+01 1.184785092032725906e+01
3.222999999999999687e+01 1.139577590728422507e+01 1.146789122477217404e+01 1.154142797165503431e+01 1.169291335567905676e+01 1.177093863587671052e+01 1.185053871112797808e+01
3.224000000000000199e+01 1.139847211471976074e+01 1.147058680486881777e+01 1.154412261592362654e+01 1.169560514171941712e+01 1.177362846725621282e+01 1.185322621477388338e+01
3.225000000000000000e+01 1.140116803041349058e+01 1.147328209351424277e+01 1.154681696921340794e+01 1.169829663831905009e+01 1.177631801028616820e+01 1.185591343139437903e+01
3.225999999999999801e+01 1.140386365449766615e+01 1.147597709084065087e+01 1.154951103165639381e+01 1.170098784560903482e+01 1.177900726509688667e+01 1.185860036111877136e+01
3.226999999999999602e+01 1.140655898710442173e+01 1.147867179698015505e+01 1.155220480338450173e+01 1.170367876372034033e+01 1.178169623181857162e+01 1.186128700407627967e+01
3.228000000000000114e+01 1.140925402836580105e+01 1.148136621206476704e+01 1.155489828452953383e+01 1.170636939278384503e+01 1.178438491058133408e+01 1.186397336039601491e+01
3.228999999999999915e+01 1.141194877841374655e+01 1.148406033622638667e+01 1.155759147522321406e+01 1.170905973293032254e+01 1.178707330151517141e+01 1.186665943020700453e+01
3.229999999999999716e+01 1.141464323738009945e+01 1.148675416959683382e+01 1.156028437559715272e+01 1.171174978429045943e+01 1.178976140475000811e+01 1.186934521363815875e+01
3.230999999999999517e+01 1.141733740539661035e+01 1.148944771230781825e+01 1.156297698578286592e+01 1.171443954699483214e+01 1.179244922041565324e+01 1.187203071081831851e+01
3.232000000000000028e+01 1.142003128259492328e+01 1.149214096449095557e+01 1.156566930591177567e+01 1.171712902117393007e+01 1.179513674864182349e+01 1.187471592187620928e+01
3.232999999999999829e+01 1.142272486910658991e+01 1.149483392627775480e+01 1.156836133611519379e+01 1.171981820695813425e+01 1.179782398955814138e+01 1.187740084694046772e+01
3.233999999999999631e+01 1.142541816506305885e+01 1.149752659779964326e+01 1.157105307652434867e+01 1.172250710447773514e+01 1.180051094329413175e+01 1.188008548613963100e+01
3.235000000000000142e+01 1.142811117059568460e+01 1.150021897918793812e+01 1.157374452727036029e+01 1.172519571386292192e+01 1.180319760997922174e+01 1.188276983960214750e+01
3.235999999999999943e+01 1.143080388583571860e+01 1.150291107057385176e+01 1.157643568848425275e+01 1.172788403524379497e+01 1.180588398974273368e+01 1.188545390745635366e+01
3.236999999999999744e+01 1.143349631091431640e+01 1.150560287208851307e+01 1.157912656029695597e+01 1.173057206875034097e+01 1.180857008271391173e+01 1.188813768983051311e+01
3.237999999999999545e+01 1.143618844596254469e+01 1.150829438386294612e+01 1.158181714283928976e+01 1.173325981451246491e+01 1.181125588902188817e+01 1.189082118685277933e+01
3.239000000000000057e+01 1.143888029111136184e+01 1.151098560602808085e+01 1.158450743624199752e+01 1.173594727265996873e+01 1.181394140879570287e+01 1.189350439865121167e+01
3.239999999999999858e+01 1.144157184649162673e+01 1.151367653871474062e+01 1.158719744063570189e+01 1.173863444332255135e+01 1.181662664216429981e+01 1.189618732535377532e+01
3.240999999999999659e+01 1.144426311223411119e+01 1.151636718205366172e+01 1.158988715615094556e+01 1.174132132662982464e+01 1.181931158925652703e+01 1.189886996708834310e+01
3.242000000000000171e+01 1.144695408846948226e+01 1.151905753617547568e+01 1.159257658291816462e+01 1.174400792271130456e+01 1.182199625020113842e+01 1.190155232398268836e+01
3.242999999999999972e+01 1.144964477532831282e+01 1.152174760121071628e+01 1.159526572106769393e+01 1.174669423169639160e+01 1.182468062512678664e+01 1.190423439616449208e+01
3.243999999999999773e+01 1.145233517294106917e+01 1.152443737728982676e+01 1.159795457072978131e+01 1.174938025371441519e+01 1.182736471416203194e+01 1.190691618376133931e+01
3.244999999999999574e+01 1.145502528143813770e+01 1.152712686454314728e+01 1.160064313203457331e+01 1.175206598889459109e+01 1.183004851743534225e+01 1.190959768690071563e+01
3.246000000000000085e+01 1.145771510094979817e+01 1.152981606310092388e+01 1.160333140511211703e+01 1.175475143736604799e+01 1.183273203507507887e+01 1.191227890571002668e+01
3.246999999999999886e+01 1.146040463160623091e+01 1.153250497309330314e+01 1.160601939009236538e+01 1.175743659925780626e+01 1.183541526720951964e+01 1.191495984031656263e+01
3.247999999999999687e+01 1.146309387353752385e+01 1.153519359465033212e+01 1.160870708710516830e+01 1.176012147469880453e+01 1.183809821396683226e+01 1.191764049084753907e+01
3.249000000000000199e+01 1.146578282687366723e+01 1.153788192790196909e+01 1.161139449628029396e+01 1.176280606381787663e+01 1.184078087547511693e+01 1.192032085743006320e+01
3.250000000000000000e+01 1.146847149174455360e+01 1.154056997297806930e+01 1.161408161774738446e+01 1.176549036674375870e+01 1.184346325186233884e+01 1.192300094019115164e+01
3.250999999999999801e+01 1.147115986827997602e+01 1.154325773000839206e+01 1.161676845163602501e+01 1.176817438360509627e+01 1.184614534325639923e+01 1.192568073925772687e+01
3.251999999999999602e+01 1.147384795660964230e+01 1.154594519912259898e+01 1.161945499807567295e+01 1.177085811453043718e+01 1.184882714978509100e+01 1.192836025475661899e+01
3.253000000000000114e+01 1.147653575686314831e+01 1.154863238045026641e+01 1.162214125719570035e+01 1.177354155964823335e+01 1.185150867157611643e+01 1.193103948681456750e+01
3.253999999999999915e+01 1.147922326917000646e+01 1.155131927412085169e+01 1.162482722912537803e+01 1.177622471908684076e+01 1.185418990875708012e+01 1.193371843555820355e+01
3.254999999999999716e+01 1.148191049365962968e+01 1.155400588026373931e+01 1.162751291399389508e+01 1.177890759297451950e+01 1.185687086145549252e+01 1.193639710111407837e+01
3.255999999999999517e+01 1.148459743046133319e+01 1.155669219900820011e+01 1.163019831193032516e+01 1.178159018143943371e+01 1.185955152979876637e+01 1.193907548360864901e+01
3.257000000000000028e+01 1.148728407970433452e+01 1.155937823048342672e+01 1.163288342306366019e+01 1.178427248460965515e+01 1.186223191391423093e+01 1.194175358316827129e+01
3.257999999999999829e+01 1.148997044151775704e+01 1.156206397481849280e+01 1.163556824752278551e+01 1.178695450261315614e+01 1.186491201392910355e+01 1.194443139991921043e+01
3.258999999999999631e+01 1.149265651603062643e+01 1.156474943214239559e+01 1.163825278543649588e+01 1.178963623557781482e+01 1.186759182997051632e+01 1.194710893398763396e+01
3.260000000000000142e+01 1.149534230337188490e+01 1.156743460258403111e+01 1.164093703693349369e+01 1.179231768363142230e+01 1.187027136216551604e+01 1.194978618549963123e+01
3.260999999999999943e+01 1.149802780367036092e+01 1.157011948627219056e+01 1.164362100214237827e+01 1.179499884690165601e+01 1.187295061064103585e+01 1.195246315458117614e+01
3.261999999999999744e+01 1.150071301705479598e+01 1.157280408333558341e+01 1.164630468119166018e+01 1.179767972551611699e+01 1.187562957552392895e+01 1.195513984135816976e+01
3.262999999999999545e+01 1.150339794365383916e+01 1.157548839390281259e+01 1.164898807420974869e+01 1.180036031960230325e+01 1.187830825694095083e+01 1.195781624595640658e+01
3.264000000000000057e+01 1.150608258359604363e+01 1.157817241810239572e+01 1.165167118132496249e+01 1.180304062928761866e+01 1.188098665501876283e+01 1.196049236850159048e+01
3.264999999999999858e+01 1.150876693700985953e+01 1.158085615606274565e+01 1.165435400266552435e+01 1.180572065469937471e+01 1.188366476988392861e+01 1.196316820911934009e+01
3.265999999999999659e+01 1.151145100402364818e+01 1.158353960791218284e+01 1.165703653835955045e+01 1.180840039596478341e+01 1.188634260166292123e+01 1.196584376793516924e+01
3.267000000000000171e+01 1.151413478476568031e+01 1.158622277377893717e+01 1.165971878853508592e+01 1.181107985321097154e+01 1.188902015048212490e+01 1.196851904507450826e+01
3.267999999999999972e+01 1.151681827936412361e+01 1.158890565379113724e+01 1.166240075332005688e+01 1.181375902656495924e+01 1.189169741646782086e+01 1.197119404066268977e+01
3.268999999999999773e+01 1.151950148794704809e+01 1.159158824807681931e+01 1.166508243284230417e+01 1.181643791615367789e+01 1.189437439974620148e+01 1.197386875482495761e+01
3.269999999999999574e+01 1.152218441064244558e+01 1.159427055676392904e+01 1.166776382722957628e+01 1.181911652210397534e+01 1.189705110044336500e+01 1.197654318768645965e+01
3.271000000000000085e+01 1.152486704757819957e+01 1.159695257998030549e+01 1.167044493660952753e+01 1.182179484454258755e+01 1.189972751868531908e+01 1.197921733937225497e+01
3.271999999999999886e+01 1.152754939888209407e+01 1.159963431785370958e+01 1.167312576110971278e+01 1.182447288359616522e+01 1.190240365459797367e+01 1.198189121000730673e+01
3.272999999999999687e+01 1.153023146468183846e+01 1.160231577051179386e+01 1.167580630085758742e+01 1.182715063939126487e+01 1.190507950830714989e+01 1.198456479971648392e+01
3.274000000000000199e+01 1.153291324510503202e+01 1.160499693808212029e+01 1.167848655598052865e+01 1.182982811205434892e+01 1.190775507993856941e+01 1.198723810862457206e+01
3.275000000000000000e+01 1.153559474027918164e+01 1.160767782069216203e+01 1.168116652660580712e+01 1.183250530171178916e+01 1.191043036961786861e+01 1.198991113685625720e+01
3.275999999999999801e+01 1.153827595033170361e+01 1.161035841846928918e+01 1.168384621286059932e+01 1.183518220848985791e+01 1.191310537747058262e+01 1.199258388453613300e+01
3.276999999999999602e+01 1.154095687538991832e+01 1.161303873154078303e+01 1.168652561487198938e+01 1.183785883251473692e+01 1.191578010362216489e+01 1.199525635178870786e+01
3.278000000000000114e+01 1.154363751558105733e+01 1.161571876003383430e+01 1.168920473276697436e+01 1.184053517391251553e+01 1.191845454819796757e+01 1.199792853873839249e+01
3.278999999999999915e+01 1.154631787103224916e+01 1.161839850407553065e+01 1.169188356667244832e+01 1.184321123280918542e+01 1.192112871132324692e+01 1.200060044550950877e+01
3.279999999999999716e+01 1.154899794187053352e+01 1.162107796379286562e+01 1.169456211671520762e+01 1.184588700933065653e+01 1.192380259312318103e+01 1.200327207222628090e+01
3.280999999999999517e+01 1.155167772822286310e+01 1.162375713931275101e+01 1.169724038302197044e+01 1.184856250360272512e+01 1.192647619372283785e+01 1.200594341901285489e+01
3.282000000000000028e+01 1.155435723021608574e+01 1.162643603076200449e+01 1.169991836571935373e+01 1.185123771575111995e+01 1.192914951324720896e+01 1.200861448599327197e+01
3.282999999999999829e+01 1.155703644797695517e+01 1.162911463826732827e+01 1.170259606493386784e+01 1.185391264590145610e+01 1.193182255182118112e+01 1.201128527329148632e+01
3.283999999999999631e+01 1.155971538163214518e+01 1.163179296195535173e+01 1.170527348079195207e+01 1.185658729417926338e+01 1.193449530956955584e+01 1.201395578103136685e+01
3.285000000000000142e+01 1.156239403130822474e+01 1.163447100195260475e+01 1.170795061341993915e+01 1.185926166070998278e+01 1.193716778661704403e+01 1.201662600933668479e+01
3.285999999999999943e+01 1.156507239713167401e+01 1.163714875838552665e+01 1.171062746294406587e+01 1.186193574561895581e+01 1.193983998308825889e+01 1.201929595833111897e+01
3.286999999999999744e+01 1.156775047922887900e+01 1.163982623138045902e+01 1.171330402949048555e+01 1.186460954903143339e+01 1.194251189910772126e+01 1.202196562813825942e+01
3.287999999999999545e+01 1.157042827772612625e+01 1.164250342106365288e+01 1.171598031318525202e+01 1.186728307107257763e+01 1.194518353479987027e+01 1.202463501888160913e+01
3.289000000000000057e+01 1.157310579274962947e+01 1.164518032756126686e+01 1.171865631415433207e+01 1.186995631186745470e+01 1.194785489028904557e+01 1.202730413068457871e+01
3.289999999999999858e+01 1.157578302442548512e+01 1.164785695099936191e+01 1.172133203252358946e+01 1.187262927154104197e+01 1.195052596569949088e+01 1.202997296367048108e+01
3.290999999999999659e+01 1.157845997287971329e+01 1.165053329150391370e+01 1.172400746841879915e+01 1.187530195021821910e+01 1.195319676115536645e+01 1.203264151796255277e+01
3.292000000000000171e+01 1.158113663823823458e+01 1.165320934920079843e+01 1.172668262196565614e+01 1.187797434802377872e+01 1.195586727678074013e+01 1.203530979368392195e+01
3.292999999999999972e+01 1.158381302062687723e+01 1.165588512421579992e+01 1.172935749328973998e+01 1.188064646508241573e+01 1.195853751269958387e+01 1.203797779095764398e+01
3.293999999999999773e+01 1.158648912017137711e+01 1.165856061667462029e+01 1.173203208251655383e+01 1.188331830151874158e+01 1.196120746903578258e+01 1.204064550990666760e+01
3.294999999999999574e+01 1.158916493699738126e+01 1.166123582670285153e+01 1.173470638977150315e+01 1.188598985745726644e+01 1.196387714591313056e+01 1.204331295065386342e+01
3.296000000000000085e+01 1.159184047123044614e+01 1.166391075442600744e+01 1.173738041517990460e+01 1.188866113302241878e+01 1.196654654345532798e+01 1.204598011332201146e+01
3.296999999999999886e+01 1.159451572299602340e+01 1.166658539996950239e+01 1.174005415886697534e+01 1.189133212833852937e+01 1.196921566178597729e+01 1.204864699803379224e+01
3.297999999999999687e+01 1.159719069241948830e+01 1.166925976345866189e+01 1.174272762095784728e+01 1.189400284352983128e+01 1.197188450102861168e+01 1.205131360491180281e+01
3.299000000000000199e+01 1.159986537962611663e+01 1.167193384501871734e+01 1.174540080157755995e+01 1.189667327872048119e+01 1.197455306130665242e+01 1.205397993407855495e+01
3.300000000000000000e+01 1.160253978474108827e+01 1.167460764477480772e+01 1.174807370085105340e+01 1.189934343403453454e+01 1.197722134274343908e+01 1.205664598565645917e+01
3.300999999999999801e+01 1.160521390788949958e+01 1.167728116285197970e+01 1.175074631890318422e+01 1.190201330959595616e+01 1.197988934546221707e+01 1.205931175976784608e+01
3.301999999999999602e+01 1.160788774919635102e+01 1.167995439937519464e+01 1.175341865585871481e+01 1.190468290552861674e+01 1.198255706958614830e+01 1.206197725653495212e+01
3.303000000000000114e+01 1.161056130878655246e+01 1.168262735446931089e+01 1.175609071184231347e+01 1.190735222195631238e+01 1.198522451523829346e+01 1.206464247607992668e+01
3.303999999999999915e+01 1.161323458678492138e+01 1.168530002825910685e+01 1.175876248697855786e+01 1.191002125900271835e+01 1.198789168254163151e+01 1.206730741852482858e+01
3.304999999999999716e+01 1.161590758331618112e+01 1.168797242086926147e+01 1.176143398139193508e+01 1.191269001679145312e+01 1.199055857161904903e+01 1.206997208399162602e+01
3.305999999999999517e+01 1.161858029850496798e+01 1.169064453242435953e+01 1.176410519520683984e+01 1.191535849544601966e+01 1.199322518259334025e+01 1.207263647260219486e+01
3.307000000000000028e+01 1.162125273247582946e+01 1.169331636304890942e+01 1.176677612854757982e+01 1.191802669508983747e+01 1.199589151558721944e+01 1.207530058447833810e+01
3.307999999999999829e+01 1.162392488535321711e+01 1.169598791286731121e+01 1.176944678153835966e+01 1.192069461584624079e+01 1.199855757072328721e+01 1.207796441974174328e+01
3.308999999999999631e+01 1.162659675726148656e+01 1.169865918200387966e+01 1.177211715430330941e+01 1.192336225783846437e+01 1.200122334812407843e+01 1.208062797851403580e+01
3.310000000000000142e+01 1.162926834832491885e+01 1.170133017058284786e+01 1.177478724696645607e+01 1.192602962118966126e+01 1.200388884791203559e+01 1.208329126091673622e+01
3.310999999999999943e+01 1.163193965866768487e+01 1.170400087872833694e+01 1.177745705965173606e+01 1.192869670602288501e+01 1.200655407020949106e+01 1.208595426707127629e+01
