kT  z1_n0  z1_n1  z1_n2  z1_n3  z1_n4  z1_n5
4.429999999999999716e+00 1.757401910831689396e+00 1.822213854788899301e+00 1.893471448004584223e+00 2.058368545184558585e+00 2.153775961303125097e+00 2.259192089988514063e+00
4.439999999999999503e+00 1.762302795966927960e+00 1.827156002414905167e+00 1.898444903238733605e+00 2.063363787310956710e+00 2.158754842551078745e+00 2.264130773860902668e+00
4.450000000000000178e+00 1.767202499501796087e+00 1.832096752485633528e+00 1.903416772596802309e+00 2.068357211746113755e+00 2.163731904159210462e+00 2.269067748831628428e+00
4.459999999999999964e+00 1.772101015533375623e+00 1.837036100464937594e+00 1.908387052838427245e+00 2.073348817166927649e+00 2.168707145090434718e+00 2.274003013384221283e+00
4.469999999999999751e+00 1.776998338217049112e+00 1.841974041864288036e+00 1.913355740759841161e+00 2.078338602268002600e+00 2.173680564320840780e+00 2.278936566017513599e+00
4.479999999999999538e+00 1.781894461766053706e+00 1.846910572242427717e+00 1.918322833193639276e+00 2.083326565761642879e+00 2.178652160839757101e+00 2.283868405245713440e+00
4.490000000000000213e+00 1.786789380451039522e+00 1.851845687205026625e+00 1.923288327008550569e+00 2.088312706377841721e+00 2.183621933649815716e+00 2.288798529598463638e+00
4.500000000000000000e+00 1.791683088599631102e+00 1.856779382404344814e+00 1.928252219109205523e+00 2.093297022864276435e+00 2.188589881767009970e+00 2.293726937620910178e+00
4.509999999999999787e+00 1.796575580595991761e+00 1.861711653538891120e+00 1.933214506435910529e+00 2.098279513986289757e+00 2.193556004220752698e+00 2.298653627873753713e+00
4.519999999999999574e+00 1.801466850880394155e+00 1.866642496353089431e+00 1.938175185964419844e+00 2.103260178526879187e+00 2.198520300053926402e+00 2.303578598933308186e+00
4.530000000000000249e+00 1.806356893948790843e+00 1.871571906636944504e+00 1.943134254705708441e+00 2.108239015286678342e+00 2.203482768322936547e+00 2.308501849391548344e+00
4.540000000000000036e+00 1.811245704352384633e+00 1.876499880225710015e+00 1.948091709705745078e+00 2.113216023083936967e+00 2.208443408097751970e+00 2.313423377856156815e+00
4.549999999999999822e+00 1.816133276697213805e+00 1.881426412999558595e+00 1.953047548045268922e+00 2.118191200754504067e+00 2.213402218461953730e+00 2.318343182950568959e+00
4.559999999999999609e+00 1.821019605643727335e+00 1.886351500883256316e+00 1.958001766839565061e+00 2.123164547151798143e+00 2.218359198512772412e+00 2.323261263314010172e+00
4.570000000000000284e+00 1.825904685906372560e+00 1.891275139845836506e+00 1.962954363238241795e+00 2.128136061146792102e+00 2.223314347361126764e+00 2.328177617601535410e+00
4.580000000000000071e+00 1.830788512253177958e+00 1.896197325900275565e+00 1.967905334425007258e+00 2.133105741627975949e+00 2.228267664131655224e+00 2.333092244484059385e+00
4.589999999999999858e+00 1.835671079505347247e+00 1.901118055103173665e+00 1.972854677617447816e+00 2.138073587501337247e+00 2.233219147962750561e+00 2.338005142648390766e+00
4.599999999999999645e+00 1.840552382536852827e+00 1.906037323554435670e+00 1.977802390066810689e+00 2.143039597690325149e+00 2.238168798006585636e+00 2.342916310797255708e+00
4.610000000000000320e+00 1.845432416274028098e+00 1.910955127396955167e+00 1.982748469057780571e+00 2.148003771135822859e+00 2.243116613429144035e+00 2.347825747649322725e+00
4.620000000000000107e+00 1.850311175695170451e+00 1.915871462816297166e+00 1.987692911908263138e+00 2.152966106796110779e+00 2.248062593410236509e+00 2.352733451939226228e+00
4.629999999999999893e+00 1.855188655830142475e+00 1.920786326040387237e+00 1.992635715969166998e+00 2.157926603646834529e+00 2.253006737143527616e+00 2.357639422417582509e+00
4.639999999999999680e+00 1.860064851759975380e+00 1.925699713339202201e+00 1.997576878624187202e+00 2.162885260680965427e+00 2.257949043836553038e+00 2.362543657851006174e+00
4.649999999999999467e+00 1.864939758616479981e+00 1.930611621024459046e+00 2.002516397289588301e+00 2.167842076908764515e+00 2.262889512710732021e+00 2.367446157022123465e+00
4.660000000000000142e+00 1.869813371581855677e+00 1.935522045449310502e+00 2.007454269413990744e+00 2.172797051357741704e+00 2.267828143001383800e+00 2.372346918729581144e+00
4.669999999999999929e+00 1.874685685888304754e+00 1.940430983008037735e+00 2.012390492478155934e+00 2.177750183072615364e+00 2.272764933957737821e+00 2.377245941788055372e+00
4.679999999999999716e+00 1.879556696817648032e+00 1.945338430135751473e+00 2.017325063994773515e+00 2.182701471115269687e+00 2.277699884842942168e+00 2.382143225028256595e+00
4.689999999999999503e+00 1.884426399700948274e+00 1.950244383308088914e+00 2.022257981508249092e+00 2.187650914564710281e+00 2.282632994934072013e+00 2.387038767296933095e+00
4.700000000000000178e+00 1.889294789918128270e+00 1.955148839040915965e+00 2.027189242594493734e+00 2.192598512517021536e+00 2.287564263522130936e+00 2.391932567456868775e+00
4.709999999999999964e+00 1.894161862897596249e+00 1.960051793890028815e+00 2.032118844860712148e+00 2.197544264085314669e+00 2.292493689912054045e+00 2.396824624386884039e+00
4.719999999999999751e+00 1.899027614115877061e+00 1.964953244450863501e+00 2.037046785945194394e+00 2.202488168399687307e+00 2.297421273422710186e+00 2.401714936981828252e+00
4.729999999999999538e+00 1.903892039097239808e+00 1.969853187358198809e+00 2.041973063517108500e+00 2.207430224607167535e+00 2.302347013386897512e+00 2.406603504152577067e+00
4.740000000000000213e+00 1.908755133413333027e+00 1.974751619285867621e+00 2.046897675276291295e+00 2.212370431871669929e+00 2.307270909151341698e+00 2.411490324826020881e+00
4.750000000000000000e+00 1.913616892682818538e+00 1.979648536946467141e+00 2.051820618953041464e+00 2.217308789373936939e+00 2.312192960076688397e+00 2.416375397945054182e+00
4.759999999999999787e+00 1.918477312571013282e+00 1.984543937091072241e+00 2.056741892307915709e+00 2.222245296311497587e+00 2.317113165537495689e+00 2.421258722468563551e+00
4.769999999999999574e+00 1.923336388789528284e+00 1.989437816508951018e+00 2.061661493131523581e+00 2.227179951898600851e+00 2.322031524922226531e+00 2.426140297371413013e+00
4.780000000000000249e+00 1.928194117095913818e+00 1.994330172027280135e+00 2.066579419244324978e+00 2.232112755366171264e+00 2.326948037633236321e+00 2.431020121644428045e+00
4.790000000000000036e+00 1.933050493293305472e+00 1.999221000510863266e+00 2.071495668496422304e+00 2.237043705961748952e+00 2.331862703086758692e+00 2.435898194294371599e+00
4.799999999999999822e+00 1.937905513230073984e+00 2.004110298861854211e+00 2.076410238767366412e+00 2.241972802949432353e+00 2.336775520712891741e+00 2.440774514343930779e+00
4.809999999999999609e+00 1.942759172799477740e+00 2.008998064019476004e+00 2.081323127965949649e+00 2.246900045609824037e+00 2.341686489955583372e+00 2.445649080831690192e+00
4.820000000000000284e+00 1.947611467939315943e+00 2.013884292959746691e+00 2.086234334030008686e+00 2.251825433239970309e+00 2.346595610272611321e+00 2.450521892812109748e+00
4.830000000000000071e+00 1.952462394631585330e+00 2.018768982695205327e+00 2.091143854926224233e+00 2.256748965153300812e+00 2.351502881135562717e+00 2.455392949355495347e+00
4.839999999999999858e+00 1.957311948902141552e+00 2.023652130274638417e+00 2.096051688649925637e+00 2.261670640679570354e+00 2.356408302029815438e+00 2.460262249547976232e+00
4.849999999999999645e+00 1.962160126820360340e+00 2.028533732782811683e+00 2.100957833224891047e+00 2.266590459164797178e+00 2.361311872454513683e+00 2.465129792491473015e+00
4.860000000000000320e+00 1.967006924498801101e+00 2.033413787340199619e+00 2.105862286703152453e+00 2.271508419971200787e+00 2.366213591922547987e+00 2.469995577303667922e+00
4.870000000000000107e+00 1.971852338092874746e+00 2.038292291102719034e+00 2.110765047164801178e+00 2.276424522477137558e+00 2.371113459960521475e+00 2.474859603117971485e+00
4.879999999999999893e+00 1.976696363800513501e+00 2.043169241261464375e+00 2.115666112717791147e+00 2.281338766077043445e+00 2.376011476108730758e+00 2.479721869083489239e+00
4.889999999999999680e+00 1.981538997861842066e+00 2.048044635042444384e+00 2.120565481497750593e+00 2.286251150181360714e+00 2.380907639921137076e+00 2.484582374364989299e+00
4.899999999999999467e+00 1.986380236558852097e+00 2.052918469706319193e+00 2.125463151667784878e+00 2.291161674216482425e+00 2.385801950965332097e+00 2.489441118142861509e+00
4.910000000000000142e+00 1.991220076215079793e+00 2.057790742548143648e+00 2.130359121418288204e+00 2.296070337624679158e+00 2.390694408822511718e+00 2.494298099613083242e+00
4.919999999999999929e+00 1.996058513195281936e+00 2.062661450897105286e+00 2.135253388966750432e+00 2.300977139864037735e+00 2.395585013087441428e+00 2.499153317987176326e+00
4.929999999999999716e+00 2.000895543905121698e+00 2.067530592116270327e+00 2.140145952557572784e+00 2.305882080408391488e+00 2.400473763368425661e+00 2.504006772492171073e+00
4.939999999999999503e+00 2.005731164790849785e+00 2.072398163602329202e+00 2.145036810461873777e+00 2.310785158747254986e+00 2.405360659287271829e+00 2.508858462370561426e+00
4.950000000000000178e+00 2.010565372338991352e+00 2.077264162785341206e+00 2.149925960977304484e+00 2.315686374385755641e+00 2.410245700479254793e+00 2.513708386880262768e+00
4.959999999999999964e+00 2.015398163076032922e+00 2.082128587128487140e+00 2.154813402427863345e+00 2.320585726844562213e+00 2.415128886593081337e+00 2.518556545294569293e+00
4.969999999999999751e+00 2.020229533568114633e+00 2.086991434127814404e+00 2.159699133163707430e+00 2.325483215659819969e+00 2.420010217290851973e+00 2.523402936902104710e+00
4.979999999999999538e+00 2.025059480420722924e+00 2.091852701311995411e+00 2.164583151560969476e+00 2.330378840383077410e+00 2.424889692248022754e+00 2.528247561006782274e+00
4.990000000000000213e+00 2.029888000278387228e+00 2.096712386242075787e+00 2.169465456021576255e+00 2.335272600581218327e+00 2.429767311153364862e+00 2.533090416927749722e+00
5.000000000000000000e+00 2.034715089824373546e+00 2.101570486511232794e+00 2.174346044973061165e+00 2.340164495836390746e+00 2.434643073708924632e+00 2.537931503999348859e+00
5.009999999999999787e+00 2.039540745780388242e+00 2.106426999744529738e+00 2.179224916868387041e+00 2.345054525745933649e+00 2.439516979629983151e+00 2.542770821571058271e+00
5.019999999999999574e+00 2.044364964906277393e+00 2.111281923598679278e+00 2.184102070185764077e+00 2.349942689922309480e+00 2.444389028645010065e+00 2.547608369007449358e+00
5.030000000000000249e+00 2.049187743999732803e+00 2.116135255761798728e+00 2.188977503428468196e+00 2.354828987993027312e+00 2.449259220495625833e+00 2.552444145688130384e+00
5.040000000000000036e+00 2.054009079895997125e+00 2.120986993953173805e+00 2.193851215124663412e+00 2.359713419600574014e+00 2.454127554936551547e+00 2.557278151007697176e+00
5.049999999999999822e+00 2.058828969467571213e+00 2.125837135923023702e+00 2.198723203827225081e+00 2.364595984402340534e+00 2.458994031735568075e+00 2.562110384375678951e+00
5.059999999999999609e+00 2.063647409623928120e+00 2.130685679452262615e+00 2.203593468113561382e+00 2.369476682070547291e+00 2.463858650673469430e+00 2.566940845216482803e+00
5.070000000000000284e+00 2.068464397311222225e+00 2.135532622352271481e+00 2.208462006585437898e+00 2.374355512292173120e+00 2.468721411544014366e+00 2.571769532969339966e+00
5.080000000000000071e+00 2.073279929512006792e+00 2.140377962464660833e+00 2.213328817868801757e+00 2.379232474768878891e+00 2.473582314153881967e+00 2.576596447088252528e+00
5.089999999999999858e+00 2.078094003244949750e+00 2.145221697661043425e+00 2.218193900613608438e+00 2.384107569216936007e+00 2.478441358322618360e+00 2.581421587041931254e+00
5.099999999999999645e+00 2.082906615564551700e+00 2.150063825842805088e+00 2.223057253493649466e+00 2.388980795367147802e+00 2.483298543882595411e+00 2.586244952313745848e+00
5.110000000000000320e+00 2.087717763560870132e+00 2.154904344940880456e+00 2.227918875206377880e+00 2.393852152964780267e+00 2.488153870678953883e+00 2.591066542401659234e+00
5.120000000000000107e+00 2.092527444359237876e+00 2.159743252915519385e+00 2.232778764472737265e+00 2.398721641769482549e+00 2.493007338569556808e+00 2.595886356818175145e+00
5.129999999999999893e+00 2.097335655119994868e+00 2.164580547756072448e+00 2.237636920036993882e+00 2.403589261555212797e+00 2.497858947424939746e+00 2.600704395090275955e+00
5.139999999999999680e+00 2.102142393038207935e+00 2.169416227480764015e+00 2.242493340666564361e+00 2.408455012110164439e+00 2.502708697128256166e+00 2.605520656759363174e+00
5.149999999999999467e+00 2.106947655343407000e+00 2.174250290136469310e+00 2.247348025151849171e+00 2.413318893236689355e+00 2.507556587575226814e+00 2.610335141381195712e+00
5.160000000000000142e+00 2.111751439299310640e+00 2.179082733798499927e+00 2.252200972306063864e+00 2.418180904751219717e+00 2.512402618674088650e+00 2.615147848525832597e+00
5.169999999999999929e+00 2.116553742203562738e+00 2.183913556570378667e+00 2.257052180965071653e+00 2.423041046484194716e+00 2.517246790345537555e+00 2.619958777777566361e+00
5.179999999999999716e+00 2.121354561387466475e+00 2.188742756583631710e+00 2.261901649987221319e+00 2.427899318279984620e+00 2.522089102522680815e+00 2.624767928734864419e+00
5.189999999999999503e+00 2.126153894215722762e+00 2.193570331997567457e+00 2.266749378253177127e+00 2.432755719996810839e+00 2.526929555150974949e+00 2.629575301010302457e+00
5.200000000000000178e+00 2.130951738086167779e+00 2.198396280999065144e+00 2.271595364665761174e+00 2.437610251506673542e+00 2.531768148188179524e+00 2.634380894230508474e+00
5.209999999999999964e+00 2.135748090429512747e+00 2.203220601802361234e+00 2.276439608149783744e+00 2.442462912695270827e+00 2.536604881604293205e+00 2.639184708036089511e+00
5.219999999999999751e+00 2.140542948709091231e+00 2.208043292648840694e+00 2.281282107651886992e+00 2.447313703461925005e+00 2.541439755381505350e+00 2.643986742081573027e+00
5.229999999999999538e+00 2.145336310420600689e+00 2.212864351806826946e+00 2.286122862140381073e+00 2.452162623719504442e+00 2.546272769514136503e+00 2.648786996035341179e+00
5.240000000000000213e+00 2.150128173091849337e+00 2.217683777571374470e+00 2.290961870605084272e+00 2.457009673394345839e+00 2.551103924008582879e+00 2.653585469579567757e+00
5.250000000000000000e+00 2.154918534282505682e+00 2.222501568264060534e+00 2.295799132057164016e+00 2.461854852426177853e+00 2.555933218883254643e+00 2.658382162410146243e+00
5.259999999999999787e+00 2.159707391583848946e+00 2.227317722232783126e+00 2.300634645528978339e+00 2.466698160768042936e+00 2.560760654168529271e+00 2.663177074236632524e+00
5.269999999999999574e+00 2.164494742618519929e+00 2.232132237851555345e+00 2.305468410073918673e+00 2.471539598386221837e+00 2.565586229906680948e+00 2.667970204782170285e+00
5.280000000000000249e+00 2.169280585040278098e+00 2.236945113520305117e+00 2.310300424766253968e+00 2.476379165260154114e+00 2.570409946151834379e+00 2.672761553783430610e+00
5.290000000000000036e+00 2.174064916533752001e+00 2.241756347664671800e+00 2.315130688700973494e+00 2.481216861382361749e+00 2.575231802969894623e+00 2.677551120990540490e+00
5.299999999999999822e+00 2.178847734814205683e+00 2.246565938735809009e+00 2.319959200993632731e+00 2.486052686758371433e+00 2.580051800438499132e+00 2.682338906167020198e+00
5.309999999999999609e+00 2.183629037627289105e+00 2.251373885210185666e+00 2.324785960780201499e+00 2.490886641406637292e+00 2.584869938646952026e+00 2.687124909089708691e+00
5.320000000000000284e+00 2.188408822748804994e+00 2.256180185589390153e+00 2.329610967216908968e+00 2.495718725358462731e+00 2.589686217696167692e+00 2.691909129548703650e+00
5.330000000000000071e+00 2.193187087984469485e+00 2.260984838399933139e+00 2.334434219480090000e+00 2.500548938657923603e+00 2.594500637698607282e+00 2.696691567347287766e+00
5.339999999999999858e+00 2.197963831169680748e+00 2.265787842193056179e+00 2.339255716766038606e+00 2.505377281361791386e+00 2.599313198778225420e+00 2.701472222301862569e+00
5.349999999999999645e+00 2.202739050169278734e+00 2.270589195544538086e+00 2.344075458290853842e+00 2.510203753539454130e+00 2.604123901070403146e+00 2.706251094241878263e+00
5.360000000000000320e+00 2.207512742877320466e+00 2.275388897054503978e+00 2.348893443290294147e+00 2.515028355272840077e+00 2.608932744721893293e+00 2.711028183009768000e+00
5.370000000000000107e+00 2.212284907216844676e+00 2.280186945347232541e+00 2.353709671019623695e+00 2.519851086656338612e+00 2.613739729890753871e+00 2.715803488460871939e+00
5.379999999999999893e+00 2.217055541139647534e+00 2.284983339070972175e+00 2.358524140753468501e+00 2.524671947796724325e+00 2.618544856746293448e+00 2.720577010463375522e+00
5.389999999999999680e+00 2.221824642626053059e+00 2.289778076897749592e+00 2.363336851785669879e+00 2.529490938813082401e+00 2.623348125469004533e+00 2.725348748898236639e+00
5.399999999999999467e+00 2.226592209684691070e+00 2.294571157523186855e+00 2.368147803429137888e+00 2.534308059836724247e+00 2.628149536250507623e+00 2.730118703659115020e+00
5.410000000000000142e+00 2.231358240352270705e+00 2.299362579666316631e+00 2.372956995015705228e+00 2.539123311011118656e+00 2.632949089293485478e+00 2.734886874652304289e+00
5.419999999999999929e+00 2.236122732693361037e+00 2.304152342069393455e+00 2.377764425895984246e+00 2.543936692491806539e+00 2.637746784811622724e+00 2.739653261796660466e+00
5.429999999999999716e+00 2.240885684800169919e+00 2.308940443497717876e+00 2.382570095439224822e+00 2.548748204446330323e+00 2.642542623029545457e+00 2.744417865023531355e+00
5.439999999999999503e+00 2.245647094792327714e+00 2.313726882739453483e+00 2.387374003033169600e+00 2.553557847054154895e+00 2.647336604182759512e+00 2.749180684276689046e+00
5.450000000000000178e+00 2.250406960816666579e+00 2.318511658605447057e+00 2.392176148083914544e+00 2.558365620506588556e+00 2.652128728517586964e+00 2.753941719512257968e+00
5.459999999999999964e+00 2.255165281047010417e+00 2.323294769929049597e+00 2.396976530015766826e+00 2.563171525006710194e+00 2.656918996291102175e+00 2.758700970698641175e+00
5.469999999999999751e+00 2.259922053683956378e+00 2.328076215565939577e+00 2.401775148271106275e+00 2.567975560769288457e+00 2.661707407771074507e+00 2.763458437816455948e+00
5.479999999999999538e+00 2.264677276954667473e+00 2.332855994393948862e+00 2.406572002310246816e+00 2.572777728020710253e+00 2.666493963235904818e+00 2.768214120858458749e+00
5.490000000000000213e+00 2.269430949112658524e+00 2.337634105312884181e+00 2.411367091611295255e+00 2.577578026998899041e+00 2.671278662974557960e+00 2.772968019829477271e+00
5.500000000000000000e+00 2.274183068437588773e+00 2.342410547244356600e+00 2.416160415670018491e+00 2.582376457953242443e+00 2.676061507286507712e+00 2.777720134746336278e+00
5.509999999999999787e+00 2.278933633235055822e+00 2.347185319131609216e+00 2.420951973999704521e+00 2.587173021144514529e+00 2.680842496481667059e+00 2.782470465637788326e+00
5.519999999999999574e+00 2.283682641836388250e+00 2.351958419939346623e+00 2.425741766131026544e+00 2.591967716844799430e+00 2.685621630880333122e+00 2.787219012544446706e+00
5.530000000000000249e+00 2.288430092598440879e+00 2.356729848653560833e+00 2.430529791611910184e+00 2.596760545337418513e+00 2.690398910813118327e+00 2.791965775518709503e+00
5.540000000000000036e+00 2.293175983903394499e+00 2.361499604281368292e+00 2.435316050007397592e+00 2.601551506916849998e+00 2.695174336620890010e+00 2.796710754624688988e+00
5.549999999999999822e+00 2.297920314158553357e+00 2.366267685850838465e+00 2.440100540899516002e+00 2.606340601888656572e+00 2.699947908654708240e+00 2.801453949938143673e+00
5.559999999999999609e+00 2.302663081796143985e+00 2.371034092410830407e+00 2.444883263887144942e+00 2.611127830569410779e+00 2.704719627275762761e+00 2.806195361546407696e+00
5.570000000000000284e+00 2.307404285273121136e+00 2.375798823030825790e+00 2.449664218585886122e+00 2.615913193286617311e+00 2.709489492855310822e+00 2.810934989548314888e+00
5.580000000000000071e+00 2.312143923070964391e+00 2.380561876800765031e+00 2.454443404627927539e+00 2.620696690378640614e+00 2.714257505774611445e+00 2.815672834054135709e+00
5.589999999999999858e+00 2.316881993695490305e+00 2.385323252830883867e+00 2.459220821661920908e+00 2.625478322194626735e+00 2.719023666424867702e+00 2.820408895185497311e+00
5.599999999999999645e+00 2.321618495676653460e+00 2.390082950251554816e+00 2.463996469352849328e+00 2.630258089094432261e+00 2.723787975207158318e+00 2.825143173075321812e+00
5.610000000000000320e+00 2.326353427568356835e+00 2.394840968213123755e+00 2.468770347381899377e+00 2.635035991448549719e+00 2.728550432532381720e+00 2.829875667867751243e+00
5.620000000000000107e+00 2.331086787948258632e+00 2.399597305885750487e+00 2.473542455446331445e+00 2.639812029638029411e+00 2.733311038821185868e+00 2.834606379718073832e+00
5.629999999999999893e+00 2.335818575417584420e+00 2.404351962459252867e+00 2.478312793259359381e+00 2.644586204054410139e+00 2.738069794503910082e+00 2.839335308792660051e+00
5.639999999999999680e+00 2.340548788600938401e+00 2.409104937142945602e+00 2.483081360550017269e+00 2.649358515099643263e+00 2.742826700020525088e+00 2.844062455268886680e+00
5.649999999999999467e+00 2.345277426146116007e+00 2.413856229165491030e+00 2.487848157063041299e+00 2.654128963186018986e+00 2.747581755820562410e+00 2.848787819335071081e+00
5.660000000000000142e+00 2.350004486723921815e+00 2.418605837774735257e+00 2.492613182558740093e+00 2.658897548736093519e+00 2.752334962363058857e+00 2.853511401190396590e+00
5.669999999999999929e+00 2.354729969027979486e+00 2.423353762237561160e+00 2.497376436812874356e+00 2.663664272182615811e+00 2.757086320116491240e+00 2.858233201044843685e+00
5.679999999999999716e+00 2.359453871774555012e+00 2.428100001839734290e+00 2.502137919616534312e+00 2.668429133968455602e+00 2.761835829558715538e+00 2.862953219119119819e+00
5.689999999999999503e+00 2.364176193702372863e+00 2.432844555885749216e+00 2.506897630776016239e+00 2.673192134546527488e+00 2.766583491176901610e+00 2.867671455644593248e+00
5.700000000000000178e+00 2.368896933572436581e+00 2.437587423698681199e+00 2.511655570112706126e+00 2.677953274379723858e+00 2.771329305467474580e+00 2.872387910863214877e+00
5.709999999999999964e+00 2.373616090167848469e+00 2.442328604620032984e+00 2.516411737462949993e+00 2.682712553940836742e+00 2.776073272936050884e+00 2.877102585027456527e+00
5.719999999999999751e+00 2.378333662293636852e+00 2.447068098009592685e+00 2.521166132677944205e+00 2.687469973712491189e+00 2.780815394097375659e+00 2.881815478400235442e+00
5.729999999999999538e+00 2.383049648776573992e+00 2.451805903245279694e+00 2.525918755623612455e+00 2.692225534187069336e+00 2.785555669475261897e+00 2.886526591254850782e+00
5.740000000000000213e+00 2.387764048465008226e+00 2.456542019723003456e+00 2.530669606180489417e+00 2.696979235866641567e+00 2.790294099602528721e+00 2.891235923874905467e+00
5.750000000000000000e+00 2.392476860228683222e+00 2.461276446856513811e+00 2.535418684243597287e+00 2.701731079262893687e+00 2.795030685020938765e+00 2.895943476554248441e+00
5.759999999999999787e+00 2.397188082958574995e+00 2.466009184077260219e+00 2.540165989722341422e+00 2.706481064897057198e+00 2.799765426281136893e+00 2.900649249596892076e+00
5.769999999999999574e+00 2.401897715566711611e+00 2.470740230834248319e+00 2.544911522540382887e+00 2.711229193299837803e+00 2.804498323942589799e+00 2.905353243316956657e+00
5.780000000000000249e+00 2.406605756986010647e+00 2.475469586593894711e+00 2.549655282635530984e+00 2.715975465011345680e+00 2.809229378573523395e+00 2.910055458038591780e+00
5.790000000000000036e+00 2.411312206170107331e+00 2.480197250839887957e+00 2.554397269959625572e+00 2.720719880581023986e+00 2.813958590750859301e+00 2.914755894095911515e+00
5.799999999999999822e+00 2.416017062093190226e+00 2.484923223073048248e+00 2.559137484478424707e+00 2.725462440567579137e+00 2.818685961060160672e+00 2.919454551832926015e+00
5.809999999999999609e+00 2.420720323749835146e+00 2.489647502811188851e+00 2.563875926171491848e+00 2.730203145538913745e+00 2.823411490095563359e+00 2.924151431603472240e+00
5.820000000000000284e+00 2.425421990154836394e+00 2.494370089588976214e+00 2.568612595032086166e+00 2.734941996072052461e+00 2.828135178459719956e+00 2.928846533771148675e+00
5.830000000000000071e+00 2.430122060343049561e+00 2.499090982957792750e+00 2.573347491067043968e+00 2.739678992753077580e+00 2.832857026763736741e+00 2.933539858709240278e+00
5.839999999999999858e+00 2.434820533369225881e+00 2.503810182485602720e+00 2.578080614296678785e+00 2.744414136177055763e+00 2.837577035627116828e+00 2.938231406800660750e+00
5.849999999999999645e+00 2.439517408307852797e+00 2.508527687756815450e+00 2.582811964754663681e+00 2.749147426947974093e+00 2.842295205677692671e+00 2.942921178437875707e+00
5.860000000000000320e+00 2.444212684252994094e+00 2.513243498372151663e+00 2.587541542487925561e+00 2.753878865678666799e+00 2.847011537551574101e+00 2.947609174022842282e+00
5.870000000000000107e+00 2.448906360318130915e+00 2.517957613948507145e+00 2.592269347556535042e+00 2.758608452990753079e+00 2.851726031893082602e+00 2.952295393966934967e+00
5.879999999999999893e+00 2.453598435636003661e+00 2.522670034118825289e+00 2.596995380033600309e+00 2.763336189514562502e+00 2.856438689354693139e+00 2.956979838690886986e+00
5.889999999999999680e+00 2.458288909358460561e+00 2.527380758531963423e+00 2.601719640005160095e+00 2.768062075889072826e+00 2.861149510596974643e+00 2.961662508624715695e+00
5.899999999999999467e+00 2.462977780656296467e+00 2.532089786852561808e+00 2.606442127570078426e+00 2.772786112761839838e+00 2.865858496288530066e+00 2.966343404207661738e+00
5.910000000000000142e+00 2.467665048719102749e+00 2.536797118760913516e+00 2.611162842839934939e+00 2.777508300788934292e+00 2.870565647105939089e+00 2.971022525888118881e+00
5.919999999999999929e+00 2.472350712755114976e+00 2.541502753952836979e+00 2.615881785938925841e+00 2.782228640634867745e+00 2.875270963733693286e+00 2.975699874123569622e+00
5.929999999999999716e+00 2.477034771991058815e+00 2.546206692139548977e+00 2.620598957003754670e+00 2.786947132972533936e+00 2.879974446864145055e+00 2.980375449380519459e+00
5.939999999999999503e+00 2.481717225672002591e+00 2.550908933047535854e+00 2.625314356183533704e+00 2.791663778483141733e+00 2.884676097197441447e+00 2.985049252134429842e+00
5.950000000000000178e+00 2.486398073061206748e+00 2.555609476418429171e+00 2.630027983639676936e+00 2.796378577856142744e+00 2.889375915441470433e+00 2.989721282869655106e+00
5.959999999999999964e+00 2.491077313439975072e+00 2.560308322008880921e+00 2.634739839545800599e+00 2.801091531789172695e+00 2.894073902311799174e+00 2.994391542079373636e+00
5.969999999999999751e+00 2.495754946107508587e+00 2.565005469590437848e+00 2.639449924087620580e+00 2.805802640987984375e+00 2.898770058531619398e+00 2.999060030265524812e+00
5.979999999999999538e+00 2.500430970380760343e+00 2.569700918949419766e+00 2.644158237462852945e+00 2.810511906166382357e+00 2.903464384831684342e+00 3.003726747938747721e+00
5.990000000000000213e+00 2.505105385594290190e+00 2.574394669886796549e+00 2.648864779881114018e+00 2.815219328046157710e+00 2.908156881950257677e+00 3.008391695618309214e+00
6.000000000000000000e+00 2.509778191100118683e+00 2.579086722218066896e+00 2.653569551563818685e+00 2.819924907357024502e+00 2.912847550633047344e+00 3.013054873832043512e+00
6.009999999999999787e+00 2.514449386267587627e+00 2.583777075773137533e+00 2.658272552744083583e+00 2.824628644836554958e+00 2.917536391633155368e+00 3.017716283116291809e+00
6.019999999999999574e+00 2.519118970483217090e+00 2.588465730396204645e+00 2.662973783666631178e+00 2.829330541230117735e+00 2.922223405711017463e+00 3.022375924015830329e+00
6.030000000000000249e+00 2.523786943150565953e+00 2.593152685945634417e+00 2.667673244587688064e+00 2.834030597290813080e+00 2.926908593634347522e+00 3.027033797083814370e+00
6.040000000000000036e+00 2.528453303690090692e+00 2.597837942293843572e+00 2.672370935774889489e+00 2.838728813779408888e+00 2.931591956178075886e+00 3.031689902881709919e+00
6.049999999999999822e+00 2.533118051539007265e+00 2.602521499327185239e+00 2.677066857507187869e+00 2.843425191464279855e+00 2.936273494124301386e+00 3.036344241979232805e+00
6.059999999999999609e+00 2.537781186151155666e+00 2.607203356945830386e+00 2.681761010074750207e+00 2.848119731121343090e+00 2.940953208262226504e+00 3.040996814954285199e+00
6.070000000000000284e+00 2.542442706996860924e+00 2.611883515063654571e+00 2.686453393778869270e+00 2.852812433533998160e+00 2.945631099388106300e+00 3.045647622392894771e+00
6.080000000000000071e+00 2.547102613562799434e+00 2.616561973608118485e+00 2.691144008931865006e+00 2.857503299493061366e+00 2.950307168305190242e+00 3.050296664889147191e+00
