x_ener_n5  ener_new_arr_n5
0.000000000000000000e+00 1.116138799271788828e+00
0.000000000000000000e+00 1.113023049275918330e+00
0.000000000000000000e+00 1.110028396986626253e+00
0.000000000000000000e+00 1.107162727365021082e+00
0.000000000000000000e+00 1.104433748007376259e+00
0.000000000000000000e+00 1.101848865067245109e+00
0.000000000000000000e+00 1.099415041143861460e+00
0.000000000000000000e+00 1.097138635153135811e+00
0.000000000000000000e+00 1.095025224244677187e+00
0.000000000000000000e+00 1.093079409460511409e+00
0.000000000000000000e+00 1.091304607567501916e+00
0.000000000000000000e+00 1.089702833507751212e+00
0.000000000000000000e+00 1.088274479996014010e+00
0.000000000000000000e+00 1.087018103464137075e+00
0.000000000000000000e+00 1.085930228795767283e+00
0.000000000000000000e+00 1.085005189198949616e+00
0.000000000000000000e+00 1.084235021450816960e+00
0.000000000000000000e+00 1.083609441074368851e+00
0.000000000000000000e+00 1.083115925413667524e+00
0.000000000000000000e+00 1.082739933928881682e+00
0.000000000000000000e+00 1.082007564195473170e+00
0.000000000000000000e+00 1.082007564195473170e+00
0.000000000000000000e+00 1.082007564195473170e+00
0.000000000000000000e+00 1.082007564195473170e+00
0.000000000000000000e+00 1.082007564195473170e+00
0.000000000000000000e+00 1.082007564195473170e+00
0.000000000000000000e+00 1.082007564195473170e+00
0.000000000000000000e+00 1.082007564195473170e+00
0.000000000000000000e+00 1.082007564195473170e+00
0.000000000000000000e+00 1.082007564195473170e+00
0.000000000000000000e+00 1.082007564195473170e+00
0.000000000000000000e+00 1.082007564195473170e+00
0.000000000000000000e+00 1.082007564195473170e+00
0.000000000000000000e+00 1.082007564195473170e+00
0.000000000000000000e+00 1.082007564195473170e+00
0.000000000000000000e+00 1.082007564195473170e+00
0.000000000000000000e+00 1.082007564195473170e+00
0.000000000000000000e+00 1.082007564197132732e+00
0.000000000000000000e+00 2.356911430416644304e+00
0.000000000000000000e+00 2.356911430416604780e+00
0.000000000000000000e+00 2.356911430416604780e+00
0.000000000000000000e+00 2.356911430416604780e+00
0.000000000000000000e+00 2.356911430416604780e+00
0.000000000000000000e+00 2.356911430416604780e+00
0.000000000000000000e+00 2.356911430416604780e+00
0.000000000000000000e+00 2.356911430416604780e+00
0.000000000000000000e+00 2.356911430416604780e+00
0.000000000000000000e+00 2.356911430416604780e+00
0.000000000000000000e+00 2.356911430416604780e+00
0.000000000000000000e+00 2.356911430416604780e+00
0.000000000000000000e+00 2.356911430416604780e+00
0.000000000000000000e+00 2.356911430416604780e+00
0.000000000000000000e+00 2.356911430416604780e+00
0.000000000000000000e+00 2.356911430416604780e+00
0.000000000000000000e+00 2.356911430416604780e+00
0.000000000000000000e+00 2.356911430416604780e+00
0.000000000000000000e+00 2.356911430416604780e+00
0.000000000000000000e+00 2.356911430416604780e+00
0.000000000000000000e+00 2.356911430416604780e+00
0.000000000000000000e+00 2.356911430416604780e+00
0.000000000000000000e+00 2.356911430416604780e+00
0.000000000000000000e+00 5.531125835872598984e+00
0.000000000000000000e+00 5.531125835872598984e+00
0.000000000000000000e+00 5.531125835872598984e+00
0.000000000000000000e+00 5.531125835872598984e+00
0.000000000000000000e+00 5.531125835872598984e+00
0.000000000000000000e+00 5.531125835872598984e+00
0.000000000000000000e+00 5.531125835872598984e+00
0.000000000000000000e+00 5.531125835872598984e+00
0.000000000000000000e+00 5.531125835872598984e+00
0.000000000000000000e+00 5.531125835872598984e+00
0.000000000000000000e+00 5.531125835872598984e+00
0.000000000000000000e+00 5.531125835872598984e+00
0.000000000000000000e+00 5.531125835872598984e+00
0.000000000000000000e+00 5.531125835872598984e+00
0.000000000000000000e+00 5.531125835872598984e+00
0.000000000000000000e+00 5.531125835872598984e+00
0.000000000000000000e+00 5.531125835872598984e+00
0.000000000000000000e+00 5.531125835872598984e+00
0.000000000000000000e+00 5.531125835872598984e+00
0.000000000000000000e+00 5.531125835872598984e+00
0.000000000000000000e+00 6.601695723921706005e+00
0.000000000000000000e+00 6.601695723921778836e+00
0.000000000000000000e+00 6.601695723922743397e+00
0.000000000000000000e+00 6.601695723921778836e+00
0.000000000000000000e+00 6.601695723922743397e+00
0.000000000000000000e+00 6.601695723919762671e+00
0.000000000000000000e+00 6.601695723922743397e+00
0.000000000000000000e+00 6.601695723921778836e+00
0.000000000000000000e+00 6.601695723922743397e+00
0.000000000000000000e+00 6.601695723921778836e+00
0.000000000000000000e+00 6.601695723922743397e+00
0.000000000000000000e+00 6.601695723922743397e+00
0.000000000000000000e+00 6.601695723922743397e+00
0.000000000000000000e+00 6.601695723922743397e+00
0.000000000000000000e+00 6.601695723921778836e+00
0.000000000000000000e+00 6.601695723922743397e+00
0.000000000000000000e+00 6.601695723921778836e+00
0.000000000000000000e+00 6.601695723922743397e+00
0.000000000000000000e+00 6.601695723922743397e+00
0.000000000000000000e+00 8.901506354894724637e+00
0.000000000000000000e+00 8.901506354894170414e+00
0.000000000000000000e+00 8.901506354894241468e+00
0.000000000000000000e+00 8.901506354894170414e+00
0.000000000000000000e+00 8.901506354894170414e+00
0.000000000000000000e+00 8.901506354894170414e+00
0.000000000000000000e+00 8.901506354894170414e+00
0.000000000000000000e+00 8.901506354894170414e+00
0.000000000000000000e+00 8.901506354894170414e+00
0.000000000000000000e+00 8.901506354894170414e+00
0.000000000000000000e+00 8.901506354894086925e+00
0.000000000000000000e+00 8.901506354894086925e+00
0.000000000000000000e+00 8.901506354894170414e+00
0.000000000000000000e+00 8.901506354894170414e+00
0.000000000000000000e+00 8.901506354894170414e+00
0.000000000000000000e+00 1.020749748974654914e+01
0.000000000000000000e+00 1.020749748974654914e+01
0.000000000000000000e+00 1.020749748974654914e+01
0.000000000000000000e+00 1.020749748974654914e+01
0.000000000000000000e+00 1.020749748974654914e+01
0.000000000000000000e+00 1.020749748974654914e+01
0.000000000000000000e+00 1.020749748974525772e+01
0.000000000000000000e+00 1.020749748974654914e+01
0.000000000000000000e+00 1.020749748974627380e+01
0.000000000000000000e+00 1.020749748974678894e+01
0.000000000000000000e+00 1.020749748974672677e+01
0.000000000000000000e+00 1.020749748974654914e+01
0.000000000000000000e+00 1.020749748974654914e+01
0.000000000000000000e+00 1.020749748974654914e+01
0.000000000000000000e+00 1.020749748974654914e+01
0.000000000000000000e+00 1.020749748974672677e+01
0.000000000000000000e+00 1.020749748974672677e+01
0.000000000000000000e+00 1.020749748974654914e+01
0.000000000000000000e+00 1.020749748974654914e+01
0.000000000000000000e+00 1.232583590781338323e+01
0.000000000000000000e+00 1.232583590781338323e+01
0.000000000000000000e+00 1.232583590781338323e+01
0.000000000000000000e+00 1.232583590781338323e+01
0.000000000000000000e+00 1.232583590781247906e+01
0.000000000000000000e+00 1.232583590781247906e+01
0.000000000000000000e+00 1.232583590781338323e+01
0.000000000000000000e+00 1.232583590781247906e+01
0.000000000000000000e+00 1.232583590781193017e+01
0.000000000000000000e+00 1.232583590781065830e+01
0.000000000000000000e+00 1.232583590781247906e+01
0.000000000000000000e+00 1.232583590781338323e+01
0.000000000000000000e+00 1.232583590781338323e+01
0.000000000000000000e+00 1.232583590781065830e+01
0.000000000000000000e+00 1.232583590781247906e+01
0.000000000000000000e+00 1.232583590781247906e+01
0.000000000000000000e+00 1.232583590781247906e+01
0.000000000000000000e+00 1.232583590781338323e+01
0.000000000000000000e+00 1.232583590781247906e+01
0.000000000000000000e+00 1.232583590781338323e+01
0.000000000000000000e+00 1.232583590781247906e+01
0.000000000000000000e+00 1.232583590781247906e+01
0.000000000000000000e+00 1.460024729991972947e+01
